BO Iteration,Selected SMILES,f1,f2,R2 Indicator
0,Cn1c2nc3ccccc3c-2c(NCCCNC(=O)Nc2ccccc2)c2cc(C(F)(F)F)ccc21,0.05454545454545454,0.1353352832366127,0.1733
1,NCC(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,0.07643312101910828,0.1353352832366127,0.1733
2,O=C1c2c(c3c4ccc(O)cc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4ccc(O)cc4c23)C(=O)N1NC(CO)CO,0.06629834254143646,1.522997974471263e-08,0.1733
3,N#CCC(=N)NNc1nc2ccccc2nc1Cc1ccccc1,0.029197080291970802,0.1353352832366127,0.1733
4,COc1cc(C(=O)c2ccc(-c3csc(NC(C)=O)n3)cc2-n2cncn2)cc(OC)c1OC,0.07741935483870968,0.00033546262790251185,0.1733
5,COc1ccc(C2CC(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1O,0.06716417910447761,1.0,0.1733
6,CC(C)c1ccc(N(CC(=O)NCCSCc2ccco2)S(C)(=O)=O)cc1,0.10606060606060606,1.0,0.1542
7,O=C(CCC(=O)c1ccccc1)Nc1nc2ccc(Cl)cc2s1,0.0703125,0.1353352832366127,0.1542
8,NC1CCN(C(=O)C2CCC3CN2C(=O)N3OS(=O)(=O)O)C1,0.16964285714285715,0.00033546262790251185,0.2387
9,CC(C)OC(=O)CCCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0.1206896551724138,0.1353352832366127,0.235
10,COc1ccc(-c2nc(O)n(C)n2)cc1,0.046296296296296294,1.0,0.235
11,CCc1c(C)c(C#N)c2nc3ccccc3n2c1NCC1CCCO1,0.1,0.1353352832366127,0.235
12,COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1C(Cc1ccc(OC(=O)c5cccc(C(F)(F)F)c5)c(c1)Oc1ccc(cc1)CC3N(C)CC2)N(C)CC4,0.06880733944954129,1.522997974471263e-08,0.235
13,Cn1cc(C=Cc2ccc3ccccc3n2)c2ccccc21,0.014925373134328358,0.00033546262790251185,0.235
14,CCCCCCN(CCCCCC)S(=O)(=O)c1cc([N+](=O)[O-])c(N(CCC)CCC)c([N+](=O)[O-])c1,0.07792207792207792,0.1353352832366127,0.235
15,O=C(C=Cc1ccc(-n2cncn2)cc1)c1ccc(Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1,0.036585365853658534,0.00033546262790251185,0.235
16,NC(=O)CCC(N)CCS,0.0898876404494382,0.00033546262790251185,0.235
17,CCCCC(=O)Oc1c(Cl)c(Cl)c(C#N)c(Cl)c1Cl,0.09009009009009009,0.1353352832366127,0.235
18,CSCc1cccc(S(=O)(=O)NCCO)c1,0.07476635514018691,0.1353352832366127,0.235
19,O=C1NC(=O)c2cc(C#Cc3ccc(F)cc3)ccc21,0.015873015873015872,1.0,0.235
20,CCn1nc(C)c(C(=O)N2CCC(Nc3ccc(C)nn3)CC2)c1C,0.13709677419354838,1.0,0.1953
21,O=C(CN1C(=O)NC2(CCCCC2)C1=O)Nc1ccc(N2CCCCC2)cc1,0.10948905109489052,0.1353352832366127,0.1953
22,CC(=O)OCC12CCCC(C)(C)C1CCC1(C)C2CC(OC(C)=O)C2(C)C3C(=CCC12)COC3O,0.16783216783216784,0.00033546262790251185,0.1953
23,COc1cc(OC)c(-c2noc(C)c2-c2ccc(S(N)(=O)=O)cc2)c(OC)c1Cl,0.041666666666666664,0.1353352832366127,0.1953
