Threshold,NumCircles
0.1,200
0.15000000000000002,200
0.20000000000000004,200
0.25000000000000006,200
0.30000000000000004,199
0.3500000000000001,198
0.40000000000000013,198
0.45000000000000007,197
0.5000000000000001,195
0.5500000000000002,191
0.6000000000000002,180
0.6500000000000001,162
0.7000000000000002,114
0.7500000000000002,63
0.8000000000000002,21
0.8500000000000002,6
0.9000000000000002,1
