BO Iteration,Selected SMILES,Hypervolume,RefPoint,f1,f2,f3
12,O=C(NCc1ccc(F)cc1)c1c2c(nc3ccccc13)C(=O)N(C1CCCCC1)C2,0.2713,"[-0.100000, 0.071932, -0.065519]",0.02157004,0.28337969,0.83906351
13,Cc1cc(C)c2c(=O)n(CCC(=O)N3CCN(c4ccccc4)CC3)sc2n1,0.2713,"[-0.100000, 0.071932, -0.065519]",0.00687291,0.24727414,1.0
14,CCOC(=O)Nc1ccc(N2CCN(C(=O)c3ccccc3)CC2)cc1,0.2713,"[-0.100000, 0.071932, -0.065519]",0.01918413,0.26711185,1.0
15,COCCSc1ccccc1C(=O)N1CCN(c2ccccc2OC)CC1,0.2713,"[-0.100000, 0.071932, -0.065519]",9.97727551e-06,0.241433022,1.0
16,CCS(=O)(=O)NC(C)C(c1cccs1)N1CCN(c2ccc(F)cc2)CC1,0.2713,"[-0.100000, 0.071932, -0.065519]",9.34861190e-04,0.195022288,1.0
17,O=C(CSCc1ccccc1Cl)N1CCN(c2ccc(Cl)cc2)CC1,0.2713,"[-0.100000, 0.071932, -0.065519]",2.5801265e-10,0.26847079,0.847433779
18,Cc1nc(C(=O)N2CC3(CC3)CC2CNc2ccc(C(F)(F)F)cn2)c(-c2ccccc2)s1,0.2713,"[-0.100000, 0.071932, -0.065519]",0.00620952,0.26041667,0.26096808
19,O=C(NCCN1CCC(C(=O)NCC2CC2)CC1)c1ccc2ccccc2c1,0.2713,"[-0.100000, 0.071932, -0.065519]",0.01693508,0.33588435,1.0
20,O=C(O)C1CCC(CNc2nc(-c3ccccc3)cc(-c3ccccc3F)n2)CC1,0.2718,"[-0.100000, 0.071932, -0.065519]",0.3300337,0.31950673,0.45634628
21,CC(O)CN1CCN(C(=O)c2cnn(-c3ccccc3F)c2)CC1,0.2718,"[-0.100000, 0.071932, -0.065519]",0.01772463,0.2559727,1.0
22,O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cn4nc(-c5cccc(O)c5)n(-c5ccccc5)c4=S)CC3)c(F)cc2c1=O,0.2984,"[-0.100000, 0.071932, -0.065519]",1.0,0.32819635,0.58065342
23,CC(C)=CCCC(C)=CCON=C1C2CCn3c(=O)n(-c4ccccc4)c(=O)n3C2C(O)C2OC12,0.2984,"[-0.100000, 0.071932, -0.065519]",1.0,0.1890625,1.0
24,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1cc(Cl)ccc1C(=O)N2C,0.2984,"[-0.100000, 0.071932, -0.065519]",0.43347355,0.19195332,1.0
25,COc1ccccc1CNC(=O)CN1C(=O)COc2ccc(S(=O)(=O)N3CCCCC3)cc21,0.2984,"[-0.100000, 0.071932, -0.065519]",1.0,0.22996058,1.0
26,Cc1ccc(-n2ncc(C(=O)NCCCN3CCN(c4cccc(Cl)c4)CC3)c2-n2cccc2)cc1,0.2984,"[-0.100000, 0.071932, -0.065519]",0.006638,0.38265306,0.85154823
27,O=C(C=Cc1ccccc1Cl)N1CCN(c2ccc(N3CC(Cn4ccnn4)OC3=O)cc2F)CC1,0.3006,"[-0.100000, 0.071932, -0.065519]",0.82514182,0.27513587,1.0
28,N#Cc1ccc(S(=O)(=O)N2CCN(C(=O)C3CCN(c4ccncc4)CC3)CC2)cc1,0.3057,"[-0.100000, 0.071932, -0.065519]",1.0,0.28817365,1.0
29,COC1CCN(S(=O)(=O)c2ccc(CNC(=O)c3cnc4[nH]ncc4c3)cc2)CC1,0.3057,"[-0.100000, 0.071932, -0.065519]",1.0,0.19258721,1.0
30,COc1ccccc1N(C)S(=O)(=O)c1ccc(C(=O)OCC(=O)N2CCCCCC2)cc1,0.3057,"[-0.100000, 0.071932, -0.065519]",1.0,0.27879009,1.0
31,CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1N1CCCN(C)CC1,0.3057,"[-0.100000, 0.071932, -0.065519]",0.82103298,0.23534913,0.65211455
32,COc1ccc(C)cc1NC(=O)Cn1c(=O)oc2cc(S(=O)(=O)N3CCCCC3)ccc21,0.3057,"[-0.100000, 0.071932, -0.065519]",1.0,0.20302013,1.0
33,COc1ccc(S(=O)(=O)NCCc2ccc(F)c3ccccc23)cc1N1CCN(C)CC1,0.3057,"[-0.100000, 0.071932, -0.065519]",0.01918413,0.22058824,1.0
34,O=C(NNS(=O)(=O)c1ccc(Cl)cc1)c1ccc(S(=O)(=O)N2CCCCC2)cc1,0.3057,"[-0.100000, 0.071932, -0.065519]",1.0,0.17805233,1.0
35,CCOCC(=O)Nc1ccc(S(=O)(=O)N2CCC(c3nc4ccccc4[nH]3)CC2)cc1,0.3057,"[-0.100000, 0.071932, -0.065519]",1.0,0.25439239,1.0
36,Cc1cccc(NC(=O)COC(=O)CCc2ccc(S(=O)(=O)N3CCOCC3)cc2)c1C,0.3057,"[-0.100000, 0.071932, -0.065519]",1.0,0.24002954,1.0
37,Cc1cc(N2CCC(N3CCCC3C)C2)ccc1NC(=O)c1ccc(C)c(S(C)(=O)=O)c1,0.3057,"[-0.100000, 0.071932, -0.065519]",0.12791465,0.28039074,0.99975272
38,Cc1nc(COC(=O)c2ccc(S(=O)(=O)N3CCCC3)cc2)cs1,0.3057,"[-0.100000, 0.071932, -0.065519]",0.40582855,0.17769608,1.0
39,O=c1cc(CN2CCN(S(=O)(=O)c3ccccc3)CC2)nc2ccc(Cl)cn12,0.3057,"[-0.100000, 0.071932, -0.065519]",0.32416569,0.27080063,1.0
40,O=C(OCC(=O)c1ccc[nH]1)c1ccc(S(=O)(=O)N2CCCCC2)cc1,0.3057,"[-0.100000, 0.071932, -0.065519]",1.0,0.20700637,1.0
41,O=C(COc1ccc(S(=O)(=O)N2CCCC2)cc1)NCc1ccccn1,0.3057,"[-0.100000, 0.071932, -0.065519]",0.99024786,0.19,1.0
42,CN(CC(=O)Nc1cccc2ccccc12)c1ccc(S(=O)(=O)N2CCOCC2)cn1,0.3057,"[-0.100000, 0.071932, -0.065519]",1.0,0.24527616,1.0
43,CC1CCN(C(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)CC1,0.3057,"[-0.100000, 0.071932, -0.065519]",0.06970857,0.22180763,1.0
44,CCn1c(=O)c(C(=O)CN2CCN(S(=O)(=O)c3ccccc3)CC2)c(N)n(Cc2ccccc2)c1=O,0.3057,"[-0.100000, 0.071932, -0.065519]",1.0,0.24621212,1.0
45,COC(C(=O)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1)c1ccccc1,0.3057,"[-0.100000, 0.071932, -0.065519]",0.36022714,0.25396825,1.0
46,Cc1ccc(S(=O)(=O)N2CCC(C(=O)N3CCc4ccccc43)CC2)cc1,0.3057,"[-0.100000, 0.071932, -0.065519]",0.00540906,0.29637097,1.0
47,CN(CC(=O)Nc1ccccc1Cl)C(=O)C1CCN(C(=O)c2ccc(F)cc2)CC1,0.3057,"[-0.100000, 0.071932, -0.065519]",0.12791465,0.27439024,1.0
48,CCN(CC)S(=O)(=O)c1ccc(Cl)c(NC(=O)c2ccc(C#N)cc2)c1,0.3057,"[-0.100000, 0.071932, -0.065519]",1.0,0.16255605,1.0
49,CCOc1ccc(C(=O)CN2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)cc1,0.3057,"[-0.100000, 0.071932, -0.065519]",0.06970857,0.25590551,1.0
50,COc1ccc(CC(=O)OCC(=O)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2N2CCCC2)cc1,0.3057,"[-0.100000, 0.071932, -0.065519]",1.0,0.21616541,1.0
51,Cc1ccc(C)c(NC(=O)COC(=O)c2ccc(S(=O)(=O)N3CCCC3)cc2)c1,0.3057,"[-0.100000, 0.071932, -0.065519]",1.0,0.19473294,1.0
52,Cc1cccnc1NC(=O)c1cccc(S(=O)(=O)N2CCCC2)c1,0.3057,"[-0.100000, 0.071932, -0.065519]",0.56836896,0.21783388,1.0
53,CS(=O)(=O)N1CC2(CCN(C(=O)Nc3ccc(-n4cccn4)cc3)CC2)c2ccccc21,0.3057,"[-0.100000, 0.071932, -0.065519]",0.97019519,0.27618364,1.0
54,CCOc1ccc(NS(=O)(=O)c2cc(C(=O)N3CCCC3)ccc2Cl)cc1,0.3057,"[-0.100000, 0.071932, -0.065519]",0.36022714,0.22519084,1.0
55,O=C(Nc1cccc(S(=O)(=O)N2CCOCC2)c1)c1ccc2c(=O)n3c(nc2c1)CCCCC3,0.3057,"[-0.100000, 0.071932, -0.065519]",1.0,0.27232747,1.0
56,COc1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)CCCN4C(C)=O)CC2)cc1,0.3057,"[-0.100000, 0.071932, -0.065519]",0.13971816,0.24452555,1.0
57,Cc1ccc(NC(=O)c2c(F)cccc2Cl)cc1S(=O)(=O)N1CCOCC1,0.3057,"[-0.100000, 0.071932, -0.065519]",0.36022714,0.19244868,1.0
58,Cc1cc(F)ccc1NC(=O)CCc1ccc(S(=O)(=O)N2CCOCC2)cc1,0.3057,"[-0.100000, 0.071932, -0.065519]",0.36022714,0.21511628,1.0
59,O=C(CNc1ccc(C(F)(F)F)cc1)Nc1cccc(S(=O)(=O)N2CCCC2)c1,0.3057,"[-0.100000, 0.071932, -0.065519]",0.51679939,0.21240602,1.0
60,O=S(=O)(NCc1cccs1)c1cccc(S(=O)(=O)N2CCCCC2)c1,0.3057,"[-0.100000, 0.071932, -0.065519]",0.81219688,0.18023256,1.0
61,COc1cccc(CNC(=O)c2cc(S(=O)(=O)N3CCCC3)cn2C)c1,0.3057,"[-0.100000, 0.071932, -0.065519]",0.64529481,0.18461538,1.0
62,CC(=O)NC(CC(=O)Nc1cccc(S(=O)(=O)N2CCCCC2)c1)c1ccccc1,0.3057,"[-0.100000, 0.071932, -0.065519]",1.0,0.24205202,1.0
63,CC(=O)c1ccc(S(=O)(=O)N2CCn3cccc3C2c2ccccc2F)cc1,0.3057,"[-0.100000, 0.071932, -0.065519]",0.0092058,0.23982558,1.0
64,O=C(Cn1c(=O)ccc2cc(S(=O)(=O)N3CCCC3)ccc21)Nc1ccc(Cl)cc1,0.3057,"[-0.100000, 0.071932, -0.065519]",0.98851447,0.22970085,1.0
65,CN1CCN(C(=O)c2ccc(S(=O)(=O)N3C(=O)CN(c4ccccc4)C3=O)cc2)CC1,0.3057,"[-0.100000, 0.071932, -0.065519]",1.0,0.22870112,1.0
66,O=C(NCc1ccc(S(=O)(=O)N2CCCCC2)cc1)c1cc2ccncc2s1,0.3057,"[-0.100000, 0.071932, -0.065519]",0.56836896,0.21538462,1.0
67,O=C(COC(=O)c1cnc(O)nc1O)Nc1cccc(S(=O)(=O)N2CCCCC2)c1,0.3057,"[-0.100000, 0.071932, -0.065519]",1.0,0.19604317,1.0
68,O=c1cc(CN2CCN(S(=O)(=O)c3cccc(Cl)c3)CC2)c2ccc(O)cc2o1,0.3057,"[-0.100000, 0.071932, -0.065519]",1.0,0.26893939,1.0
69,O=C(NCc1ccc(F)cc1)c1cc(S(=O)(=O)N2CCCCC2)c[nH]1,0.3057,"[-0.100000, 0.071932, -0.065519]",0.74173407,0.18969649,1.0
70,O=C(Cn1nnc(-c2ccccc2Cl)n1)Nc1cccc(S(=O)(=O)N2CCCC2)c1,0.3057,"[-0.100000, 0.071932, -0.065519]",1.0,0.17277856,1.0
71,COc1ccc(CCNC(=O)CN2C(=O)CSc3ccc(S(=O)(=O)N4CCOCC4)cc32)cc1OC,0.3057,"[-0.100000, 0.071932, -0.065519]",1.0,0.21622475,1.0
72,Cc1ccc(S(=O)(=O)CCC(=O)Nc2ccccc2N2CCCC2)cc1,0.3057,"[-0.100000, 0.071932, -0.065519]",0.06291617,0.22244094,1.0
73,O=C(CN1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1)Nc1ccccc1Br,0.3057,"[-0.100000, 0.071932, -0.065519]",0.9835744,0.24850523,1.0
74,CC(=O)N1CCN(S(=O)(=O)c2cccc(C(=O)OCC(=O)NC(=O)c3cccn3C)c2)CC1,0.3057,"[-0.100000, 0.071932, -0.065519]",1.0,0.1835781,1.0
75,Cc1[nH]n(C(N)=S)c(=O)c1N=Nc1ccc(S(=O)(=O)N2CCCC2)cc1,0.3057,"[-0.100000, 0.071932, -0.065519]",1.0,0.12705531,1.0
76,NC(=O)c1ccc(NC(=O)CN2CCN(S(=O)(=O)c3ccc4c(c3)OCCO4)CC2)cc1,0.3057,"[-0.100000, 0.071932, -0.065519]",1.0,0.26277372,1.0
77,CCc1ccc(S(=O)(=O)Nc2ccc(-c3ccc(N4CCCCCC4)nn3)cc2)cc1,0.3061,"[-0.100000, 0.071932, -0.065519]",0.33397789,0.31635802,0.67464954
78,CN1CCN(S(=O)(=O)c2cccc(C(=O)N(C)Cc3cccs3)c2)CC1,0.3061,"[-0.100000, 0.071932, -0.065519]",0.01462059,0.22196262,1.0
79,CCOc1ccc(NC(=O)CSc2nnc3c(n2)[nH]c2ccc(S(=O)(=O)N4CCOCC4)cc23)cc1,0.3061,"[-0.100000, 0.071932, -0.065519]",1.0,0.18401015,1.0
80,O=C(C(=O)N1CCN(C(=O)c2c(F)cccc2F)CC1)c1c[nH]c2ccccc12,0.3061,"[-0.100000, 0.071932, -0.065519]",0.25549511,0.23809524,1.0
81,Cc1cccc(N2CCN(C(=O)c3cccc(N4CCCC4=O)c3)C(C)C2)c1,0.3061,"[-0.100000, 0.071932, -0.065519]",2.38316030e-05,0.267719569,1.0
82,CCOc1ccccc1NC(=O)CCN1CCN(S(=O)(=O)c2ccc(OC)cc2)CC1,0.3172,"[-0.100000, 0.071932, -0.065519]",0.9835744,0.32176287,1.0
83,O=C(OCC(=O)N1CCCC1=O)c1cc(S(=O)(=O)N2CCOCC2)ccc1Cl,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.19525547,1.0
84,Cc1ccc(S(=O)(=O)N2CCC(C(=O)OCC(=O)NC(C)c3ccc(F)cc3)CC2)cc1C,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.24964337,1.0
85,Cn1c(=O)c2c(nc(N3CCCC(N)C3)n2Cc2ccccc2Cl)c2ccc(CC(=O)O)cc21,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.26841448,1.0
86,Cc1cccc(NS(=O)(=O)c2ccc(N=Nc3c(O)c(C(=O)O)cc4ccccc34)cc2)n1,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.15077821,0.50837273
87,CCN1CCCC1CNC(=O)Cn1cnc2ccc(S(=O)(=O)N3CCC(C)CC3)cc2c1=O,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.23849797,1.0
88,Nc1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)cc1[N+](=O)[O-],0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.22727273,1.0
89,COCC(C)n1c(C)cc(C(=O)COc2ccc(S(=O)(=O)N3CCOCC3)cc2Cl)c1C,0.3172,"[-0.100000, 0.071932, -0.065519]",0.95798372,0.17375169,1.0
90,COc1cc2nc(N3CCN(S(=O)(=O)c4ccc(Br)cc4)CC3)nc(N)c2cc1OC,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.20200276,1.0
91,CS(=O)(=O)c1cccc(NC(=O)c2cccc(S(=O)(=O)N3CCCCCC3)c2)c1,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.27714932,1.0
92,CCOC(=O)N1CCN(S(=O)(=O)c2ccc(OC)c(Br)c2)CC1,0.3172,"[-0.100000, 0.071932, -0.065519]",0.38323285,0.17008197,1.0
93,COc1ccc(CC(=O)Oc2ccc(C(C)C)cc2)cc1S(=O)(=O)N1CCOCC1,0.3172,"[-0.100000, 0.071932, -0.065519]",0.73425566,0.25919118,1.0
94,O=C(CN1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1)Nc1cccc(F)c1,0.3172,"[-0.100000, 0.071932, -0.065519]",0.9835744,0.24887725,1.0
95,O=S(=O)(c1ccc2c(c1)C(=NO)c1cc(S(=O)(=O)N3CCCCCC3)ccc1C2=NO)N1CCCCCC1,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.26315789,1.0
96,COc1ccc(S(=O)(=O)N2CCC(C(=O)NC(C)C(=O)N3CCCC3)CC2)cc1,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.1840379,1.0
97,COc1ccc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc2c(c1)OCO2,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.23527299,1.0
98,COc1cccc(OC)c1-c1ccc(CC(Nc2ccc(S(=O)(=O)N3CCCC3)cc2)C(=O)O)cc1,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.28204272,0.9659813
99,Cc1ccccc1N=C(S)N=Nc1c(O)n(C)c2ccc(S(=O)(=O)N3CCOCC3)cc12,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.19356955,1.0
100,N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(S(=O)(=O)c3ccc(C#N)cc3)CC2)C1,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.28113088,1.0
101,CSCCC(NC(=O)c1cccc(S(=O)(=O)N2CCN(C(C)=O)CC2)c1)c1nc2ccccc2[nH]1,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.22040302,1.0
102,COc1cc(-c2nn(C3CCN(C4CCN(C(C)=O)CC4)CC3)c3ncnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.25553214,0.89293597
103,COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2ccc(C(=O)Nc3ccc(C(=O)O)cc3)cc21,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.20833333,1.0
104,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)Nc1cccc(S(=O)(=O)N2CCCCC2)c1,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.17741935,0.6852678
105,CCN1CCN(S(=O)(=O)c2ccc(Cl)c(C(=O)N(C)Cc3cccc(Cl)c3Cl)c2)CC1,0.3172,"[-0.100000, 0.071932, -0.065519]",0.01462059,0.21687158,0.97038583
106,O=C(O)CCC(=NNc1ccc(S(=O)(=O)N2CCOCC2)cc1[N+](=O)[O-])c1cccs1,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.20183175,1.0
107,CCCCSCCCNC(=O)c1cn(C)c2ccc(S(=O)(=O)N3CCCC3)cc2c1=O,0.3172,"[-0.100000, 0.071932, -0.065519]",0.98851447,0.24678112,1.0
108,Cc1ccc(-c2nnc(C3CCN(S(=O)(=O)c4ccc(C)c(C)c4)CC3)o2)cc1,0.3172,"[-0.100000, 0.071932, -0.065519]",0.39123378,0.23684211,0.97386089
109,CCOC(=O)c1ccc(N2C(=O)CC(N3CCN(C(=O)c4ccco4)CC3)C2=O)cc1,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.28225806,1.0
110,CC(C)COC(=O)N1CCC(n2ncc3cc(-c4ccc(S(C)(=O)=O)cc4)ncc32)CC1,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.29044118,1.0
111,Cc1cccc(NC(=O)C2CCN(S(=O)(=O)c3ccc4c(c3)OCCCO4)CC2)n1,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.2252907,1.0
112,CCc1cc2c(cc1F)c(C(N)=O)c(-c1ccc(NS(=O)(=O)C(C)(C)C)cn1)n2C1CCCCC1,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.24056029,0.30123777
113,CCOC(=O)c1c(NC(=O)c2ccc(S(=O)(=O)N3CCC(C)CC3)cc2)sc2c1CCN(CC)C2,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.22087068,1.0
114,CCOc1ccc(S(=O)(=O)N2CCN(C)CC2)cc1-c1nc(O)c2nc3ccc(Br)cn3c2n1,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.18862275,1.0
115,COc1ccc(NC(=O)CNc2cc(S(=O)(=O)N3CCOCC3)ccc2N2CCOCC2)c(OC)c1,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.22727273,1.0
116,CC(C)(C)c1ccc(-c2ccc(S(=O)(=O)N3CCCC3C(=O)NC(C#N)CC(N)=O)cc2)cc1,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.25235532,1.0
117,COCCN1CCN(C(=O)C2CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)CC2)CC1,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.26204427,1.0
118,CCN(CC)S(=O)(=O)c1ccc(N2CCOCC2)c(NC(=O)c2ccc(O)nc2)c1,0.3172,"[-0.100000, 0.071932, -0.065519]",1.0,0.2380137,1.0
119,Cc1cccc(C(=O)Nc2ccc(N3CCC(N4CCCCC4)CC3)c(C(=O)O)c2)c1,0.3206,"[-0.100000, 0.071932, -0.065519]",0.23096895,0.37615741,0.92303509
120,CS(=O)(=O)Nc1ccc2[nH]cc(C3CCN(CC(O)C4CCN(C(=O)C=Cc5ccc(Cl)c(Cl)c5)CC4)CC3)c2c1,0.3309,"[-0.100000, 0.071932, -0.065519]",1.0,0.35761589,0.40828447
121,COc1ccc(S(=O)(=O)N(Cc2ccc3c(c2)OCO3)C(CCC(=O)N2CCN(C)CC2)C(=O)NO)cc1,0.3309,"[-0.100000, 0.071932, -0.065519]",1.0,0.24746907,1.0
122,COc1ccc(C=CC(=O)Nc2ccc3nc(N4CCOCC4)cc(C)c3c2)cc1,0.3309,"[-0.100000, 0.071932, -0.065519]",0.03139582,0.24399399,0.99918748
123,COc1cc(F)cc(-c2ccc(C(CC(=O)O)NC(=O)C3CCCN3S(=O)(=O)c3cc(Cl)cc(Cl)c3)cc2)c1,0.3309,"[-0.100000, 0.071932, -0.065519]",1.0,0.26010702,0.43324938
124,O=C(Cn1nnc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)n1)NCC1CCCO1,0.3309,"[-0.100000, 0.071932, -0.065519]",1.0,0.19776119,1.0
125,O=C(Cn1cnc2ccccc2c1=O)NCCC(=O)N1CCC2(CC1)OCCO2,0.3309,"[-0.100000, 0.071932, -0.065519]",1.0,0.20833333,1.0
126,CC(=O)Nc1ccc(S(=O)(=O)N2CCC(C(=O)NC3CCCC3)CC2)cc1,0.3309,"[-0.100000, 0.071932, -0.065519]",1.0,0.21511628,1.0
127,CS(=O)(=O)c1ccc(Cl)c(NC(=O)C2CC(=O)N(c3ccc4c(c3)OCCO4)C2)c1,0.3309,"[-0.100000, 0.071932, -0.065519]",1.0,0.18776078,1.0
128,Cc1cc(COc2ccc(S(=O)(=O)NCC(C(=O)NO)N3CCN(C(=O)C(C)C)CC3)cc2)c2ccccc2n1,0.3309,"[-0.100000, 0.071932, -0.065519]",1.0,0.2445322,1.0
129,COc1ccc(N2CCN(C(=O)COC(=O)c3cc(S(=O)(=O)N(C)C)ccc3N3CCCC3)CC2)cc1,0.3309,"[-0.100000, 0.071932, -0.065519]",1.0,0.25922392,1.0
130,CN(C)CCNC(=O)c1ccc2c(c1)n(C1CCN(S(=O)(=O)c3ccc(-c4ccccc4)cc3)CC1)c(=O)n2CC1CCCCC1,0.3309,"[-0.100000, 0.071932, -0.065519]",1.0,0.32543573,0.39257482
131,CCc1ccc(NC(=O)C2CCN(S(=O)(=O)c3c(C)nc(O)nc3O)CC2)cc1,0.3309,"[-0.100000, 0.071932, -0.065519]",1.0,0.21418021,1.0
132,CCCNS(=O)(=O)c1ccc(NC(=O)Nc2ncnc3c2ncn3C2OC(C(=O)NCC)C(O)C2O)cc1,0.3309,"[-0.100000, 0.071932, -0.065519]",1.0,0.15276146,1.0
133,O=C(NCCCN1CCOCC1)C(=O)C(Cc1ccccc1)NC(=O)C1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,0.3315,"[-0.100000, 0.071932, -0.065519]",1.0,0.3228673,1.0
134,CC(C)C(=O)Nc1nc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)cs1,0.3315,"[-0.100000, 0.071932, -0.065519]",0.99024786,0.19427002,1.0
135,COc1cc(N2CCN(C)CC2)ccc1Nc1nc(N)n(C(=O)NCc2ccc(S(C)(=O)=O)cc2)n1,0.3315,"[-0.100000, 0.071932, -0.065519]",1.0,0.1609375,1.0
136,Cc1ccc(CNC(=O)c2oc3ccc(S(=O)(=O)N4CCC5(CC4)OCCO5)cc3c2C)cc1,0.3315,"[-0.100000, 0.071932, -0.065519]",1.0,0.22503285,1.0
137,Cc1cc(C#N)ccc1C1=CCN(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)OCC3CCCN3)CC2)CC1,0.3315,"[-0.100000, 0.071932, -0.065519]",1.0,0.23199023,1.0
138,O=C(NCCCN1CCCCC1)C1(S(=O)(=O)c2ccc(Cl)cc2)CC1,0.3315,"[-0.100000, 0.071932, -0.065519]",0.06291617,0.23399015,1.0
139,CCOC(=O)C=Cc1cc(F)c(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc4c(c3)OCCO4)CC2)cc1F,0.3315,"[-0.100000, 0.071932, -0.065519]",1.0,0.20654835,1.0
140,O=S(=O)(c1ccc(NN=Cc2ccc(O)c(O)c2)nc1)N1CCc2ccccc2C1,0.3315,"[-0.100000, 0.071932, -0.065519]",1.0,0.19736842,1.0
