BO Iteration,Selected SMILES,EI,Objective Value
60,Cc1cccc(C(=O)C2CCCc3cccnc32)c1,0.2731,0.3974
61,O=C(CS(=O)(=O)c1ncccc1Cl)NC1CCCc2ccccc21,0.2752,0.4674
62,CSc1ncccc1C(=O)OCC(=O)c1ccccc1,0.2747,0.1718
63,O=C(CNC(=O)c1ccc(N2CCCCC2)cc1)NC1CCCc2ccccc21,0.2763,0.1534
64,O=C(NCC1C(c2ccccc2)C(CO)N1Cc1ccccn1)C1CCC1,0.2722,0.1375
65,CCN(c1ccccc1)S(=O)(=O)c1ccc(C(=O)N2CCCC(C(F)(F)F)C2)cc1,0.2715,0.3887
66,Cc1ccc(NC(=O)CCCOc2ccccc2)cc1S(=O)(=O)N1CCOCC1,0.2714,0.4303
67,CCOc1ccccc1NC(=O)C1CCCCN1S(=O)(=O)c1ccccc1,0.2726,0.419
68,Cc1ccc(C2(O)CCN(C(=O)c3cccc(S(C)(=O)=O)c3)CC2)nc1,0.2729,0.3707
69,CN(C)S(=O)(=O)N1CCCC(c2cccc(Cc3ccccc3F)n2)C1,0.2735,0.3922
70,N=C(N)N1CCCC(CNC(=O)CNS(=O)(=O)c2ccc3ccccc3c2)C1,0.2739,0.4052
71,COC(=O)c1ccccc1S(=O)(=O)N1CCC2(C=Cc3ccccc32)CC1,0.2739,0.1581
72,O=C(NC1CCCC1)c1ccc(COc2ccccc2Br)o1,0.2732,0.4183
73,O=C(CN(Cc1cccs1)C(=O)CNS(=O)(=O)c1ccccc1)NC1CCCC1,0.2749,0.3993
74,O=C(O)c1ccc(NC2CCCCC2)c(NCc2ccccc2)c1,0.2741,0.3853
75,Cc1ccc(S(=O)(=O)CCC(=O)Nc2ccccc2N2CCCC2)cc1,0.2734,0.413
76,CC(C)c1ccccc1OCCN1CCC(NS(=O)(=O)c2cccc(Cl)c2)C1,0.2735,0.4369
77,Cc1cccc(NS(=O)(=O)c2cccc(C(=O)N3CC(C)OC(C)C3)c2)c1,0.2754,0.4004
78,Cc1ccccc1CCN1CCCC(CN(C)C(=O)C(=O)c2ccco2)C1,0.2751,0.4507
79,Cc1ccccc1COc1ccc2c(c1)C1(C)CCCC(C)(C(=O)O)C1CC2,0.2752,0.1645
80,CN(C)S(=O)(=O)N1CCC(c2ccc(CN(CC(F)(F)F)S(=O)(=O)Cc3ccccc3)c(F)c2)CC1,0.2747,0.3792
81,CC(C)C(NS(=O)(=O)c1cnccc1NC(CO)Cc1ccccc1)C(=O)N1CCC(CCF)CC1,0.275,0.3948
82,CN(CC(=O)Nc1ccccc1Cl)C(=O)C1CCN(C(=O)c2ccc(F)cc2)CC1,0.2754,0.4489
83,S=C(Nc1ccc(Br)cc1Cl)NC1CCN(Cc2ccccc2)CC1,0.2758,0.3937
84,CC(C)NS(=O)(=O)c1ccc(NC2CCN(CC(O)=Nc3ccccc3)CC2)c([N+](=O)O)c1,0.2754,0.3767
85,O=S(=O)(CCC1CCNCC1)c1ccccc1-c1cccc(Cl)c1,0.2751,0.4212
86,O=C(O)COc1c(C(=O)O)sc(-c2cccc(NC3CCN(S(=O)(=O)Cc4ccccc4)CC3)c2)c1Cl,0.2758,0.1574
87,CS(=O)(=O)CCC(C(=O)Nc1cccc(C(F)(F)F)c1)N1Cc2ccccc2C1=O,0.2744,0.4007
88,Cc1cccc2c1C(c1ccccc1)CN(C)C2,0.2754,0.4027
89,Cc1ccccc1NC(=O)C1CC(=O)N(Cc2ccccc2)C1,0.2749,0.4264
90,CN(CC(=O)Nc1ccccc1C(F)(F)F)C(=O)CN1C(=O)C2CCCCC2C1=O,0.2754,0.4216
91,CN(C(=O)CSc1nnc(COc2ccccc2F)n1N)C1CCS(=O)(=O)C1,0.2772,0.4385
92,COc1ccccc1NC(=O)CCN1C(=O)C2CC=CCC2C1=O,0.2784,0.4454
93,Cc1cc(=O)n(C(=O)C2CCc3ccccc3C2)o1,0.2798,0.4369
94,C=C=C(CC1CCCCC1=O)S(=O)(=O)c1ccccc1,0.2808,0.1408
95,CN(Cc1ccco1)C(=O)C1CCC(=O)N(CCc2cccc(F)c2)C1,0.28,0.4019
96,O=C(CSC1=NCCS1)Nc1cccc2ccccc12,0.2791,0.3906
97,CC(NC(=O)CO)c1ccc(OC2CCN(c3cccc(C(F)(F)F)n3)C2)cc1,0.279,0.3586
98,O=C(C=Cc1ccccc1)N(Cc1cccs1)C1CCS(=O)(=O)C1,0.2786,0.375
99,O=C(Cc1cccs1)N1CCN=C1SCc1cccc(F)c1,0.2787,0.3703
100,COc1cccc(OC)c1OC(=O)C1CNCCN1Cc1ccccc1,0.279,0.4543
101,Cc1cccc2c1N(C(=O)CSc1ncccc1C(F)(F)F)CCC2,0.2794,0.3853
102,O=C(c1ccccc1Oc1ccc(C(F)(F)F)cc1[N+](=O)[O-])N1CCOCC1,0.2802,0.3849
103,NC(CC(=O)N1CCSC1)Cc1ccccc1C(F)(F)F,0.2795,0.1443
104,COC(=O)C1=C(c2ccc(OCc3ccccc3)c(F)c2)CC2CCC1N2C,0.2795,0.1861
105,CC(C)c1cccc(C(C)C)c1OC(=O)NS(=O)(=O)N1CCc2ccccc21,0.2788,0.419
106,CC(C(=O)Nc1ccc(C#N)cc1)N1CCc2ccccc21,0.2794,0.3841
107,CC(C)(C)NC(=O)C1Cc2ccccc2CN1C(=O)Nc1cccc(Cl)c1,0.2798,0.4543
108,NC(Cc1ccccc1)C(=O)NC1CCC(=O)N(CC(=O)Nc2cccc(Cl)c2)C1=O,0.2806,0.4439
109,CC(=O)c1cccc(NC(=O)C2COc3ccccc3O2)c1,0.281,0.4318
110,NC(=O)C1CCCN1Cc1cccc(NC(=O)c2cccs2)c1,0.2816,0.4032
111,O=C(CNc1cccc(Br)c1)Nc1ccccc1C(=O)O,0.282,0.1572
112,Cc1cccc(OC(C)C(=O)NC2CCS(=O)(=O)C2)c1C,0.281,0.1495
113,Cc1cc(OCCCC(=O)NC2(C(N)=O)Cc3ccccc3C2)ccc1Cl,0.2795,0.5143
114,CCCN1CCc2cccc3c2C1Cc1ccccc1-3,0.268,0.1528
115,C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)CC(C(N)=O)N(C(=O)c2ccccc2)C3)c1,0.265,0.147
116,O=C(CN(Cc1ccccc1)CC1CCOCC1)Nc1nccs1,0.2641,0.3838
117,CN(CCc1ccccn1)C(=O)C1Cc2ccccc2CN1C,0.2643,0.4149
118,Cc1ccc2c(c1)N(CC(=O)NCC1COc3ccccc3O1)C(=O)CO2,0.2643,0.1613
119,Cc1cccnc1NC(=O)c1cccc(S(=O)(=O)N2CCCC2)c1,0.2642,0.3765
120,O=C(CCC1CCN(Cc2ccncc2)CC1)Nc1ccccc1Cl,0.264,0.4364
121,O=C(c1cc(COc2cccc3cnccc23)on1)N1CCCC(CCCO)C1,0.2638,0.1458
122,O=C(CSc1nccn1Cc1ccccc1)NC1CCCC1,0.2634,0.381
123,O=C(NC(CC1=CCCCC1)c1ccc2ccccc2c1)C(F)(F)F,0.2611,0.3721
124,[H]c1ccc(N2CCN(CC(=O)Nc3c([H])cc([H])c(C)c3[H])CC2)c(C#N)c1,0.2613,0.3937
125,CN1CCC(Oc2ccccc2Cc2ccc(Cl)cc2)CC1,0.2612,0.4066
126,CC1CCCN1CCc1ccc2ccccc2c1,0.2619,0.3879
127,Cc1cncc(NC(=O)c2ccc(CN3CCC(O)C3)cc2)c1,0.2622,0.3673
128,NC(=O)COc1ccccc1NC(=O)NC1CCN(Cc2ccc3cc(F)ccc3c2)C1,0.2625,0.1604
129,CC(=O)N1c2ccccc2CC1C(=O)N1CCN(c2cccc(Cl)c2)CC1,0.2613,0.1581
130,COc1ccc(C2CCCN2C(=O)c2cccs2)cc1,0.2609,0.3796
131,Cc1ccccc1C1CC(c2cccs2)=NN1S(C)(=O)=O,0.2614,0.4393
132,O=C(CCC1CC(=O)Nc2ccccc21)NCc1cccnc1,0.2622,0.4694
133,O=C(CN1N=C(c2ccccc2)CCC1=O)NCc1cccs1,0.264,0.4016
134,CCNC1CC(Oc2ccccc2C)c2ccccc21,0.2636,0.4532
135,Cc1ccccc1CNC(=O)c1cncc(N2CC3CNCC3C2)c1,0.264,0.1525
136,Cc1ccccc1Oc1ccc(OCCSC#N)cc1,0.2627,0.1579
137,Cc1nccc(CNC(=O)N(CCCO)C2CCc3ccccc32)n1,0.2616,0.4598
138,CCCCOc1cc(NC(=O)NC2CCc3ccccc32)ccc1OC,0.2647,0.5062
139,CN(CCC#N)C(=O)CN(C1CC1)C1CCc2ccccc21,0.267,0.4336
140,CC(C)CC1NCCc2ccccc21,0.2656,0.162
141,COC(=O)C1CCN(C(=NO)c2cccnc2Oc2ccccc2OC)CC1,0.2624,0.4455
142,COC(C(=O)N1CCC(CCC(=O)Nc2ccccc2)CC1)c1ccccc1,0.2634,0.4232
143,COc1ccccc1NC(=O)N1CCC(c2nc3ccccc3o2)CC1,0.264,0.1508
144,CC1CCCCN1C(=O)C(CCCN=C(N)N)NS(=O)(=O)c1cccc2c(N(C)C)cccc12,0.2606,0.4138
145,COc1ccccc1N(C(=O)C(C)OC)C1CCN(CCc2ccccc2)CC1C,0.2611,0.4272
146,CC(=O)c1ccc(S(=O)(=O)N2CCCC(N(C)CCc3ccccc3)C2)cc1,0.2621,0.4052
147,CN(C(=O)CCCOc1ccc2c(c1)CN1C(=N2)NC(=O)C1Cc1ccccc1)C1CCCCC1,0.2612,0.008218
148,O=C(NC(=Cc1ccc(Br)cc1)C(=O)N1CCOCC1)c1cccs1,0.2602,0.3468
149,CS(=O)(=O)N1CCC(NC(c2cccnc2)c2ccc(Cl)cc2F)CC1,0.2602,0.3575
150,CN(C)C(C(=O)NCC1(Cn2cccn2)CC1)c1ccc(F)cc1,0.2603,0.3536
151,CC(C)N(CC(=O)Nc1cccc(C(=O)N(C)C)c1)C1CC1,0.2602,0.1528
152,CC1(C)CC(NC(=O)Nc2ccccc2)c2cc(F)ccc2O1,0.2604,0.4166
153,Cc1ccc(NC(=O)C2C(=O)N(CCO)C3(C)CC2c2ccccc2O3)cc1,0.262,0.1683
154,O=C(Nc1cc(Cl)cc(Cl)c1)C(NCC1CCCO1)c1ccccc1,0.2601,0.405
155,CCCC1=[N+](CC(=O)c2ccccc2)CCn2cccc21,0.2604,0.4237
156,O=C(CN1CCOCC1)n1c2ccccc2c2ccccc21,0.2609,0.1402
157,CC(NC(=O)N(Cc1ccccc1)Cc1ccc2c(c1)OCO2)(C(F)(F)F)C(F)(F)F,0.2603,0.3753
158,O=C(COC(=O)C1CCCN1C(=O)c1cccs1)NCCc1ccccc1,0.2602,0.428
159,CC(O)(COc1ccccc1)C(=O)N1CCc2c(C#N)cccc21,0.2597,0.4
160,C=CC(=O)NCCC1CC(c2ccccc2)Cc2ccc(OC)cc21,0.26,0.4382
161,COCCCNC=C1C(=O)CC(c2ccccc2)CC1=O,0.2625,0.1695
162,COc1cccc(NS(=O)(=O)c2ccc3c(c2)CCCN3C(C)=O)c1,0.2611,0.3968
163,COc1ccc(C=CC(=O)NCCC2CCN(Cc3ccccc3)CC2)c(OC)c1,0.2615,0.4341
164,O=C(NC1CCc2ccccc21)c1nc(-c2cccs2)nc(O)c1O,0.2596,0.1531
165,COc1cccc(CNC(=O)CCSCc2ccccc2F)c1,0.26,0.1652
166,Cc1ccc(S(=O)(=O)N2CCCC2CNC(=O)C(=O)NCc2ccccn2)cc1,0.2605,0.4112
167,N#Cc1cccn1CCC(NS(=O)(=O)c1cccc2[nH]ccc12)C(=O)N1CCC(C(F)(F)F)CC1,0.2604,0.1321
168,Nc1ncc(-c2ccccc2)n1CC1CCCO1,0.2584,0.3746
169,CCSC1=NCCN1S(=O)(=O)c1ccc2ccccc2c1,0.2581,0.4013
170,CC(C)N(C)S(=O)(=O)c1ccc2c(c1)CCN(C(=O)c1cnccn1)C2,0.2583,0.3589
171,CC(=N)C(C#N)=C(O)COC(=O)C1Cc2ccccc2CN1S(C)(=O)=O,0.2581,0.1584
172,c1ccc(-c2nc(CNCC3CCCN3c3cccnn3)co2)cc1,0.2591,0.1305
173,Cc1ccc(Nc2ccc(C(=O)N3CCCC3)cn2)c(C)c1,0.2584,0.3718
174,CC(C)CNC(=O)c1ccc(Br)c(S(=O)(=O)N(C)Cc2ccccc2)c1,0.2581,0.1578
175,CCC1CCC(C(=O)Nc2ccc(S(=O)(=O)Nc3nccs3)cc2)CC1,0.2585,0.3562
176,O=C(Nc1ncc(F)s1)C(c1ccc(Cl)cc1)C1CC1,0.2582,0.3698
177,NC(=O)C1CCN(CCc2ccc(NCc3ccsc3)cc2)CC1,0.2574,0.3616
178,COc1ccc(-c2ccncc2)cc1S(=O)(=O)NC1CCCC1,0.2574,0.3549
179,CC1=NCCN1CCNC(=O)Nc1ccc(F)cc1,0.2574,0.1372
180,NC1CN(c2ccccc2)C(=O)CC1c1ccccc1Cl,0.2569,0.4609
181,COc1ccc(N2CC(NC(=O)Cc3cccs3)CC2=O)cc1,0.2599,0.4032
182,NC1CN(c2ccccn2)CC1c1ccc(Cl)cc1Cl,0.2579,0.4065
183,NS(=O)(=O)NCC1CCN(c2cc(-c3ccccc3Cl)ncn2)CC1,0.259,0.429
184,O=C(Nc1ccn(-c2ccccc2F)n1)C1CCC(Oc2cc(Cl)ccn2)CC1,0.2597,0.1464
185,CS(=O)(=O)Nc1cccc2c1CCC2c1ncc[nH]1,0.2594,0.3991
186,CCOC(=O)c1cnc2n(c1=O)C(C)CCC2=NNc1ccccc1,0.2588,0.5042
187,CC1CCCC1=NN=C1SCC(=O)N1Cc1ccccc1,0.2625,0.3873
188,COc1ccccc1N1C(=O)C2CC=CC(C)C2C1=O,0.2612,0.433
189,O=C(OC1CCCc2ncccc21)n1ccnc1,0.2614,0.3612
190,O=C1CCC2C(CCN2c2ncc(F)cn2)N1c1ccccc1,0.2607,0.1301
191,O=C1C2CC=CCC2C(=O)N1Cc1ccccc1Cl,0.2586,0.4493
192,O=C1CCCC(=O)C1C(=O)c1ccccc1Cl,0.2603,0.1756
193,CC1(Oc2cccnc2Cl)CCN(Cc2ccc(OC(F)(F)F)cc2)C1,0.2593,0.3575
194,CN(C)Cc1ccc(C2CCCCN2C(=O)c2ncccc2O)cc1,0.2592,0.3721
195,O=C1NCCN(c2ncccc2-c2cccs2)N1,0.2592,0.3474
196,COc1cccc(OC)c1-c1cccc2c1CCC(N)C2,0.2582,0.4255
197,COc1ccc(CC2c3cccc(Cl)c3CCN2C)cc1OC,0.2592,0.4845
198,CCCNC(=O)N1CCc2cc(OC)c(OC)cc2C1c1ccccc1,0.2636,0.4875
199,COc1ccc(C2SCCN2C(=O)COc2ccccc2)cc1Cl,0.2649,0.4655
