BO Iteration,Selected SMILES,Hypervolume,RefPoint,f1,f2
184,CCOc1cccc(-c2ccc(C3CCN(S(=O)(=O)C(C)(C)C(=O)NO)CC3)cc2C)c1,0.2078,"[0.008248, -0.099631]",0.16058394,1.0
185,Cc1ccc(C(=O)NCC(=O)OC(C)C(=O)NC2CCCc3ccccc32)cc1,0.2078,"[0.008248, -0.099631]",0.16793893,1.0
186,CC(C)(O)C(NC(=O)N1CCN(c2ccc(C#Cc3ccccc3)cc2)CC1)C(=O)NO,0.2078,"[0.008248, -0.099631]",0.11034483,1.0
187,Cc1cccc(CS(=O)(=O)NCc2ccc(N3CCCC3)cc2)c1,0.2078,"[0.008248, -0.099631]",0.1023622,1.0
188,CC(C)(C)c1ccc(OCCn2ccccc2=O)cc1,0.2078,"[0.008248, -0.099631]",0.06722689,1.0
189,CN(C)Cc1cc(CC(N)=O)ccc1Oc1ccc(Cl)c(Cl)c1,0.2078,"[0.008248, -0.099631]",0.06349206,1.0
190,O=C(C=Cc1ccc(O)c(O)c1)N1CCN(Cc2ccccc2)CC1,0.2078,"[0.008248, -0.099631]",0.07518797,1.0
191,CCC(=O)Oc1ccc(COC(=O)Nc2ccncc2N)cc1,0.2078,"[0.008248, -0.099631]",0.10569106,1.0
192,O=[N+]([O-])c1ccc(N2CCCC2)c2ccccc12,0.2078,"[0.008248, -0.099631]",0.06956522,1.0
193,COc1ccc(NC(=S)NC(=O)Cc2ccccc2)cc1,0.2078,"[0.008248, -0.099631]",0.06504065,1.0
194,Cn1ccsc1=NS(=O)(=O)c1ccc(Br)cc1,0.2078,"[0.008248, -0.099631]",0.03508772,1.0
195,COc1ccc(C(C)=NNC(=O)CNC(=O)C=Cc2ccccc2)c(OC)c1,0.2078,"[0.008248, -0.099631]",0.09489051,1.0
196,CCN(CC)C(CNC(=O)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,0.2078,"[0.008248, -0.099631]",0.11450382,1.0
197,Cc1ccccc1NC(=O)C(=O)CC(=O)c1ccc([N+](=O)[O-])cc1,0.2078,"[0.008248, -0.099631]",0.096,1.0
198,Cc1ccc(C)c(OCCCC(C)(C)C(=O)NS(=O)(=O)c2ccccc2)c1,0.2078,"[0.008248, -0.099631]",0.09848485,1.0
199,Cc1ccc(S(=O)(=O)N(CC(=O)OC(C)(C)C)Cc2ccc([N+](=O)[O-])s2)cc1,0.2078,"[0.008248, -0.099631]",0.08148148,1.0
