BO Iteration,Selected SMILES,Hypervolume,RefPoint,f1,f2
35,Cc1ccccc1NC(=S)NC(=O)COc1ccccc1C,0.1565,"[0.012039, -0.099631]",0.07258065,1.0
36,COc1ccc(CC(=O)NC2CCN(Cc3ccccc3)CC2)cc1,0.1565,"[0.012039, -0.099631]",0.125,1.0
37,COc1ccc(C(=O)NCCc2c[nH]c3ccccc23)cc1,0.1565,"[0.012039, -0.099631]",0.06299213,0.13533528
38,COc1ccccc1N1CCN(S(=O)(=O)c2ccc(Cl)cc2)C1=N,0.1565,"[0.012039, -0.099631]",0.05343511,1.0
39,CC(C)(C)C(=O)Nc1ccc(N2CCN(Cc3ccccc3)CC2)c(Cl)c1,0.1565,"[0.012039, -0.099631]",0.09701493,1.0
40,COc1ccc(CC(=O)Oc2ccc(C(C)C)cc2)cc1S(=O)(=O)N1CCOCC1,0.1565,"[0.012039, -0.099631]",0.12318841,1.0
41,COc1ccc(OCC(=O)Nc2ccc(N3CCOCC3)cc2)c([N+](=O)[O-])c1,0.1565,"[0.012039, -0.099631]",0.0942029,1.0
42,COc1ccc(N2CC(NC(=O)Cc3cccs3)CC2=O)cc1,0.1565,"[0.012039, -0.099631]",0.096,1.0
43,COc1ccc(Cl)cc1NC(=O)COc1ccc2c(c1)OCO2,0.1565,"[0.012039, -0.099631]",0.0620155,1.0
44,O=P(O)(O)C(O)(Cc1ccc(-c2ccccc2)cc1)P(=O)(O)O,0.1565,"[0.012039, -0.099631]",0.03100775,1.0
45,CCCCC(Cc1cccnc1)(C(=O)NO)S(=O)(=O)c1ccc(OC)cc1,0.1565,"[0.012039, -0.099631]",0.11450382,1.0
46,COc1ccc(NC(=O)CN2CCC(NC(=O)c3ccco3)CC2)c([N+](=O)[O-])c1,0.1565,"[0.012039, -0.099631]",0.14179104,1.0
47,CCN(CC)S(=O)(=O)c1ccc(N2CCOCC2)c(NC(=O)c2ccc(O)nc2)c1,0.1565,"[0.012039, -0.099631]",0.13138686,1.0
48,O=C(C=Cc1ccc(Sc2ccccc2CN2CCOCC2)c(Cl)c1)N1CCOCC1,0.1565,"[0.012039, -0.099631]",0.06578947,1.0
49,Cc1cc(F)ccc1NC(=O)CCc1ccc(S(=O)(=O)N2CCOCC2)cc1,0.1565,"[0.012039, -0.099631]",0.10294118,1.0
50,CCOc1ccccc1NC(=O)CCN1CCN(S(=O)(=O)c2ccc(OC)cc2)CC1,0.1565,"[0.012039, -0.099631]",0.13571429,1.0
51,COc1ccc(CC(=O)OCC(=O)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2N2CCCC2)cc1,0.1565,"[0.012039, -0.099631]",0.1372549,1.0
52,Cc1c(OCCN2CCN(c3ccccc3)CC2)ccc2c(=O)cc(N3CCOCC3)oc12,0.1565,"[0.012039, -0.099631]",0.07006369,0.13533528
53,Cc1ccc(S(=O)(=O)CCC(=O)Nc2ccccc2N2CCCC2)cc1,0.1565,"[0.012039, -0.099631]",0.12403101,1.0
54,COc1ccc(S(=O)(=O)N(Cc2ccccn2)C(C(=O)NO)C(C)C)cc1,0.1565,"[0.012039, -0.099631]",0.11538462,1.0
55,CN(CC(=O)NCc1ccccc1F)S(=O)(=O)c1ccc(Cl)cc1,0.1565,"[0.012039, -0.099631]",0.0703125,1.0
56,Cc1ccc(C)c(S(=O)(=O)N2CCN(CC(=O)NC(=O)NCc3ccco3)CC2)c1,0.1565,"[0.012039, -0.099631]",0.12318841,1.0
57,COc1ccc(N2CCN(S(=O)(=O)CCNC(=O)COc3cccc(OC)c3)CC2)cc1,0.1565,"[0.012039, -0.099631]",0.11724138,1.0
58,COc1ccc(S(=O)(=O)NCCCN2CCN(c3ccc(Cl)c(Cl)c3)CC2)cc1,0.1565,"[0.012039, -0.099631]",0.09285714,1.0
59,Cc1ccc(C)c(NC(=O)COC(=O)c2ccc(S(=O)(=O)N3CCCC3)cc2)c1,0.1623,"[0.012039, -0.099631]",0.15151515,1.0
60,CCOc1ccc(C(=O)CN2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)cc1,0.1623,"[0.012039, -0.099631]",0.11940299,1.0
61,CC(=O)Nc1ccc(S(=O)(=O)NC(C)C(=O)OCc2ccc(Cl)cc2)cc1,0.1623,"[0.012039, -0.099631]",0.1328125,1.0
62,CCOP(=O)(OCC)C(OC(=O)COc1ccc(Cl)cc1Cl)c1ccccc1,0.1623,"[0.012039, -0.099631]",0.1037037,1.0
63,Nc1ccc(NC(=O)COc2ccccc2)c(O)c1,0.1623,"[0.012039, -0.099631]",0.05932203,1.0
64,O=C(O)CN(Cc1ccccc1)S(=O)(=O)c1ccc(Cl)cc1,0.1623,"[0.012039, -0.099631]",0.07317073,1.0
65,O=C(COc1ccccc1Cl)c1ccc(O)cc1O,0.1623,"[0.012039, -0.099631]",0.05084746,1.0
66,COc1ccccc1C(=O)Nc1ccc(OCC(=O)N2CC(C)CC(C)C2)cc1,0.1623,"[0.012039, -0.099631]",0.14179104,1.0
67,CS(=O)(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)c(Cl)c1,0.1623,"[0.012039, -0.099631]",0.0546875,1.0
68,COc1ccc(NC(=S)N2CCC(NC(=O)c3ccccc3C)CC2)cc1,0.1623,"[0.012039, -0.099631]",0.12121212,1.0
69,O=C(c1ccc(CNS(=O)(=O)c2ccc(Br)cc2)cc1)N1CCCCC1,0.1623,"[0.012039, -0.099631]",0.11538462,1.0
70,CN(C)c1ccc(C(CNC(=O)COc2ccccc2)N2CCOCC2)cc1,0.1623,"[0.012039, -0.099631]",0.10948905,1.0
71,COC(=O)Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,0.1623,"[0.012039, -0.099631]",0.06557377,1.0
72,COc1ccc(OCC(=O)Nc2ccc(Cl)cc2)cc1,0.1623,"[0.012039, -0.099631]",0.05785124,1.0
73,O=C(CCCOc1ccccc1)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,0.1623,"[0.012039, -0.099631]",0.10218978,1.0
74,O=C(COC(=O)C1Cc2ccccc2CN1C(=O)c1ccccc1Cl)Nc1ccc(N2CCOCC2)cc1,0.1623,"[0.012039, -0.099631]",0.13125,0.13533528
75,O=C(COc1ccccc1C(=O)O)Nc1nc2ccc([N+](=O)[O-])cc2s1,0.1623,"[0.012039, -0.099631]",0.09090909,0.13533528
76,CCCN(c1ccccc1Cl)S(=O)(=O)c1ccc(O)cc1,0.1623,"[0.012039, -0.099631]",0.0661157,1.0
77,CCC(=O)N1CCc2cc(S(=O)(=O)CCC(=O)N(C)c3ccc(OC)cc3)ccc21,0.1623,"[0.012039, -0.099631]",0.13235294,1.0
78,CCCNS(=O)(=O)c1ccc(NC(=O)Cc2cccs2)cc1,0.1623,"[0.012039, -0.099631]",0.09917355,1.0
79,O=C(COc1ccc(S(=O)(=O)N2CCCC2)cc1)NCc1ccccn1,0.1623,"[0.012039, -0.099631]",0.12307692,1.0
80,O=C(Nc1ccc(Cl)cc1)c1cccs1,0.1623,"[0.012039, -0.099631]",0.03636364,1.0
81,Cc1ccccc1S(=O)(=O)Cc1ccc(C(=O)O)o1,0.1623,"[0.012039, -0.099631]",0.07894737,1.0
82,CCOc1ccc(NS(=O)(=O)c2cc(C(=O)N3CCCC3)ccc2Cl)cc1,0.1623,"[0.012039, -0.099631]",0.13953488,1.0
83,CCOc1cc(C(=S)N2CCOCC2)ccc1OS(=O)(=O)c1ccc(OC)cc1,0.1623,"[0.012039, -0.099631]",0.10071942,1.0
84,COc1ccc(S(=O)(=O)Cc2ccc(C(=O)N3CCN(c4cccc(C)c4)C(C)C3)o2)cc1,0.1623,"[0.012039, -0.099631]",0.10067114,0.13533528
85,O=C(Cn1nnc(-c2ccccc2Cl)n1)Nc1cccc(S(=O)(=O)N2CCCC2)c1,0.1623,"[0.012039, -0.099631]",0.0979021,0.13533528
86,O=C(O)COc1ccc(C(F)(F)F)cc1CN1CCN(S(=O)(=O)c2ccccc2)CC1,0.1623,"[0.012039, -0.099631]",0.1056338,1.0
87,CCCCc1cnc(SCC(=O)c2ccc(Cl)c(S(N)(=O)=O)c2)nc1,0.1623,"[0.012039, -0.099631]",0.08527132,1.0
88,O=S(=O)(Nc1cccc(Cl)c1)c1ccc(F)cc1,0.1623,"[0.012039, -0.099631]",0.02542373,1.0
89,CCOc1ccc(N2CC(C(=O)Nc3ccc(C(C)=O)cc3)CC2=O)cc1,0.1656,"[0.009019, -0.099631]",0.13953488,1.0
90,CN(CC(=O)Nc1ccc(Oc2ccccc2)cc1)C1CCN(Cc2ccc(C(=O)O)cc2)C1,0.1656,"[0.009019, -0.099631]",0.12666667,0.13533528
91,O=C(Nc1ccc(CN2CCS(=O)(=O)CC2)cc1)c1ccccc1,0.1656,"[0.009019, -0.099631]",0.09375,1.0
92,CCN(CC)C(=O)c1ccc(CNS(=O)(=O)c2cccc(Cl)c2)cc1,0.1656,"[0.009019, -0.099631]",0.1023622,1.0
93,COc1ccc(NC(=O)COC(=O)CNS(=O)(=O)c2ccc(C)cc2)c(OC)c1,0.1656,"[0.009019, -0.099631]",0.11029412,1.0
94,COc1ccc(CN2CCCC2)cc1Oc1ccc(NC(C)=O)cc1,0.1656,"[0.009019, -0.099631]",0.1171875,1.0
95,COc1ccc(S(=O)(=O)NC(CC(C)C)C(=O)NC(C)c2cccs2)cc1,0.1656,"[0.009019, -0.099631]",0.11538462,1.0
96,COc1ccc(C(=O)CCS(=O)(=O)c2ccc(F)cc2)cc1OC,0.1656,"[0.009019, -0.099631]",0.07874016,1.0
97,O=S(=O)(Cl)c1ccc(NC(=S)NCc2ccccc2)cc1,0.1656,"[0.009019, -0.099631]",0.04,1.0
98,CCc1ccc(S(=O)(=O)Nc2ccc(O)cc2)cc1,0.1656,"[0.009019, -0.099631]",0.05982906,1.0
99,CCC(C)NS(=O)(=O)c1ccc(OCC(=O)NCC2CCCO2)cc1,0.1656,"[0.009019, -0.099631]",0.175,0.13533528
100,O=C(O)CNS(=O)(=O)c1ccc2ccccc2c1,0.1656,"[0.009019, -0.099631]",0.08035714,1.0
101,CCC(Oc1ccccc1)C(=O)NCc1ccc(S(N)(=O)=O)cc1,0.1656,"[0.009019, -0.099631]",0.0952381,1.0
102,CC(=O)OCON=[N+]([O-])N(C)CCOC(=O)C(=Cc1ccc(S(C)(=O)=O)cc1)c1ccc(Br)cc1,0.1656,"[0.009019, -0.099631]",0.10596026,1.0
103,COc1ccc(NC(=O)C(=O)Nc2ccc(C)cc2OC)cc1,0.1656,"[0.009019, -0.099631]",0.08870968,1.0
104,CCOc1ccc(N(CC(=O)NC2CC2)S(=O)(=O)c2ccc(C)cc2)cc1,0.1656,"[0.009019, -0.099631]",0.140625,1.0
105,COc1cccc(CNC(=O)COC(=O)c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)c1,0.1656,"[0.009019, -0.099631]",0.10294118,1.0
106,COc1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)CCCN4C(C)=O)CC2)cc1,0.1656,"[0.009019, -0.099631]",0.10638298,1.0
107,COc1ccc(OC)c(C(=O)CCC(=O)NC(Cc2ccccc2)C(=O)C(N)=O)c1,0.1656,"[0.009019, -0.099631]",0.13235294,1.0
108,Cc1ccc(CSCCNS(=O)(=O)c2ccccc2)cc1,0.1656,"[0.009019, -0.099631]",0.05645161,1.0
109,COc1ccc(C)cc1NC(=O)c1cc2ccccn2n1,0.1656,"[0.009019, -0.099631]",0.06504065,0.13533528
110,O=C(CN1C(=O)C2CC=CCC2C1=O)Nc1ccc(Br)cc1,0.1656,"[0.009019, -0.099631]",0.09917355,0.13533528
111,CCOc1ccc(NC(=O)c2ccccc2NS(C)(=O)=O)cc1,0.1656,"[0.009019, -0.099631]",0.09756098,1.0
112,COc1ccc(S(=O)(=O)N(Cc2ccc3c(c2)OCO3)C(CCC(=O)N2CCN(C)CC2)C(=O)NO)cc1,0.1656,"[0.009019, -0.099631]",0.1483871,1.0
113,Cc1cccc(OCCNS(=O)(=O)c2ccc(Cl)cc2)c1,0.1656,"[0.009019, -0.099631]",0.05691057,1.0
114,CCN(CC(=O)NCc1cccs1)C(=O)C=Cc1cc(OC)ccc1OC,0.1656,"[0.009019, -0.099631]",0.11363636,1.0
115,COC(C(=O)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1)c1ccccc1,0.1656,"[0.009019, -0.099631]",0.12977099,1.0
116,COc1ccccc1N(C)S(=O)(=O)c1ccc(C(=O)OCC(=O)N2CCCCCC2)cc1,0.1656,"[0.009019, -0.099631]",0.14184397,1.0
117,CN(C(=O)COC(=O)CNC(=O)c1ccc(Cl)cc1Cl)c1ccccc1,0.1656,"[0.009019, -0.099631]",0.1171875,1.0
118,Cc1ccc(S(=O)(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)O)cc1,0.2065,"[0.009019, -0.099631]",0.19685039,1.0
119,CS(=O)(=O)N1CCc2cc(C(=O)OCC(=O)c3ccccc3)ccc21,0.2074,"[0.008281, -0.099631]",0.11023622,1.0
120,COc1cccc(NS(=O)(=O)c2ccc3c(c2)CCCN3C(C)=O)c1,0.2074,"[0.008281, -0.099631]",0.11023622,1.0
121,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccccc2)c(C(=O)O)c1)C(F)(F)F,0.2074,"[0.008281, -0.099631]",0.08208955,1.0
122,COc1ccc(CNS(=O)(=O)CCNC(=O)c2ccccc2)cc1,0.2074,"[0.008281, -0.099631]",0.0859375,1.0
123,N#CC(CC(N)=O)NC(=O)C1CCCN1S(=O)(=O)c1ccc(Cl)cc1,0.2074,"[0.008281, -0.099631]",0.14876033,0.13533528
124,CC(C(=O)NO)N(Cc1ccccc1[N+](=O)[O-])C(=O)NS(=O)(=O)c1ccc(Cl)cc1,0.2074,"[0.008281, -0.099631]",0.09352518,1.0
125,COC(=O)c1cccc(C(=O)N(C)Cc2ccsc2)c1,0.2074,"[0.008281, -0.099631]",0.08547009,1.0
126,NS(=O)(=O)c1ccc(NC(=O)CSc2ccccn2)cc1,0.2074,"[0.008281, -0.099631]",0.05691057,1.0
127,COc1ccc(CNC(=O)c2ccccc2NS(C)(=O)=O)cc1,0.2074,"[0.008281, -0.099631]",0.08,1.0
128,COc1ccc(CNS(=O)(=O)c2ccc3oc(C(=O)O)c(C)c3c2)cc1,0.2074,"[0.008281, -0.099631]",0.09160305,0.13533528
129,COc1ccccc1NC(=O)C(C)NS(=O)(=O)c1ccccc1,0.2074,"[0.008281, -0.099631]",0.09756098,1.0
130,CCN(CC)C(=O)Cn1cc(S(=O)(=O)CC(=O)Nc2ccc(F)cc2F)c2ccccc21,0.2074,"[0.008281, -0.099631]",0.11188811,0.13533528
131,COc1ccc(C2SCCN2C(=O)c2ccc([N+](=O)[O-])cc2)cc1,0.2074,"[0.008281, -0.099631]",0.07751938,1.0
132,COc1ccc(OCC(=O)NC(C)c2ccc(F)cc2)c(C(=O)O)c1,0.2074,"[0.008281, -0.099631]",0.12,1.0
133,CC(C(=O)Nc1ccc(C#N)cc1)N(C)Cc1cccs1,0.2074,"[0.008281, -0.099631]",0.07438017,1.0
134,N=C(NS(=O)(=O)c1ccc(Cl)s1)c1ccccc1,0.2074,"[0.008281, -0.099631]",0.03418803,1.0
135,NC(=O)c1ccc(OCc2ccccc2)cc1,0.2074,"[0.008281, -0.099631]",0.04347826,1.0
136,COc1ccc(C2SCCN2C(=O)COc2ccccc2)cc1Cl,0.2074,"[0.008281, -0.099631]",0.07692308,1.0
137,CC(c1cc(Cl)ccc1Cl)S(=O)(=O)c1cccc[n+]1[O-],0.2074,"[0.008281, -0.099631]",0.04166667,1.0
138,CN(C)CCCOc1ccc(C(=O)C=Cc2ccccc2)cc1,0.2074,"[0.008281, -0.099631]",0.0703125,1.0
139,CCOc1ccc(C(=O)NNc2c(Cl)cc(Cl)cc2Cl)cc1,0.2074,"[0.008281, -0.099631]",0.07317073,1.0
140,COc1cc([N+](=O)[O-])ccc1NC(=O)Cc1ccc(F)cc1,0.2074,"[0.008281, -0.099631]",0.06451613,1.0
141,COc1ccc(NC(=O)CC(C)=NNC(=O)c2ccncc2)c([N+](=O)[O-])c1,0.2074,"[0.008281, -0.099631]",0.09774436,1.0
142,Cc1ccc(S(=O)(=O)NC(=O)N(C)c2ccc(Cl)cc2)cc1,0.2074,"[0.008281, -0.099631]",0.06504065,1.0
143,CCOc1ccc(NC=CC(=O)c2ccc(C)cc2)c([N+](=O)[O-])c1,0.2074,"[0.008281, -0.099631]",0.08661417,1.0
144,CCCCOc1ccc(NC(=O)c2ccc(OC)cc2)cc1,0.2074,"[0.008281, -0.099631]",0.09836066,1.0
145,COc1ccc(C=CC(=O)NCCC2CCN(Cc3ccccc3)CC2)cc1O,0.2074,"[0.008281, -0.099631]",0.13138686,1.0
146,COc1ccc(C=C(NC(=O)c2ccc(C)cc2)C(=O)N2CCCCC2)cc1,0.2074,"[0.008281, -0.099631]",0.14393939,1.0
147,CC(C)=C1C(=O)NN(c2cccc(Cl)c2)C1=O,0.2074,"[0.008281, -0.099631]",0.05405405,0.13533528
148,CCOc1ccc(C(=O)C=Cc2ccc(N(C)C)cc2)cc1,0.2074,"[0.008281, -0.099631]",0.08130081,1.0
149,CCOc1ccc(NC(=O)N2CCC(NC(=O)C(Cc3ccccc3OC)NC(C)=O)CC2)cc1,0.2077,"[0.008281, -0.099631]",0.1971831,1.0
150,CCOC(=O)C1(c2ccccc2)CCN(S(=O)(=O)c2ccc(C)cc2)CC1,0.2078,"[0.008248, -0.099631]",0.13953488,1.0
151,CS(=O)(=O)Nc1ccc(CCC(=O)NCCNc2ccc(Cl)c(Cl)c2)cc1,0.2078,"[0.008248, -0.099631]",0.07352941,1.0
152,Cc1cccc(C#Cc2ccc(OCC(=O)O)cc2)c1,0.2078,"[0.008248, -0.099631]",0.06666667,1.0
153,O=C(CC(C(=O)O)c1ccccc1)c1ccc(Cl)c(Cl)c1,0.2078,"[0.008248, -0.099631]",0.08403361,1.0
154,O=C(O)Cc1ccc(OCCN2C(=O)COc3ccsc32)cc1,0.2078,"[0.008248, -0.099631]",0.096,1.0
155,COc1cccc(C(=O)NNS(=O)(=O)c2ccccc2)c1,0.2078,"[0.008248, -0.099631]",0.06557377,1.0
156,CCN1CCN(S(=O)(=O)c2ccc(Cl)c(C(=O)N(C)Cc3cccc(Cl)c3Cl)c2)CC1,0.2078,"[0.008248, -0.099631]",0.10638298,1.0
157,O=[N+]([O-])c1ccc(S(=O)(=O)NN=Cc2ccccc2O)cc1,0.2078,"[0.008248, -0.099631]",0.03937008,1.0
158,CC(C)CCN(C)C(=O)c1c(F)cccc1OCC(=O)NC(CO)Cc1ccccc1,0.2078,"[0.008248, -0.099631]",0.13768116,1.0
159,O=C(NC1CCCc2cc(CN3CCCCC3)ccc21)C(O)C(O)CS(=O)(=O)c1cccc(Cl)c1,0.2078,"[0.008248, -0.099631]",0.1409396,1.0
160,NS(=O)(=O)c1ccc(NC(=O)NC(Cc2ccccc2)C(=O)O)cc1,0.2078,"[0.008248, -0.099631]",0.1023622,1.0
161,COc1cc(C=Cc2ccc(OC(C)=O)cc2)cc(OC)c1,0.2078,"[0.008248, -0.099631]",0.05555556,1.0
162,CCOC(=O)c1ccc(NC(=O)c2ccccc2)cc1,0.2078,"[0.008248, -0.099631]",0.12280702,1.0
163,CC(=O)N1c2ccccc2C(=O)C1N1CCN(c2cccc(C(F)(F)F)c2)CC1,0.2078,"[0.008248, -0.099631]",0.07801418,1.0
164,COc1cc(NC(=O)C(C)F)cc(C(=O)Nc2ccccc2)c1,0.2078,"[0.008248, -0.099631]",0.09756098,1.0
165,COc1ccc(NC(=O)NNC(=O)c2cc([N+](=O)[O-])cn2C)cc1,0.2078,"[0.008248, -0.099631]",0.096,1.0
166,COc1cccc(CNC(=O)c2cc(S(=O)(=O)N3CCCC3)cn2C)c1,0.2078,"[0.008248, -0.099631]",0.13385827,1.0
167,CC(=O)Oc1cccc(C(=O)N(O)CCC(c2ccc(Cl)c(Cl)c2)P(=O)(O)O)c1,0.2078,"[0.008248, -0.099631]",0.1037037,1.0
168,CCC(COc1cc(Cl)ccc1Cl)OC(=O)NCc1ccccc1,0.2078,"[0.008248, -0.099631]",0.0859375,1.0
169,COc1ccc(O)c(C(=O)c2cnn(C(=O)c3cccs3)c2)c1,0.2078,"[0.008248, -0.099631]",0.07936508,0.13533528
170,Cc1ccccc1NC(=O)c1cc[n+]([O-])cc1,0.2078,"[0.008248, -0.099631]",0.04385965,1.0
171,COc1ccc(NC(=O)C2=CC(c3cccs3)=NS(=O)(=O)N2C)cc1,0.2078,"[0.008248, -0.099631]",0.07633588,1.0
172,CC(=O)NS(=O)(=O)c1ccc(NC(=O)C(C)NS(=O)(=O)C=Cc2ccccc2)cc1,0.2078,"[0.008248, -0.099631]",0.09285714,1.0
173,COc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1,0.2078,"[0.008248, -0.099631]",0.04958678,1.0
174,C=CCN(c1ccccc1C(=O)O)S(=O)(=O)c1ccc(C)cc1,0.2078,"[0.008248, -0.099631]",0.072,1.0
175,Cc1ccccc1CCN1CCCC(CN(C)C(=O)C(=O)c2ccco2)C1,0.2078,"[0.008248, -0.099631]",0.14728682,1.0
176,CCOC(=O)n1c(=O)n(Cc2ccccc2C)c2ccccc21,0.2078,"[0.008248, -0.099631]",0.1147541,0.13533528
177,COc1ccc(CCCC(=O)NC(C)c2ccccc2)cc1,0.2078,"[0.008248, -0.099631]",0.09836066,1.0
178,CN(C)CCn1c(=O)oc2cc(C(=O)c3ccccc3)ccc21,0.2078,"[0.008248, -0.099631]",0.07086614,0.13533528
179,Cc1ccc(CCCC(=O)c2ccc(COCC(C)(N)CO)c(Cl)c2)cc1,0.2078,"[0.008248, -0.099631]",0.07352941,1.0
180,CC(=O)Nc1ccc(C=NNC(=O)CCN2CCN(c3ccccc3)CC2)cc1,0.2078,"[0.008248, -0.099631]",0.10714286,1.0
181,O=C(O)c1ccc(NCc2ccc(O)cc2)cc1,0.2078,"[0.008248, -0.099631]",0.06086957,1.0
182,CC(C)(C)C(CCc1ccc(C=Cc2ccccc2)cc1)OS(C)(=O)=O,0.2078,"[0.008248, -0.099631]",0.07518797,1.0
183,CC(=O)Nc1ccc(NC(=O)C(C)OC(=O)CCSc2ccccc2Cl)cc1,0.2078,"[0.008248, -0.099631]",0.12878788,1.0
