BO Iteration,Selected SMILES,EI,Objective Value
63,COc1ccc(NC(=O)CCNS(=O)(=O)c2ccc(C(=N)N)cc2)cc1OC,0.2677,0.5362
64,CCOc1cccc(-c2ccc(C3CCN(S(=O)(=O)C(C)(C)C(=O)NO)CC3)cc2C)c1,0.2671,0.6689
65,CCOc1cc(C(=S)N2CCOCC2)ccc1OS(=O)(=O)c1ccc(OC)cc1,0.2686,0.4029
66,CC(CCn1ccc(-c2ccc3ccccc3c2)cc1=O)(C(=O)NO)S(C)(=O)=O,0.2679,0.6088
67,CC(C(=O)NCCN)N1CCC(NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,0.2691,0.5908
68,Cc1ccc(NC(=O)C2CCCN2S(=O)(=O)c2cccc3cccnc23)c(C)c1,0.2693,0.5088
69,CC1CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2OC1CN(C)S(=O)(=O)c1cccs1,0.2679,0.6187
70,CN(c1ccsc1C(=O)NC(CCCNC(=N)N)C(=O)O)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,0.2696,0.5713
71,CSCCC(NC(=O)c1ccc(CS(=O)(=O)c2cccnc2)cc1-c1ccccc1)C(=O)O,0.2702,0.6338
72,CCCCC(Cc1cccnc1)(C(=O)NO)S(=O)(=O)c1ccc(OC)cc1,0.269,0.6059
73,O=C(O)CN(CC(=O)NC(Cc1ccc(OCc2c(Cl)cccc2Cl)cc1)C(=O)O)S(=O)(=O)c1cccs1,0.2689,0.6055
74,CC(OC(=O)c1cccc(S(=O)(=O)N(C)C)c1)C(=O)NCC(=O)Nc1ccc(F)c(F)c1F,0.2701,0.5092
75,CC1CCCCN1C(=O)C(CCCN=C(N)N)NS(=O)(=O)c1cccc2c(N(C)C)cccc12,0.269,0.6522
76,COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C(Cc2cccc(-c3ccccc3OC)c2)NC(=O)OC2COC3OCCC23)cc1,0.2691,0.6289
77,CCOc1ccc(N(C)S(=O)(=O)c2ccc3ncc(C(=O)NCC4CCCO4)c(O)c3c2)cc1,0.2703,0.6313
78,COc1cccc(NC(=O)CN(Cc2ccccc2)S(=O)(=O)c2ccc3nc(C)sc3c2)c1,0.2712,0.5475
79,COc1ccc(S(=O)(=O)N(Cc2ccccn2)C(C(=O)NO)C(C)C)cc1,0.2706,0.5005
80,CC(=O)NC(Cc1ccc(OP(=O)(O)O)cc1)C(=O)NC1CSCCN(Cc2cccc(-c3ccccc3C#N)c2)C1=O,0.2702,0.6696
81,COC(=O)c1c(O)cccc1OCCCCNC(=O)C(Cc1ccc(NC(=O)C(=O)O)cc1)NC(C)=O,0.2705,0.6523
82,COP(=O)(F)CC(=O)NC(CCCCNS(=O)(=O)c1ccc2ccc3cccc4ccc1c2c34)C(N)=O,0.2731,0.6426
83,CCc1ccc(NC(=O)CN(C)S(=O)(=O)c2ccc3c(c2)c(=O)n(C)c(=O)n3C)cc1,0.2723,0.5374
84,CCCC1C(=O)N(C(Cc2ccc3ccccc3c2)C(=O)NC)CCN1C(=O)C(Cc1ccc(F)cc1)NC(=O)C1CCCCN1,0.2717,0.6621
85,COc1ccc(Cn2ccc(C)c(NC(=O)C(Cc3ccc(CC(=O)O)cc3)NC(C)=O)c2=O)cc1,0.2748,0.5886
86,CC(C)CC(NC(=O)C1CCCN1C(=O)C(N)Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(N)=O,0.2737,0.6072
87,COc1cccc(OC)c1-c1ccc(CC(NC(=O)C2(S(=O)(=O)c3ccccc3)CCCNC2)C(=O)O)cc1,0.2737,0.6627
88,COc1cccc(OC)c1-c1cc(C(=O)NC(CCCCN)C(=O)O)nn1-c1ccc(F)cc1,0.2745,0.5885
89,O=C(O)CC(NC(=O)C(CCCCNS(=O)(=O)c1ccc(O)c(C(=O)O)c1)c1ccccc1)C(=O)c1ncc(-c2c(Cl)cccc2Cl)o1,0.274,0.5075
90,O=C(O)CCC(=O)NC(CC(=O)O)Cc1ccc(-c2cccc(F)c2)cc1,0.2738,0.6336
91,COc1ccc(CC(=O)Nc2ccc3c(c2)C(=O)N(CCC(=O)O)C3=O)cc1,0.2746,0.5961
92,CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1ccc(Cc2ccsc2)cc1,0.2737,0.1294
93,CC(C)(C)NC(=O)C1CC2SCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CS(=O)(=O)c1ccc(F)cc1)NS(C)(=O)=O,0.2751,0.6058
94,CS(=O)(=O)NC(C(=O)N1CCCC1C(=O)NCc1ccc(CN)cc1)C(c1ccccc1)c1ccccc1,0.2734,0.6879
95,CN1CCN(C(=O)NC(Cc2cccnc2)C(=O)NC(C=CS(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,0.2745,0.666
96,COc1ccc(CCNC(=O)C(=O)C(CCCN=C(N)N)NC(=O)C2CCN3CCC(N)(Cc4ccccc4)CN23)cc1,0.2758,0.6477
97,CC(C)CC(NC(=O)C=Cc1ccc(OP(=O)(O)O)cc1)C(=O)N1CCCC1C(=O)NC(COCc1ccccc1)COC(N)=O,0.2743,0.6259
98,COc1ccc(OC)c(C(=O)CCC(=O)NC(Cc2ccccc2)C(=O)C(N)=O)c1,0.2753,0.5788
99,CCCC(NC(=O)OCc1ccccc1)C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)O,0.2749,0.5773
100,CC(C)C(NS(=O)(=O)c1cnccc1NC(CO)Cc1ccccc1)C(=O)N1CCC(CCF)CC1,0.2751,0.6408
101,CCC(C(=O)NCc1ccco1)N(C(=O)CNS(=O)(=O)c1ccccc1)C1CCCCC1,0.2764,0.6201
102,Cc1ccc(S(=O)(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)O)cc1,0.2771,0.6394
103,NC(Cc1ccccc1)C(=O)NC1CCC(=O)N(CC(=O)Nc2cccc(Cl)c2)C1=O,0.2755,0.6123
104,CCCNC(=O)c1cccc(C(=O)NC(Cc2ccccc2)C(O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)c1,0.2759,0.6526
105,CC(C)C(NC(=O)COc1cccc2ccccc12)C(=O)NC(CC(=O)O)C(=O)CSc1nc(-c2ccccc2)no1,0.2752,0.5795
106,CSCCC(NC(=O)CN1C(=O)C(N(C)C(=O)C(N)CS)N=C(c2ccccc2)c2ccccc21)C(=O)O,0.2757,0.6369
107,CCN1C(=O)N(CC(=O)NC(CC(=O)O)c2ccccc2)C(=O)C1(C)c1ccc(C(=N)N)cc1,0.2776,0.6335
108,CC(C)(C)C(=O)CN1C(=O)N(CC(=O)Nc2cccc(C(=O)O)c2)N=C(C2CCCCCC2)c2ccccc21,0.2786,0.4559
109,C=CCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)c2cc(OCCO)cc(-c3ccccc3)n2)CC1,0.276,0.6535
110,NC(=O)C(CO)NC(=O)C(CCC(=O)O)NC(=O)CCc1ccc(-c2ccccc2)cc1,0.2797,0.6545
111,N=C(N)N1CCCC(NC(=O)CNC(=O)C(CCNC(=O)c2cncc(Br)c2)NC(=O)OCc2ccccc2)C1O,0.2795,0.583
112,CCN1CCN(C(=O)NC(C(=O)NC2CN3CC(C#N)=C(C(=O)O)N3C2=O)c2ccccc2)C(=O)C1=O,0.2786,0.5667
113,CC(=O)NC(CCC(N)=O)C(=O)NC(CC(=O)Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2)C(=O)O,0.2765,0.5858
114,CCNC(=O)C(c1ccccc1)N1CCN(c2ccc(NC(=O)C(CC)CC)cc2C#N)CC1,0.2767,0.6521
115,CCC(C)C(NC(=O)OCc1ccccc1)C(=O)OCC(=O)N1CCN(c2ccc(OC)cc2)CC1,0.2791,0.6115
116,CCCN(CCc1cccc(-c2ccccc2)c1)C(=O)C1OC(C(=O)O)=CC(N)C1NC(C)=O,0.2773,0.6847
117,CCCN(CC)C(=O)C(NC(=O)C1CCN(C(=O)c2ccccc2-c2ccc(C(F)(F)F)cc2)CC1)c1ccccc1,0.2801,0.1391
118,CN(C)C(=O)C(=O)N(C)C1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O,0.2764,0.5454
119,N=C(N)c1ccc(C(=O)NCC(=O)N2CCN(CC(=O)O)C(=O)C2CC(=O)O)cc1,0.2753,0.6006
120,CC(=O)N1CCN(C(=O)C(Cc2cccc(C(=N)N)c2)NS(=O)(=O)NCCc2cc3c(cc2[N+](=O)[O-])OCO3)CC1,0.2759,0.6045
121,N=C(N)c1ccc(CNC(=O)C(CCC2CCNCC2)NC(=O)C(CCCC2CCNCC2)NS(=O)(=O)Cc2ccccc2)cc1,0.2762,0.5938
122,N=C(N)CC1CCC(NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NS(=O)(=O)Cc2ccccc2)CC1,0.2767,0.6348
123,CCCC(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)O,0.2773,0.6179
124,N=C(N)N1CCCC(CNC(=O)CNS(=O)(=O)c2ccc3ccccc3c2)C1,0.2755,0.6176
125,CCOC(=O)C(Cc1ccc(O)cc1)NC(=O)C1(NC(=O)C(SC(=O)c2ccccn2)C(C)C)CCCC1,0.2751,0.6292
126,CCC1OCC(=O)C1NC(=O)C(CC1(C)CCCC1)NC(=O)c1cccc(S(=O)(=O)NC)c1,0.2769,0.6048
127,CC(C)C(NC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)NC1CCc2ccccc21,0.2765,0.5799
128,CCCCC(N)C(=O)Nc1cc(C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)O)ccc1N,0.2766,0.5928
129,CCC(CO)NCc1cccnc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2Cl)NC(=O)CCN)CC1,0.2768,0.6476
130,CC(C)CC(NC(=O)C(CS)NC(=O)CNC(=O)C(CS)NC(=O)CNS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)O,0.2754,0.5717
131,CC(C)(C)OC(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)N1CCCCC1,0.2757,0.6237
132,C=CC1CC1(NC(=O)C1CC(Oc2ccnc3ccccc23)CN1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NCCc1ccc(C(=O)O)cc1,0.2768,0.5549
133,CSCCC(NC(=O)C1CCCN1C(=O)C(NC(=O)C(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)NC(C)=O)C(C)C)C(N)=O,0.2768,0.5573
134,C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)CC(C(N)=O)N(C(=O)c2ccccc2)C3)c1,0.2749,0.6107
135,CC(=O)c1ccc(N(C(=O)CNC(=O)c2ccco2)C(C(=O)NC2CCCC2)c2ccncc2)cc1,0.2756,0.6633
136,CN(C(=O)c1ccc2c(c1)nc(NC(=O)c1cccnc1)n2CCC(N)=O)C1CCCCC1,0.2767,0.6175
137,O=C(Nc1ccc(CC(NC(=O)C2(CCNC(=O)C(F)(F)F)CCCC2)C(=O)O)cc1)c1c(Cl)cccc1Cl,0.2771,0.5548
138,CCC(C)C(NC(=O)c1ccc(-c2ccccc2)cc1)C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)O)C(C)C,0.2771,0.5873
139,CC(=O)N1CCN(S(=O)(=O)c2cccc(C(=O)OCC(=O)NC(=O)c3cccn3C)c2)CC1,0.2768,0.5683
140,CCCCCCC1C(=O)NC(C(=O)NCCCn2ccnc2)Cc2ccc(cc2)OCCCC1C(=O)NO,0.2767,0.6139
141,CC(C)(C)NC(=O)C1CCCN1CC(O)C1Cc2ccc(cc2)OCCCOc2cc3ccccc3cc2C(=O)NC(CC(N)=O)C(=O)N1,0.2773,0.6469
142,NC(=O)NCCNC(=O)C1CNC(=O)NCCCCC(NC(=O)C(N)Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)N1,0.2795,0.5818
143,CN(C)C(=O)c1c(CNC(=O)c2ccc(N3CCC(CCO)CC3)nc2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,0.278,0.6212
144,Cc1nc2ccccc2n1Cc1ccc(CNC(=O)C(O)C(O)C(=O)N2CCCC2c2cccnc2)s1,0.279,0.6289
145,O=C(C(=O)N1CCCC1C(=O)OCCCc1cccnc1)c1ccccc1,0.2794,0.4875
146,CC(C)(O)C(NC(=O)N1CCN(c2ccc(C#Cc3ccccc3)cc2)CC1)C(=O)NO,0.2794,0.6439
147,CC(=O)Nc1ccc(C=NNC(=O)CCN2CCN(c3ccccc3)CC2)cc1,0.2782,0.5123
148,CCC(=O)NCCc1nc2cc(NC(=O)c3cccc([N+](=O)[O-])c3)ccc2n1C,0.2769,0.6029
149,CCC(C)C(C(=O)NC1CCOC(c2nc(C(=O)NCCc3ccccc3)cs2)C1)N(C)C,0.277,0.5165
150,CCC(O)(CC)c1ccccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2Cl)NC(=O)N2CCCC2=O)CC1,0.277,0.6229
151,CN1C(=O)OC2(CCN(CCC(C)(C(=O)N(C)C(Cc3ccccc3)C(=O)NCCCN)c3ccc(Cl)c(Cl)c3)CC2)c2cc(F)ccc21,0.2771,0.375
152,Nc1nc2[nH]cc(Cc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,0.2772,0.5634
153,COC(=O)C(Cc1ccc(OP(=O)(Oc2ccc(CC(NC(C)=O)C(=O)OC)cc2)C2CCCN2C(=O)C2CCCN2)cc1)NC(C)=O,0.2772,0.611
154,CCCCCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)c2cc(OCC3CCN(C)CC3)nc(-c3ccccc3)n2)CC1,0.2763,0.624
155,CCCCCCNC(=O)N1CCN(c2ccc(C3CC(C(=O)O)=NO3)cc2)CC1,0.2768,0.6088
156,COc1ccc(N2CCN(S(=O)(=O)CCNC(=O)COc3cccc(OC)c3)CC2)cc1,0.277,0.6374
157,COc1cc(N2CCN(C)CC2)ccc1Nc1nc(N)n(C(=O)NCc2ccc(S(C)(=O)=O)cc2)n1,0.2767,0.5439
158,CC1CCCC(C)N1CCNC(=O)CCn1nc(-c2ccccc2)ccc1=O,0.2766,0.2627
159,CCOc1ccc(CC(NC(=O)c2cccc(N)c2Cl)C(O)C(=O)N2CCC(C)(C)C2C(=O)NCc2c(C)cccc2C)cc1,0.277,0.5948
160,CCC(NC(=O)N1CC(=O)NCC(Cc2cc(Cl)ccc2OC)C1=O)c1cncc(C(=O)O)c1,0.2764,0.6079
161,COc1ccc(C(=O)C=CC(=O)N2CCN(c3ccc(N4CC(CNC(C)=O)OC4=O)cc3F)CC2)cc1,0.2764,0.648
162,CCOC(=O)c1ccc(N2C(=O)CC(N3CCN(C(=O)c4ccco4)CC3)C2=O)cc1,0.2787,0.656
163,CNC(=O)c1ccc(OC)c2c(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c[nH]c12,0.2792,0.639
164,CCOC(=O)c1cccc(NC(=O)N2CCC(C(NC3CCC(c4c[nH]c5ccccc45)CC3)C(N)=O)CC2)c1,0.2774,0.6084
165,CCC(NC(=O)C1CC(S(=O)(=O)c2ccc(F)cc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1)C(=O)C(=O)NC1CC1,0.278,0.594
166,COc1ccc(NC(=O)CN2CCC(NC(=O)c3ccco3)CC2)c([N+](=O)[O-])c1,0.2781,0.6579
167,CCOC(=O)C=CC(CC1CCNC1=O)NC(=O)C(Cc1ccc(F)cc1)OC(=O)C(NC(=O)c1cc(C)on1)C(C)C,0.278,0.5495
168,Cc1ccc(C)c(S(=O)(=O)N2CCN(CC(=O)NC(=O)NCc3ccco3)CC2)c1,0.2778,0.598
169,COc1ccc(CNC(=O)C(c2ccco2)N(C(=O)c2snc(C(N)=O)c2N)c2cccc(OC)c2)cc1,0.2777,0.545
170,CCNC(=O)C(CCC(=O)O)NC(=O)c1c[nH]c(-c2cc(Oc3ccc(NC(=O)Nc4cccc(C)c4)c(F)c3)ccn2)c1,0.2775,0.4689
171,CCOC(=O)CSc1nc2ccccc2c(=O)n1CC1CCC(C(=O)NCc2ccco2)CC1,0.2776,0.6417
172,CC(=O)N1c2ccc(S(=O)(=O)NCC3CCC(C(=O)NCc4ccc(C)o4)CC3)cc2CC1C,0.2789,0.6154
173,CCOC(=O)CCNC(=O)C1CC(NC(=O)c2cc(CC)nn2C)CN1C(=O)c1coc2ccccc12,0.279,0.5877
174,CCOC(=O)c1ccc(NC(=O)C2CCC(CNc3c(N4CCOCC4)c(=O)c3=O)CC2)cc1,0.279,0.6083
175,COc1ccc2[nH]cc(CCNC(=O)C3CCCCNC(=O)OCCCC(C(=O)NO)C(CC(C)C)C(=O)N3)c2c1,0.2777,0.5846
176,O=C(CF)NC1C(O)CC(OCc2cccc(F)c2F)(C(=O)O)OC1C(O)C(O)CNC(=O)c1ccccc1,0.2778,0.5714
177,O=C(NCC(NS(=O)(=O)c1c(Cl)cccc1Cl)C(=O)O)C1=NOC(CCCCNc2ncc[nH]2)C1,0.2783,0.5407
178,COc1ccc(CC(=O)CC(=O)NC2CCOC2=O)cc1,0.2777,0.4988
179,CC(C)C(O)C(=O)N1CC(OCCCc2ccccc2)CC1C(=O)NC(CC(F)F)C(=O)NCCc1c(F)cc(C(=O)O)cc1F,0.278,0.5989
180,CC(NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(C(C)NC(=O)OC(C)(C)C)n3)c(F)c2)CC1,0.2777,0.6228
181,CCN(CC)c1ccc(C(=O)NNC(=O)CNC(=O)c2ccco2)cc1,0.2787,0.499
182,C#CC1CN(C(=O)C(CC(C)C)NC(=O)c2ccc(-c3csc(N4CCN(C)CC4)n3)cc2)C2C(=O)COC12,0.2784,0.622
183,O=C(O)c1ccc(-c2noc(C3CCN(C(=O)NC4CC4c4ccccc4)CC3)n2)cc1,0.2776,0.7
184,CC(=O)Nc1ccc(CC(NC(=O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc1,0.2735,0.6745
185,COc1ccc(C(=O)Nc2ccccc2NC(=O)NCC2CCN(c3ccncc3)CC2)cc1,0.2732,0.664
186,COCCN1CCN(C(=O)C2CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)CC2)CC1,0.2736,0.6399
187,COc1ccc(CC(NC(=O)C(C)NC(=O)CN2CCOCC2)C(=O)NC(CC2CCCCC2)C(=O)C2(C)CO2)cc1,0.2741,0.585
188,CCCNS(=O)(=O)c1ccc(NC(=O)Nc2ncnc3c2ncn3C2OC(C(=O)NCC)C(O)C2O)cc1,0.2732,0.5346
