BO Iteration,Selected SMILES,Hypervolume,RefPoint,f1,f2
31,CC(C)CC(CO)NC(=O)c1ccc(NC(=O)N2Cc3ccc(F)cc3C2)cc1,0.1903,"[0.038237, -0.100000]",0.15328467,1.0
32,COc1cc(NC(=O)C(C)F)cc(C(=O)Nc2ccccc2)c1,0.1903,"[0.038237, -0.100000]",0.20512821,0.13533528
33,CCOc1cc(C(=S)N2CCCC2)ccc1OCc1ccccc1,0.1916,"[0.038237, -0.100000]",0.18548387,1.0
34,CCN1CCN(C(=O)c2c(C)nn(-c3ccc(F)cc3)c2-n2cccc2)CC1,0.1916,"[0.038237, -0.100000]",0.15441176,0.13533528
35,Cc1ccc2nc(-c3ccc(NC(=O)c4ccc(N)cc4)c(S(=O)(=O)O)c3)sc2c1,0.1916,"[0.038237, -0.100000]",0.13380282,0.13533528
36,CCOc1ccc(NC2=C(N3CCOCC3)C(=O)c3ccccc3C2=O)cc1,0.1916,"[0.038237, -0.100000]",0.17037037,0.13533528
37,O=C(NCCC1CC(c2ccc(O)c(F)c2)=NO1)c1ccc(F)cc1,0.1916,"[0.038237, -0.100000]",0.13846154,1.0
38,NC(=O)C1CCCN1Cc1cccc(NC(=O)c2cccs2)c1,0.1916,"[0.038237, -0.100000]",0.16260163,1.0
39,[H]c1ccc(N2CCN(CC(=O)Nc3c([H])cc([H])c(C)c3[H])CC2)c(C#N)c1,0.1916,"[0.038237, -0.100000]",0.15503876,1.0
40,CCn1c2ccccc2c2cc(NC(=O)CNC)ccc21,0.2057,"[0.038237, -0.100000]",0.20175439,1.0
41,Cc1nc(-c2ccc(C(=O)Nc3cccc(F)c3)cc2)cs1,0.2057,"[0.038237, -0.100000]",0.14754098,1.0
42,Cc1ccccc1NC(=O)c1cc[n+]([O-])cc1,0.2057,"[0.038237, -0.100000]",0.1682243,0.13533528
43,Cc1cc(N2CCCCC2)nc2ccc(NC(=O)c3ccc(Br)o3)cc12,0.2057,"[0.038237, -0.100000]",0.12592593,0.13533528
44,Cc1cc2cc(NC(=O)c3ccccc3)ccc2[nH]1,0.2057,"[0.038237, -0.100000]",0.18918919,1.0
45,CC(=O)c1ccc(NC(=O)Nc2cccc(Cl)c2)cc1,0.2057,"[0.038237, -0.100000]",0.17699115,0.13533528
46,O=C(NCC1CCCO1)c1ccc2ccccc2n1,0.2057,"[0.038237, -0.100000]",0.15652174,1.0
47,CC(C)(C)c1ccc(-c2ccc(S(=O)(=O)N3CCCC3C(=O)NC(C#N)CC(N)=O)cc2)cc1,0.2057,"[0.038237, -0.100000]",0.14864865,1.0
48,O=C(Nc1ccc(CN2CCS(=O)(=O)CC2)cc1)c1ccccc1,0.2057,"[0.038237, -0.100000]",0.140625,1.0
49,CCn1c(Cc2ccccc2)nnc1SCC(=O)Nc1ccccc1N1CCOCC1,0.2057,"[0.038237, -0.100000]",0.15862069,0.13533528
50,NC(=O)c1ccc(-c2ncc(-c3ccccc3)o2)cc1,0.2057,"[0.038237, -0.100000]",0.1637931,1.0
51,CC(=O)c1ccc(N2CCCC(CO)(Cc3ccccc3F)C2)nc1,0.2057,"[0.038237, -0.100000]",0.15625,1.0
52,CCc1ccc(NC(=O)c2ccc3c(c2)nnn3CC)cc1,0.2057,"[0.038237, -0.100000]",0.15702479,1.0
53,O=C(Nc1nnc(-c2ccco2)s1)c1ccccc1,0.2057,"[0.038237, -0.100000]",0.14655172,1.0
54,CC(C)(C)c1ccc(-c2ccc(NC(=O)c3ccccc3)nc2)cc1,0.2057,"[0.038237, -0.100000]",0.16535433,1.0
55,CC(=O)Nc1ccc2c3ccccc3n(C)c2c1,0.2057,"[0.038237, -0.100000]",0.18518519,1.0
56,CCCN(CCC)C(=S)NC(=O)c1ccc(-c2ccccc2)cc1,0.2057,"[0.038237, -0.100000]",0.19834711,0.13533528
57,O=C(Nc1ccc(Br)nc1)c1cccc(F)c1,0.2057,"[0.038237, -0.100000]",0.12612613,0.13533528
58,Cc1ccc(NC(=O)C(=O)NCCN2CCN(C(S)=Nc3ccccc3)CC2)cc1,0.2057,"[0.038237, -0.100000]",0.16428571,1.0
59,Cc1ccc(NC(=O)c2ccccc2)nc1,0.2057,"[0.038237, -0.100000]",0.17142857,0.13533528
60,O=C(Nc1ccc(C(F)(F)F)cc1)c1ccc2ccccc2n1,0.2057,"[0.038237, -0.100000]",0.14516129,1.0
61,O=C(NO)c1cc2ccc(CNc3ccccc3)cc2s1,0.2057,"[0.038237, -0.100000]",0.15966387,1.0
62,NC(=O)n1cc(NC(=O)N2CC(F)CC2C(=O)Nc2cccc(OC(F)(F)F)c2)c2ccccc21,0.2057,"[0.038237, -0.100000]",0.16,0.13533528
63,CC(C)(C)c1ccc(NC(=O)c2ccc(Cl)[n+]([O-])c2)cc1,0.2057,"[0.038237, -0.100000]",0.15517241,0.13533528
64,O=C(c1ccccc1)N1CCN(Cc2cn(-c3cccc(C(F)(F)F)c3)c3ccccc23)CC1,0.2057,"[0.038237, -0.100000]",0.12903226,0.00033546
65,O=C(O)CNS(=O)(=O)c1ccc2ccccc2c1,0.2057,"[0.038237, -0.100000]",0.16513761,0.13533528
66,CN(CC1CCCCC1)c1ccc(C(=O)Nc2cnc3ccccc3c2)cc1,0.2057,"[0.038237, -0.100000]",0.15217391,0.13533528
67,COC(C(=O)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1)c1ccccc1,0.2057,"[0.038237, -0.100000]",0.14925373,1.0
68,NC(N)=Nc1cc(C(=O)O)ccc1SCc1ccccc1,0.2057,"[0.038237, -0.100000]",0.17241379,0.13533528
69,O=C(c1ccc(F)cc1)c1cnc(Nc2ccccc2)s1,0.2057,"[0.038237, -0.100000]",0.15,1.0
70,CC(C)(C)C(=O)Nc1ccc(N2CCN(Cc3ccccc3)CC2)c(Cl)c1,0.2057,"[0.038237, -0.100000]",0.18604651,1.0
71,O=C(Nc1ccccc1)C1CCCN(C(=O)c2ccc(F)cc2)C1,0.2057,"[0.038237, -0.100000]",0.15873016,1.0
72,COc1ccccc1N(C)S(=O)(=O)c1ccc(C(=O)Nc2ccncc2)cc1,0.2057,"[0.038237, -0.100000]",0.17293233,1.0
73,NS(=O)(=O)c1ccc(CNC(=O)Nc2ccccc2)cc1,0.2057,"[0.038237, -0.100000]",0.16239316,0.13533528
74,O=C(Nc1nc2ccccc2[nH]1)c1ccccc1F,0.2057,"[0.038237, -0.100000]",0.16814159,1.0
75,O=C(C(=O)c1ccccc1)c1ccccc1,0.2057,"[0.038237, -0.100000]",0.17142857,0.13533528
76,CC(CN1CCC2(CC1)C(=O)NCN2c1ccccc1)NC(=O)c1ccc(F)c(F)c1,0.2057,"[0.038237, -0.100000]",0.15384615,0.13533528
77,COc1cccc(-c2cc(C(=O)Nc3cccc(C(C)=O)c3)c3ccccc3n2)c1,0.2057,"[0.038237, -0.100000]",0.18978102,0.13533528
78,CCc1ccc(NC(S)=NC2CC3CCCC(C2)N3Cc2ccccc2)cc1,0.2057,"[0.038237, -0.100000]",0.13571429,0.13533528
79,CN1CCC(n2nc(-c3ccc4ccccc4c3)c(C(N)=O)c2N)CC1,0.2057,"[0.038237, -0.100000]",0.17054264,0.13533528
80,O=C(NC(CC1=CCCCC1)c1ccc2ccccc2c1)C(F)(F)F,0.2057,"[0.038237, -0.100000]",0.13846154,1.0
81,Cc1cccc(NC(=O)c2cc(-c3cccc(F)c3)ccn2)n1,0.2057,"[0.038237, -0.100000]",0.15322581,1.0
82,O=C(Nc1ccc2[nH]c(S)nc2c1)c1cc(-c2ccccc2)[nH]n1,0.2057,"[0.038237, -0.100000]",0.15748031,0.13533528
83,Cc1ccc(S(=O)(=O)N2CCN(C(C(=O)Nc3ccc(F)cc3)c3ccccc3)CC2)cc1,0.2057,"[0.038237, -0.100000]",0.14,0.13533528
84,O=C(CC1C(=O)Nc2ccccc2N1CC(=O)N1CCCC1)Nc1ccc(Br)cc1,0.2057,"[0.038237, -0.100000]",0.18978102,0.13533528
85,COc1cccc(C2SC(c3ccc(C)cc3)=NN2C(=O)c2c(F)cc(F)cc2F)c1OC,0.2057,"[0.038237, -0.100000]",0.18181818,0.13533528
86,O=C(c1ccc(OCc2cccnc2)cc1)C1CC1,0.2057,"[0.038237, -0.100000]",0.14782609,1.0
87,CC(=O)N1CCCC1(Cc1ccc(F)cc1)C(=O)OCc1ccccc1,0.2057,"[0.038237, -0.100000]",0.1984127,1.0
88,O=C(ON=C1CCCC1=Cc1ccccc1)c1ccc([N+](=O)[O-])cc1,0.2057,"[0.038237, -0.100000]",0.1640625,1.0
89,O=C(Cc1nc2ccccc2[nH]1)c1cccc([N+](=O)[O-])c1,0.2057,"[0.038237, -0.100000]",0.18103448,1.0
90,O=C(NO)c1ccc(CNCc2nc(-c3ccc(C(F)(F)F)cc3)no2)cc1,0.2057,"[0.038237, -0.100000]",0.12230216,1.0
91,Cc1ccc(C=C2C=C(Cc3ccccc3)C(=O)O2)cc1,0.2057,"[0.038237, -0.100000]",0.16949153,1.0
92,COc1ccccc1C=CC=NNC(=O)c1ccccn1,0.2057,"[0.038237, -0.100000]",0.15966387,0.13533528
93,COc1ccc(C=Nc2ccc(C(=O)c3ccccc3)cc2)cc1,0.2057,"[0.038237, -0.100000]",0.16666667,1.0
94,CCc1ccc(OCc2nnc(NC(=O)c3cccs3)s2)cc1,0.2057,"[0.038237, -0.100000]",0.17073171,1.0
95,Cc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,0.2057,"[0.038237, -0.100000]",0.19444444,1.0
96,COc1ccc(C2CC(=NOC(=O)c3ccccc3)CC(c3ccc(OC)cc3)N2C)cc1,0.2057,"[0.038237, -0.100000]",0.19444444,0.13533528
97,O=C(Nc1cc(Cl)cc(Cl)c1)C(NCC1CCCO1)c1ccccc1,0.2057,"[0.038237, -0.100000]",0.1640625,1.0
98,CCC(=O)Nc1ccc(OCc2nc3ccccc3s2)cc1,0.2086,"[0.038237, -0.100000]",0.20512821,1.0
99,O=C(CN1CCCCC1c1cccnc1)c1ccccc1,0.2086,"[0.038237, -0.100000]",0.13934426,1.0
100,CCN(C(=O)c1ccc2c(=O)n3c(nc2c1)CCCCC3)c1ccc(F)cc1,0.2086,"[0.038237, -0.100000]",0.13768116,0.13533528
101,O=C(O)c1nc(-c2ccc(C(F)(F)F)cc2)n2ccccc12,0.2086,"[0.038237, -0.100000]",0.14049587,1.0
102,Cc1nnn2c1COCC(CNC(=O)c1ccc3[nH]ccc3c1)C2,0.2086,"[0.038237, -0.100000]",0.1484375,0.13533528
103,O=C(Cc1ccccc1)OCC(=O)c1ccc(F)cc1,0.2086,"[0.038237, -0.100000]",0.20720721,0.13533528
104,NC(=O)C1(Cc2ccc(OCc3ccccc3)cc2)CC1C(=O)NO,0.2086,"[0.038237, -0.100000]",0.20325203,1.0
105,COc1cccc(OC)c1OC(=O)C1CNCCN1Cc1ccccc1,0.2096,"[0.038237, -0.100000]",0.20634921,1.0
106,O=C(C=Cc1ccc(OCCCCN2CCCCC2)cc1)c1ccccc1,0.2096,"[0.038237, -0.100000]",0.16296296,1.0
107,COc1ccc(C2CCCN2C(=O)c2cccs2)cc1,0.2096,"[0.038237, -0.100000]",0.1440678,1.0
108,COC(=O)c1ccc(C(O)=C(C#N)c2nc3ccccc3s2)cc1,0.2113,"[0.038237, -0.100000]",0.20833333,1.0
109,COc1ccc(C(=O)N2CCCC3(CCN(C(=O)Nc4ccccc4)C3)C2)cc1,0.2113,"[0.038237, -0.100000]",0.15827338,0.13533528
110,Cc1cccc(CNC(=O)c2ccc(NC(=O)C3=CSCCO3)cc2)c1,0.2113,"[0.038237, -0.100000]",0.16030534,1.0
111,NC(=O)c1ccc(OCc2ccccc2)cc1,0.2113,"[0.038237, -0.100000]",0.18867925,0.13533528
112,O=C(CC=Cc1ccc(-c2ccccc2)cc1)OCC1CCCCO1,0.2113,"[0.038237, -0.100000]",0.16153846,1.0
113,COCC(NC(C)=O)C(=O)NCc1ccc(Oc2cccc(C)c2)cc1,0.2113,"[0.038237, -0.100000]",0.20967742,0.13533528
114,CN1C(=CC(=O)c2cccs2)C(C)(C)c2ccccc21,0.2113,"[0.038237, -0.100000]",0.17699115,1.0
115,O=C(NCCCO)c1ccc(CSc2nc3ccccc3[nH]2)cc1,0.2113,"[0.038237, -0.100000]",0.18548387,1.0
116,CCOC(=O)C(Cc1ccccc1)Cc1nc2ccccc2s1,0.2217,"[0.038237, -0.100000]",0.22033898,1.0
117,O=C(Nc1ccccc1)c1ccc(C(F)(F)P(=O)(O)O)cc1,0.2217,"[0.038237, -0.100000]",0.14166667,0.13533528
118,Cc1ccc(-c2cnc(NC(=O)c3ccccc3)s2)cc1,0.2217,"[0.038237, -0.100000]",0.16949153,1.0
119,Cc1cccn2cc(-c3cccc(NC(=O)c4cccs4)c3)nc12,0.2217,"[0.038237, -0.100000]",0.1484375,0.13533528
120,COc1cc(N)c(Cl)cc1C(=O)NC1CCCN(Cc2ccccc2)C1,0.2217,"[0.038237, -0.100000]",0.21774194,1.0
121,O=C(C=Cc1ccc(O)c(O)c1)c1ccccc1,0.2217,"[0.038237, -0.100000]",0.15315315,0.13533528
122,O=C(O)Cc1sc(NCCc2ccccc2)nc1-c1ccc(Cl)cc1,0.2217,"[0.038237, -0.100000]",0.192,1.0
123,COc1ccc(C(=O)NCCc2c[nH]c3ccccc23)cc1,0.2217,"[0.038237, -0.100000]",0.20512821,1.0
124,Cc1noc(C(C)C)c1C(=O)NCC1CCCN1Cc1ccccc1,0.2217,"[0.038237, -0.100000]",0.19354839,1.0
125,O=C(CC(Nc1ccc([N+](=O)[O-])cc1)c1cccc(F)c1)c1ccccc1,0.2217,"[0.038237, -0.100000]",0.14925373,1.0
126,CC(=O)C1=Cc2cc([N+](=O)[O-])ccc2N(Cc2ccccc2)C1,0.2217,"[0.038237, -0.100000]",0.17355372,1.0
127,CCOC(=O)c1ccc(-c2nn(CC)c3ccccc23)cc1,0.2571,"[0.038237, -0.100000]",0.26126126,1.0
128,CC(=O)NCCc1c(-c2ccccc2)nn2ccc3c(c12)CCO3,0.2571,"[0.038237, -0.100000]",0.176,0.13533528
129,O=C(C=Cc1ccc(C=NOCc2ccc([N+](=O)[O-])cc2)cc1)NO,0.2571,"[0.038237, -0.100000]",0.12977099,0.13533528
130,COc1ccc(CCCC(=O)NC(C)c2ccccc2)cc1,0.2571,"[0.038237, -0.100000]",0.1965812,0.13533528
131,Cc1ccc(S(=O)(=O)C(CNC(=O)c2ccccc2F)c2cccs2)cc1,0.2571,"[0.038237, -0.100000]",0.16793893,1.0
132,COc1cccc(OC)c1-c1ccc(CC(NC(=O)C2(S(=O)(=O)c3ccccc3)CCCNC2)C(=O)O)cc1,0.2571,"[0.038237, -0.100000]",0.1835443,0.13533528
133,COc1ccc(C(=O)Sc2ccc3c(c2)C2(C)CCN(C)C(C3)C2C)cc1,0.2571,"[0.038237, -0.100000]",0.15037594,0.13533528
134,Cc1ccccc1OCC(=O)Nc1ccc(-c2nc3cccc(F)c3o2)cc1,0.2571,"[0.038237, -0.100000]",0.17037037,0.13533528
135,COc1cc(CN2CCCC(C(=O)c3ccccc3SC)C2)cc(OC)c1,0.2571,"[0.038237, -0.100000]",0.203125,1.0
136,O=C(NCc1ccco1)Nc1nc2ccccc2s1,0.2571,"[0.038237, -0.100000]",0.15652174,1.0
137,CC(=O)N1CCc2ccc(N(C(=O)C=Cc3ccsc3)C3CCN(Cc4ccccc4)CC3)cc21,0.2571,"[0.038237, -0.100000]",0.15483871,0.00033546
138,O=C(NCCCO)c1cc(-c2ccco2)nc2ccccc12,0.2571,"[0.038237, -0.100000]",0.175,1.0
139,O=C(NCCCc1ccccc1)c1cc(-c2ccc(C(F)(F)F)cc2)on1,0.2571,"[0.038237, -0.100000]",0.15789474,1.0
140,Cc1cc(COc2ccc(NC(=O)C3CN(C)CCC3C(=O)NO)cc2)c2ccccc2n1,0.2571,"[0.038237, -0.100000]",0.20422535,0.13533528
141,Cc1ccc2[nH]c(CNC(=O)c3ccccc3F)cc2c1,0.2571,"[0.038237, -0.100000]",0.20175439,1.0
142,O=C(c1ccccc1)c1ccn(-c2ccc(O)c(F)c2)c1,0.2571,"[0.038237, -0.100000]",0.1512605,1.0
143,O=C(O)c1ccc(-c2ccc(C=NNc3nc4ccccc4s3)o2)cc1,0.2571,"[0.038237, -0.100000]",0.14179104,0.13533528
144,Cc1cc(C(=O)NCCC(C)C)c2ccccc2n1,0.2571,"[0.038237, -0.100000]",0.21495327,0.13533528
145,O=C(NCc1cccc(OCCc2ccccc2)c1)c1ccc(O)cc1,0.2571,"[0.038237, -0.100000]",0.17692308,1.0
146,c1ccc2[nH]c(-c3ccc(C4CNCCO4)cc3)nc2c1,0.2571,"[0.038237, -0.100000]",0.13821138,0.13533528
147,CCN(CC)CCNC=C1C(=O)NC(=O)N(CCc2ccccc2)C1=O,0.2571,"[0.038237, -0.100000]",0.20967742,0.13533528
148,CCOC(=O)Cc1nc(-c2cccc(Cl)c2)oc1-c1ccsc1,0.2571,"[0.038237, -0.100000]",0.22222222,1.0
149,O=C(CCCCc1ccccc1)c1ccc(O)c(O)c1[N+](=O)[O-],0.2571,"[0.038237, -0.100000]",0.19491525,0.13533528
150,CCC(C)C(N)c1nc2ccccc2n1Cc1cccc(F)c1,0.2571,"[0.038237, -0.100000]",0.17355372,1.0
151,Cc1ccc(CONC(=O)c2ccc(OC(F)F)cc2)cc1,0.2571,"[0.038237, -0.100000]",0.15833333,0.13533528
152,Cn1c(NCc2ccco2)nc2ccccc21,0.2571,"[0.038237, -0.100000]",0.14414414,1.0
153,CCOc1ccccc1NC(=O)C1CCCCN1S(=O)(=O)c1ccccc1,0.2571,"[0.038237, -0.100000]",0.17557252,1.0
154,CCOC(=O)c1ccc(OCc2nc3ccccc3n(C)c2=O)cc1,0.2793,"[0.038237, -0.100000]",0.28695652,1.0
155,Cc1ccccc1-c1nc(CN2CCCC(C(=O)NCc3cccnc3)C2)c(C)o1,0.2793,"[0.038237, -0.100000]",0.17985612,0.13533528
156,CCOC(=O)c1c(N)sc2c1CCN(Cc1ccccc1)C2,0.2793,"[0.038237, -0.100000]",0.26126126,1.0
157,CCOC(=O)c1cc2ccccc2n1Cc1cccc(C(=N)N)c1,0.2793,"[0.038237, -0.100000]",0.26086957,1.0
158,C=C1CCN(c2ccc(C(=O)NCc3ccccc3)cc2[N+](=O)[O-])CC1,0.2793,"[0.038237, -0.100000]",0.15267176,1.0
159,O=C(NCc1cccs1)C1CCCN1S(=O)(=O)c1ccccc1F,0.2793,"[0.038237, -0.100000]",0.15079365,1.0
160,NNC(=O)c1cc2cc(Oc3ccccc3)ccc2[nH]1,0.2793,"[0.038237, -0.100000]",0.18421053,1.0
161,O=C(NCCN1C(=O)SC(=Cc2cccs2)C1=O)c1ccco1,0.2793,"[0.038237, -0.100000]",0.15322581,1.0
162,CCOC(=O)CNc1nc(-c2ccncc2)nc2ccccc12,0.2793,"[0.038237, -0.100000]",0.22033898,1.0
163,Cc1ccc2oc(=O)n(CCOc3ccccc3)c2c1,0.2793,"[0.038237, -0.100000]",0.19469027,1.0
164,CCC(COc1cc(Cl)ccc1Cl)OC(=O)NCc1ccccc1,0.2793,"[0.038237, -0.100000]",0.22881356,0.13533528
165,N=C(N)Cc1cccc(-c2nc3ccccc3[nH]2)c1,0.2793,"[0.038237, -0.100000]",0.16814159,1.0
166,COc1cccc(CNC(=O)CCSCc2ccccc2F)c1,0.2793,"[0.038237, -0.100000]",0.20168067,0.13533528
167,O=C(NCCc1ccccc1)c1ccncc1,0.2793,"[0.038237, -0.100000]",0.15454545,0.13533528
168,Clc1cccc(-c2csc3nc(-c4ccccc4)cn23)c1,0.2793,"[0.038237, -0.100000]",0.14876033,0.13533528
169,NC(=O)CS(=O)(=O)c1nc2ccccc2n1Cc1ccccn1,0.2793,"[0.038237, -0.100000]",0.17355372,1.0
170,CCOC(=O)c1nc(Nc2ccccc2)c2ccccc2n1,0.2793,"[0.038237, -0.100000]",0.23684211,1.0
171,O=C(Cc1noc2ccccc12)Nc1ccc(Cl)cc1,0.2793,"[0.038237, -0.100000]",0.18421053,1.0
172,Cn1c(=NC(=O)CS(=O)(=O)c2ccccc2)sc2cc([N+](=O)[O-])ccc21,0.2793,"[0.038237, -0.100000]",0.1640625,1.0
173,COc1ccc(C2SCCN2C(=O)COc2ccccc2)cc1Cl,0.2793,"[0.038237, -0.100000]",0.21666667,1.0
174,CCOC(=O)c1csc(NN=Cc2cccc3ccccc23)n1,0.2793,"[0.038237, -0.100000]",0.23076923,1.0
175,O=C(N=C1SCC(=O)N1c1ccccc1Cl)c1ccco1,0.2793,"[0.038237, -0.100000]",0.20175439,1.0
176,COP(=O)(OC)C(OC(=O)COc1cccc(Cl)c1Cl)c1cccc([N+](=O)[O-])c1,0.2793,"[0.038237, -0.100000]",0.21875,0.13533528
177,CCn1c(C(=O)NCCCN2CCc3ccccc3C2)cc2sccc21,0.2793,"[0.038237, -0.100000]",0.18604651,0.13533528
178,NC(=O)c1nn(Cc2ccc(Cl)cc2)c2ccccc12,0.2793,"[0.038237, -0.100000]",0.19642857,1.0
179,Cn1cc2c(Cl)nc(NC(=O)c3ccccc3)nc2n1,0.2793,"[0.038237, -0.100000]",0.18584071,1.0
180,CN(C)CCn1c(=O)oc2cc(C(=O)c3ccccc3)ccc21,0.2793,"[0.038237, -0.100000]",0.19327731,1.0
181,O=C(CCl)N1N=C(c2cccs2)CC1c1ccco1,0.2793,"[0.038237, -0.100000]",0.14782609,1.0
182,O=C(O)C1CCCN(CCOCCN2c3ccccc3Sc3ccccc32)C1,0.2793,"[0.038237, -0.100000]",0.18656716,0.13533528
183,CCOC1CC(C)N(C(=O)c2ccccc2)O1,0.2793,"[0.038237, -0.100000]",0.20192308,0.13533528
184,COc1ccccc1NC(=O)N1CCC(c2nc3ccccc3o2)CC1,0.2793,"[0.038237, -0.100000]",0.16793893,0.13533528
185,CC1C(=O)Oc2ccc(C(=O)c3cccs3)cc21,0.2793,"[0.038237, -0.100000]",0.17431193,1.0
186,CC(O)(COc1ccccc1)C(=O)N1CCc2c(C#N)cccc21,0.2793,"[0.038237, -0.100000]",0.16,1.0
187,O=C(Cc1ccccc1)Nc1nc2ccccc2n1CCN1CCCC1,0.2793,"[0.038237, -0.100000]",0.14925373,0.13533528
188,CCOc1ccc2ccccc2c1C(=O)NCB(O)O,0.2793,"[0.038237, -0.100000]",0.20909091,0.13533528
189,Cn1sc(=NC(=O)c2ccc(Cl)cc2)nc1-c1ccc(Cl)cc1,0.2793,"[0.038237, -0.100000]",0.14516129,1.0
190,Cn1c(=O)c(COc2cccnc2)nc2ccccc21,0.2793,"[0.038237, -0.100000]",0.17391304,1.0
191,O=c1[nH]n(Cc2ccccc2F)c2ccccc12,0.2793,"[0.038237, -0.100000]",0.16216216,1.0
192,O=C(CN1N=C(c2ccccc2)CCC1=O)NCc1cccs1,0.2793,"[0.038237, -0.100000]",0.16129032,1.0
