BO Iteration,Selected SMILES,Hypervolume,RefPoint,f1,f2
80,COC(=O)C1=CCCN(CC2CCCCN2C(=O)Cc2ccc(Cl)c(Cl)c2)C1,0.2157,"[-0.003846, -0.099631]",0.1627907,0.13533528
81,COc1ccc(NC(=O)COC(=O)CNS(=O)(=O)c2ccc(C)cc2)c(OC)c1,0.2157,"[-0.003846, -0.099631]",0.11029412,1.0
82,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)C)no4)c3)c2cc1OC,0.2157,"[-0.003846, -0.099631]",0.06451613,0.00033546
83,COC(CNC(=O)C1CCCN1C(=O)OCc1ccccc1)OC,0.2157,"[-0.003846, -0.099631]",0.18803419,0.13533528
84,CCC(CC)NC(=O)COC(=O)c1cc(SC)ccc1Cl,0.2157,"[-0.003846, -0.099631]",0.16363636,0.13533528
85,Cc1cccc(OCCC(=O)NCC(=O)Nc2cccc(C)c2C)c1,0.2157,"[-0.003846, -0.099631]",0.11023622,1.0
86,CNC(=O)c1ccc2cccc(CNC(C)=O)c2c1,0.2157,"[-0.003846, -0.099631]",0.0877193,1.0
87,CCOC(=O)CCCNC(=O)C1(C)CCCC2(C)c3cc(C(=O)OC)c(C(=O)OC)cc3C=CC12,0.2157,"[-0.003846, -0.099631]",0.18439716,0.13533528
88,CC(C)N1CCN(C(=O)c2ccc(Oc3ccc(F)cc3)nc2)CC1,0.2157,"[-0.003846, -0.099631]",0.10077519,1.0
89,COc1cccc(C(=O)NC2(C(=O)c3cccc(C)c3)CCCC2)c1C,0.2157,"[-0.003846, -0.099631]",0.13385827,1.0
90,COc1cc(C=NNC(=O)c2ccc(O)cc2)ccc1OCC(=O)N1CC(C)OC(C)C1,0.2157,"[-0.003846, -0.099631]",0.12587413,1.0
91,CN(C)C(=O)C(=O)N(C)C1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O,0.2157,"[-0.003846, -0.099631]",0.16176471,1.0
92,CCCC(NC(=O)c1ncco1)c1cnc(Nc2ccc(C)nc2)c(Cl)c1,0.2157,"[-0.003846, -0.099631]",0.0962963,0.13533528
93,CCOC(=O)c1c(NC(=O)CN2CCN(c3ccc(Cl)cc3)CC2)sc(C)c1C,0.2157,"[-0.003846, -0.099631]",0.16923077,1.0
94,Cc1cccc(C)c1NC(=O)CC(NCc1ccco1)C(=O)O,0.2157,"[-0.003846, -0.099631]",0.125,1.0
95,COc1ccc(-c2ccc(C(=O)NCC(C)C)c3occc23)c(C)c1,0.2157,"[-0.003846, -0.099631]",0.08461538,0.13533528
96,CCC(C)(Oc1ccc(CC(=O)Nc2cc(C)cc(C)c2)cc1)C(=O)O,0.2157,"[-0.003846, -0.099631]",0.12698413,1.0
97,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccc(F)cc3)C2)nc1C,0.2157,"[-0.003846, -0.099631]",0.15328467,1.0
98,Cc1ccc(OCC(=O)NCCCNC(=O)c2ccncc2)cc1C,0.2157,"[-0.003846, -0.099631]",0.10077519,1.0
99,COc1ccc(COC(=O)NN=C(C)CC(=O)Nc2c(C)cc(C)cc2C)cc1,0.2157,"[-0.003846, -0.099631]",0.11029412,1.0
100,CCc1onc(-c2ccc(CC(=O)O)cc2Cl)c1C(=O)NCCOc1ccc(Cl)cc1Cl,0.2157,"[-0.003846, -0.099631]",0.10344828,0.13533528
101,CC(C)CC(N)c1csc(NC(=O)Nc2ccccc2C(C)(C)C)n1,0.2157,"[-0.003846, -0.099631]",0.0859375,1.0
102,COc1cc(CNC(=S)NCc2ccc(C(C)(C)C)cc2)cc(I)c1O,0.2157,"[-0.003846, -0.099631]",0.06766917,1.0
103,CCc1ncncc1C(=O)N1CCCN(Cc2ccc(C)cc2)CC1,0.2157,"[-0.003846, -0.099631]",0.1171875,1.0
104,CC(=O)Nc1cncc(-c2cccc(C(=O)N3CCOCC3)c2)n1,0.2157,"[-0.003846, -0.099631]",0.1023622,1.0
105,CCCNC(=O)C1(C)CCCN(C(=O)c2cccc(OC(C)=O)c2C)C1,0.2183,"[-0.003846, -0.099631]",0.20338983,0.13533528
106,Cc1cc(C)c(C)c(S(=O)(=O)NCc2ccc(C(=O)N3CCCCC3)cc2)c1C,0.2195,"[-0.004954, -0.099631]",0.13533835,1.0
107,CCOc1ccc(N(CC(=O)NC2CC2)S(=O)(=O)c2ccc(C)cc2)cc1,0.2195,"[-0.004954, -0.099631]",0.140625,1.0
108,CCOc1ccc(C(=O)CN2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)cc1,0.2195,"[-0.004954, -0.099631]",0.11940299,1.0
109,COc1ccc(C(CNC(=O)COc2ccc(Cl)c(C)c2)N2CCCCC2)cc1,0.2195,"[-0.004954, -0.099631]",0.13235294,1.0
110,C=CCN(C(=O)CNC(=O)c1ccco1)C(C(=O)NC1CCCCC1)c1cccnc1,0.2195,"[-0.004954, -0.099631]",0.18518519,1.0
111,COc1ccc(-c2csc(NC(=O)CSCC(=O)Nc3cc(C)on3)n2)cc1,0.2195,"[-0.004954, -0.099631]",0.08633094,0.13533528
112,CCOC(=O)NCCNC(=O)c1cc2ccccc2nc1N1CCCC1,0.2195,"[-0.004954, -0.099631]",0.18699187,1.0
113,O=C(CNC(=O)c1ccc2ccccc2c1)NC1CCCCC1,0.2195,"[-0.004954, -0.099631]",0.16949153,1.0
114,Cc1cccc(C(=O)Nc2ccc(N3CCC(N4CCCCC4)CC3)c(C(=O)O)c2)c1,0.2195,"[-0.004954, -0.099631]",0.15107914,1.0
115,Cc1cn(C)c(CC(=O)NCc2ccc(F)cc2)c1C(=O)O,0.2195,"[-0.004954, -0.099631]",0.11965812,1.0
116,Cc1ccccc1NS(=O)(=O)c1ccc(C)c(NS(C)(=O)=O)c1C,0.2195,"[-0.004954, -0.099631]",0.0546875,1.0
117,O=C(CCS(=O)(=O)c1cccc2nsnc12)N1CCN(Cc2ccc3c(c2)OCO3)CC1,0.2195,"[-0.004954, -0.099631]",0.09333333,0.13533528
118,Cc1ccc(C)c(NC(=O)COC(=O)c2ccc(S(=O)(=O)N3CCCC3)cc2)c1,0.2195,"[-0.004954, -0.099631]",0.15151515,1.0
119,CCc1cnc(CNc2ccc(C(=O)N3CCCC(C)C3)cc2C)o1,0.2195,"[-0.004954, -0.099631]",0.14516129,1.0
120,Cc1ccc(C(=O)N(CC(=O)NC2CCCC2)Cc2cccs2)s1,0.2195,"[-0.004954, -0.099631]",0.17647059,1.0
121,COc1ccc(CNC(=O)c2ccccc2NS(C)(=O)=O)cc1,0.2195,"[-0.004954, -0.099631]",0.08,1.0
122,O=C(c1ccc(F)cc1)C1CCN(C(=O)c2ccc(Br)cc2)CC1,0.2195,"[-0.004954, -0.099631]",0.112,1.0
123,CC(C)(C)c1ccc(CC(=O)N2CCC2(C)C(=O)NS(=O)(=O)c2cccc(F)c2)cc1,0.2195,"[-0.004954, -0.099631]",0.10714286,1.0
124,COc1ccc(CNC(=O)C2CCN(Cc3nc(-c4ccc(OC)c(OC)c4)oc3C)CC2)cc1,0.2195,"[-0.004954, -0.099631]",0.11764706,0.13533528
125,CCOc1ccccc1NC(=O)CC1Sc2ccccc2NC1=O,0.2195,"[-0.004954, -0.099631]",0.09375,1.0
126,CN1CCN(c2ccc(NC(=O)c3ccc(C#N)o3)c(N3CCCCC3)c2)CC1,0.2195,"[-0.004954, -0.099631]",0.0915493,1.0
127,Cc1cc(C)c(S(=O)(=O)N2CCCOC2CNC(=O)C(=O)NCc2cccs2)c(C)c1,0.2195,"[-0.004954, -0.099631]",0.13768116,1.0
128,CCOC(=O)CC(NC(=O)c1ccc(N=NN(C)C)cc1)C(=O)OCC,0.2269,"[-0.004954, -0.099631]",0.23478261,0.13533528
129,COc1ccccc1N(C)S(=O)(=O)c1ccc(C(=O)OCC(=O)N2CCCCCC2)cc1,0.2303,"[-0.008094, -0.099631]",0.14184397,1.0
130,O=C(NC1CCCC1)C(c1ccc(F)cc1)N(Cc1ccc(Cl)cc1)C(=O)CCl,0.2303,"[-0.008094, -0.099631]",0.15909091,1.0
131,Cc1cccc(S(=O)(=O)NC(=O)C2(C)CCN2C(=O)C2(c3ccc(Cl)cc3)CC2)c1,0.2303,"[-0.008094, -0.099631]",0.10869565,1.0
132,Cc1ccccc1NC(=S)NC(=O)COc1ccccc1C,0.2303,"[-0.008094, -0.099631]",0.07258065,1.0
133,O=C(NC1CC1)c1cc(=O)c2ccccc2o1,0.2303,"[-0.008094, -0.099631]",0.09174312,1.0
134,CCN(CC)S(=O)(=O)c1ccc(Cl)c(NC(=O)c2ccc(C#N)cc2)c1,0.2303,"[-0.008094, -0.099631]",0.09230769,1.0
135,Cc1ccc(NC(=O)c2ccco2)c([N+](=O)[O-])c1,0.2303,"[-0.008094, -0.099631]",0.05217391,1.0
136,Cc1cccc(C(=O)Nc2ccccc2O)c1,0.2303,"[-0.008094, -0.099631]",0.05309735,1.0
137,CCN1CCN(C(=O)c2c(C)nn(-c3ccc(F)cc3)c2-n2cccc2)CC1,0.2303,"[-0.008094, -0.099631]",0.08633094,0.13533528
138,CCOc1ccc(NC(=O)N2CCC(NC(=O)C(Cc3ccccc3OC)NC(C)=O)CC2)cc1,0.2346,"[-0.008094, -0.099631]",0.1971831,1.0
139,Cc1c(Cl)cccc1NC(=O)CCNc1ccc(C#N)cn1,0.2346,"[-0.008094, -0.099631]",0.05555556,1.0
140,O=C(NCc1ccc(F)cc1)c1cc(S(=O)(=O)N2CCCCC2)c[nH]1,0.2346,"[-0.008094, -0.099631]",0.11811024,1.0
141,O=C(NCc1nnc(SCC(=O)N2CCCCC2)o1)c1ccc(F)cc1,0.2346,"[-0.008094, -0.099631]",0.13178295,1.0
142,CC(=O)NC(C)Cc1ccc(C#Cc2cnc(OCC3CC3(F)F)nc2)cc1,0.2346,"[-0.008094, -0.099631]",0.09558824,1.0
143,COc1ccc(NC(=S)N2CCC(NC(=O)c3ccccc3C)CC2)cc1,0.2346,"[-0.008094, -0.099631]",0.12121212,1.0
144,Cc1ccc(C)c(NS(=O)(=O)c2cc(C(=O)NCCSC3CCCCC3)ccc2C)c1,0.2346,"[-0.008094, -0.099631]",0.17037037,1.0
145,CC(=O)c1ccc(C)cc1OCc1cn(CC(=O)NC23CC4CC(CC(C4)C2)C3)nn1,0.2346,"[-0.008094, -0.099631]",0.15942029,1.0
146,CCc1cc(C(C)=O)c(O)cc1OCc1cccc(C(=O)O)c1,0.2346,"[-0.008094, -0.099631]",0.11666667,1.0
147,Cc1cc(C)cc(OCC(=O)NNC(=O)CCC(=O)NCc2ccccc2)c1,0.2346,"[-0.008094, -0.099631]",0.11940299,1.0
148,CCOc1ncccc1C(=O)OCC(=O)c1ccc(C)c(C)c1,0.2346,"[-0.008094, -0.099631]",0.125,1.0
149,CCN(CC(=O)NCc1ccc(Cl)cc1)S(=O)(=O)c1ccc(NC(C)=O)cc1,0.2346,"[-0.008094, -0.099631]",0.10447761,1.0
150,Cc1cccc(NC(=O)COC(=O)CCc2ccc(S(=O)(=O)N3CCOCC3)cc2)c1C,0.2346,"[-0.008094, -0.099631]",0.14184397,1.0
151,Cc1ccc(S(=O)(=O)N2CCC(C(=O)OCC(=O)NC(C)c3ccc(F)cc3)CC2)cc1C,0.2346,"[-0.008094, -0.099631]",0.17391304,1.0
152,Cc1cc(C(=O)CS(=O)(=O)c2ccc(F)cc2)cc(C)c1OC(=O)N(C)C,0.2346,"[-0.008094, -0.099631]",0.09160305,1.0
153,CN1C(=O)NCc2c(NC(=O)NC3CCOc4cc(OC(F)(F)F)ccc43)cccc21,0.2346,"[-0.008094, -0.099631]",0.08965517,1.0
154,CCN(CC)C(=O)c1ccc(CNS(=O)(=O)c2cccc(Cl)c2)cc1,0.2346,"[-0.008094, -0.099631]",0.1023622,1.0
155,Cc1onc(-c2ccccc2)c1COc1ccc(C(=O)NC2CN(C(=O)OC(C)(C)C)C2)cn1,0.2346,"[-0.008094, -0.099631]",0.10666667,0.13533528
156,CCc1ccc(C=NNC(=O)Nc2c(C)cccc2C)cc1,0.2346,"[-0.008094, -0.099631]",0.07258065,1.0
157,Cc1ccc(C(=O)NCc2occc2C(=O)O)o1,0.2346,"[-0.008094, -0.099631]",0.1,1.0
158,Cc1ccc(CNC(=O)c2oc3ccc(S(=O)(=O)N4CCCC(C)C4)cc3c2C)cc1,0.2346,"[-0.008094, -0.099631]",0.12857143,0.13533528
159,CN(C)C(=O)c1ccc(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)c(Cl)c1,0.2346,"[-0.008094, -0.099631]",0.06299213,1.0
160,COc1ccccc1C(=O)Nc1ccc(OCC(=O)N2CC(C)CC(C)C2)cc1,0.2346,"[-0.008094, -0.099631]",0.14179104,1.0
161,COc1ccccc1NC(=O)N(C1CCCC1)C1CCN(C(C)=O)CC1,0.2346,"[-0.008094, -0.099631]",0.19834711,0.13533528
162,COC1CCC(NC(=O)c2n[nH]cc2NC(=O)c2cc3ccccc3o2)CC1,0.2346,"[-0.008094, -0.099631]",0.12592593,0.13533528
163,CC(C)N1CCC(Oc2ccc(OCc3ccccc3Cl)c(CN(C)C)c2)C1,0.2346,"[-0.008094, -0.099631]",0.10294118,1.0
164,COc1ccc(NC(=O)CN2CCC(NC(=O)c3ccco3)CC2)c([N+](=O)[O-])c1,0.2346,"[-0.008094, -0.099631]",0.14179104,1.0
165,CN(CC(=O)NCc1ccccc1F)S(=O)(=O)c1ccc(Cl)cc1,0.2346,"[-0.008094, -0.099631]",0.0703125,1.0
166,COc1ccc(C(=O)Nc2ccccc2NC(=O)NCC2CCN(c3ccncc3)CC2)cc1,0.2346,"[-0.008094, -0.099631]",0.11842105,0.13533528
167,COc1ccccc1C(=O)NCCC(=O)N1CCCCC1,0.2346,"[-0.008094, -0.099631]",0.16964286,0.13533528
168,CCOc1ccc(CC(NC(=O)c2cccc(N)c2Cl)C(O)C(=O)N2CCC(C)(C)C2C(=O)NCc2c(C)cccc2C)cc1,0.2346,"[-0.008094, -0.099631]",0.16071429,0.13533528
169,CCOC(=O)c1cc(OC)c(OC)cc1NC(=O)c1ccc(O)c(N)c1,0.2346,"[-0.008094, -0.099631]",0.136,1.0
170,CCN(CC)c1ccc(NC(=O)c2cccc(OC)c2)c(C)c1,0.2346,"[-0.008094, -0.099631]",0.09756098,1.0
171,COc1ccc(Cl)cc1NC(=O)CN(C)CC(=O)NCc1ccc(F)cc1,0.2346,"[-0.008094, -0.099631]",0.09774436,1.0
172,O=C(CNC(=O)c1cccc(Br)c1)NN=Cc1cccnc1,0.2346,"[-0.008094, -0.099631]",0.06349206,1.0
173,COc1ccc(CNC(=O)CC(C)=NNC(=O)C23CC4CC(CC(C4)C2)C3)cc1,0.2346,"[-0.008094, -0.099631]",0.16666667,0.13533528
174,Cc1ccc(S(=O)(=O)NC(=O)COc2ccccc2C)c(C)c1,0.2346,"[-0.008094, -0.099631]",0.08943089,1.0
175,CCOC(=O)C(C)(C)Oc1ccc(N(CC2CCCC2)C(=O)Nc2nccs2)cc1,0.2532,"[-0.008094, -0.099631]",0.21875,1.0
