BO Iteration,Selected SMILES,EI,Objective Value
21,CCc1nc(C(=O)N2CCOC3(CCN(Cc4ccc(Cl)cc4)CC3)C2)cs1,0.2817,0.3058
22,CC(=O)NCC(=O)CN1CCN(CCc2ccc(-c3ncsc3N)cc2)CC1,0.2817,0.3443
23,Cc1cncc(NC(=O)c2ccc(CN3CCC(O)C3)cc2)c1,0.2822,0.3238
24,Cc1cc(C(=O)NC2CC2)ccc1N1CCN(Cc2cc(C)c3c(c2)NC(=O)C(C)O3)CC1,0.2818,0.362
25,Cn1cc(C#N)cc1C(=O)Nc1ccc(CN2CCOCC2)cn1,0.2832,0.292
26,COCc1ccc(CN2CCCC(C(=O)c3sccc3C)C2)o1,0.2829,0.3636
27,O=C(O)C1CN(Cc2ccc(-c3cc4cc(OCC5CC5)ccc4o3)c(F)c2)C1,0.2842,0.1343
28,CCc1ccc(N2CC(C(=O)N3CCCC3)CC2=O)cc1,0.2825,0.1372
29,CC(=O)c1cc(CN2CCC(n3nccc3NC(=O)c3ccccc3C)CC2)cs1,0.2825,0.1324
30,CCN1CCN(CCNC(=O)c2ccc(C[S+]([O-])c3ccc(Cl)cc3)o2)CC1,0.2815,0.3197
31,O=C(NCc1ccccc1)c1cnc(N2CCN(CC3CCCOC3)CC2)nc1NC1CC1,0.2783,0.3355
32,Cc1ccc(C(=O)NCC(c2ccc(F)cc2)N2CCOCC2)cc1S(=O)(=O)N1CCOCC1,0.2789,0.3131
33,CCOC(=O)c1c(C)oc2nc(Nc3cccc(C)c3)nc(N3CCOCC3)c12,0.2788,0.1338
34,CC1CN(C(=O)N2CCC(C(=O)NCCCc3ccccc3)CC2)c2cc(Cl)ccc2O1,0.2784,0.3846
35,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CC2CCN(C(=O)CCCN)CC2)CC1,0.2783,0.1464
36,O=C(NCCc1ccc(F)cc1)NC1CCCc2c1cnn2CCO,0.278,0.3423
37,Cc1noc(C(C)C)c1C(=O)NCC1CCCN1Cc1ccccc1,0.2787,0.381
38,CCCN1CCCC1C(=O)NCc1ccc(C(=N)N)cc1,0.2787,0.1522
39,O=C(NC1CCCc2cc(CN3CCCCC3)ccc21)C(O)C(O)CS(=O)(=O)c1cccc(Cl)c1,0.2774,0.3754
40,CC(C)CN(Cc1cc2c(cc1Cl)OCCCO2)C(=O)C1CCN(Cc2ccccc2)C1,0.2793,0.3632
41,CC1=C(C(=O)N(C(C)C)C(C)C)CC(CC(=O)NCC2CCCCC2)C(=O)N1Cc1ccc(C(C)(C)C)cc1,0.2791,0.1695
42,COCc1ccc(C(=O)N2CCOc3ccc(CN4CCN(c5ccc(F)cc5)CC4)cc3C2)o1,0.2792,0.1049
43,O=C(NCCCN1CCCC1=O)C1CCN(S(=O)(=O)c2cccc(Cl)c2Cl)CC1,0.2782,0.139
44,CCNC(=O)C(c1ccccc1)N1CCN(c2ccc(NC(=O)C(CC)CC)cc2C#N)CC1,0.2765,0.3895
45,CCC(C)C(C(=O)NC1CCOC(c2nc(C(=O)NCCc3ccccc3)cs2)C1)N(C)C,0.2778,0.414
46,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CN1CCOCC1)C(=O)C1(C)CO1,0.2794,0.162
47,CCN(CC)S(=O)(=O)c1ccc(N2CCOCC2)c(NC(=O)c2ccc(O)nc2)c1,0.2763,0.3625
48,CCC(N=C(O)c1cc(C(=O)NCC2CC2)n2c1COCC2)c1ccccc1Cl,0.2765,0.3989
49,CC(C)c1ccccc1OCCN1CCC(NS(=O)(=O)c2cccc(Cl)c2)C1,0.2774,0.3455
50,CCc1cc(C(=O)NC(Cc2cccc(Cl)c2)C(=O)NCC#N)n(C)n1,0.278,0.3549
51,CCOC(=O)NC1CCc2ccc(OCCNS(=O)(=O)CC3CC3)cc2C1Cc1cccc(Cl)c1,0.2782,0.4054
52,CC(C(=O)NCCN)N1CCC(NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,0.2801,0.3443
53,COC(=O)c1c(NC(=O)CCCOc2ccccc2)sc2c1CCC(C)C2,0.2795,0.3721
54,CC(C)(C)C1CCc2c(sc(NC(=O)c3cccc(Cl)c3)c2C(=O)NCc2ccco2)C1,0.2815,0.1222
55,CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2,0.2796,0.3497
56,CCOC(=O)c1c(OC2CCCCC2C)cc(CCc2ccccc2)[nH]c1=O,0.2795,0.4561
57,CCOC(=O)c1cnc2n(c1=O)C(C)CCC2=NNc1ccccc1,0.2802,0.381
58,CCOC(=O)NCCNC(=O)c1cc2ccccc2nc1N1CCCC1,0.2805,0.4324
59,CCOC(=O)C=CC(=O)Nc1ccccc1CCCN1CCC23CCCCC2C1Cc1ccc(O)cc13,0.2823,0.4502
60,CCOC(=O)C1CCC(=O)N1CC(=O)NCCN1CCN(c2ccccc2OC(C)C)CC1,0.2835,0.1741
61,O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc2ccc(O)cc2oc1=O,0.284,0.1277
62,CCOC(=O)c1cc2c(nc1N=C(S)Nc1ccccc1)CC(C)(CC)OC2,0.2811,0.3693
63,CCc1cc2cc(C(=O)C3CCC(OC)CC3)ccc2nc1Cl,0.2817,0.3651
64,CCNC(=O)C1(C)CCCN(Cc2cccc3c(OC)cc(C(=O)OCC)cc23)C1,0.2826,0.4385
65,CCc1ccccc1NC(=O)Oc1ccc2c(c1)C1(C)CCN(C)OC1N2C,0.2831,0.3208
66,CCOc1cc(NC(=O)N2CCC(O)(CC(CC)CC)CC2)cc(Oc2ccc(F)cc2)c1,0.2834,0.3832
67,CCOC(=O)C1(Cc2cccc(OC)c2)CCN(Cc2cnc(SC)nc2)CC1,0.285,0.3752
68,CCCOc1nccc(N2CCC(Oc3ccc(C(C)NC(C)=O)cc3)C2)c1F,0.2858,0.3878
69,CCC1CN2CCC1CC2C(O)c1cc(N2CCCC(C(=O)N(CC)CC)C2)nc2ccc(OC)cc12,0.2868,0.435
70,CCN1CCC(N(Cc2cccc(OC)c2)C(=O)Nc2ccc(C)cc2Cl)CC1,0.288,0.3766
71,CCC(Cc1cc(CNC(=O)c2ccc(C34CC5CC(CC(C5)C3)C4)cc2)c(OC)cc1F)C(=O)O,0.2871,0.4206
72,CCCCOc1cc(NC(=O)NC2CCc3ccccc32)ccc1OC,0.2886,0.3508
73,CCOC(=O)c1cnc2ccc(OC)cc2c1NCCc1ccccc1,0.2881,0.1198
74,CCNC(=O)C1CC(n2cnc3c(NC(CC)Cc4sccc4Cl)ccnc32)C(O)C1O,0.2877,0.1386
75,CCN(Cc1cc(C(F)(F)F)ccc1-n1cc(CC(=O)O)c2ccc(C3CC3)nc21)C(=O)C1CC1,0.2864,0.1433
76,CCOC(=O)C=CC(CC1CCNC1=O)NC(=O)C(Cc1ccc(F)cc1)OC(=O)C(NC(=O)c1cc(C)on1)C(C)C,0.2848,0.4244
77,Cc1ccc(F)cc1C(=O)N1CCCCC1c1cc(C(=O)NC(C)C)no1,0.2869,0.4212
78,COc1ccc(F)cc1C(=O)C1CCCN(Cc2ccc(C)s2)C1,0.2885,0.3478
79,CCOc1cc(C(=O)OCC(=O)Nc2cc(C)on2)ccc1OCC(C)C,0.2878,0.3868
80,COc1ccc(C(=O)NCc2cc(C(C)C)no2)cc1OCC1CCC1,0.2894,0.3899
81,CCc1cnc(CNc2ccc(C(=O)N3CCCC(C)C3)cc2C)o1,0.289,0.381
82,Cc1cc(C)c(S(=O)(=O)N2CCCOC2CNC(=O)C(=O)NCc2cccs2)c(C)c1,0.2879,0.3711
83,CCC1OCC(=O)C1NC(=O)C(CC1(C)CCCC1)NC(=O)c1cccc(S(=O)(=O)NC)c1,0.2889,0.1572
84,CC(Oc1ccc(Cl)cc1CN1CCN(C(=O)Cc2ccc(Cl)cc2)C(C)C1)C(=O)O,0.2868,0.3821
85,CCOC(=O)N1CCN(Cc2nc3cc(NC(=O)C(C)C)ccc3n2C)CC1,0.2875,0.4382
86,CCCN1CCN(CC2=C(C(=O)OCC)C(c3ccc(OC(C)C)cc3)NC(=O)N2)CC1,0.2863,0.1577
87,CC1CCC(C2=CCC(N(CCN3CCCC3)C(=O)Nc3ccc(F)c(Cl)c3)CC2)S1,0.2854,0.139
88,CCCNC(=O)N1CCc2cc(OC)c(OC)cc2C1c1ccccc1,0.2851,0.3522
89,CCOc1cc(C(=O)Nc2cc(OC)cc(OC)c2)ccc1OCC(=O)N1CCOCC1,0.2854,0.3753
90,Cc1occc1C(=O)NCC(=O)NCCOc1ccc2c(c1)CCC2,0.2851,0.3549
91,CCOc1ncccc1C(=O)OCC(=O)c1ccc(C)c(C)c1,0.2858,0.3536
92,CC(C)CC(CO)NC(=O)c1ccc(NC(=O)N2Cc3ccc(F)cc3C2)cc1,0.2855,0.3665
93,C=CCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)c2cc(OCCO)cc(-c3ccccc3)n2)CC1,0.2857,0.4096
94,CC(=O)N1CCCc2cc(-c3cncc(C(C)N=C(C)O)c3)cnc21,0.2859,0.3578
95,COc1ccccc1C(=O)Nc1cc2c(cc1C(C)C)CCC1C(C)(C(=O)O)CCCC21C,0.2862,0.4068
96,CC12CCC3c4ccc(C(=O)NCC5(C(=O)O)CCOCC5)cc4CCC3C1CC=C2c1cncc(F)c1,0.288,0.3634
97,CCC(NC(=O)N1CC(=O)NCC(Cc2cc(Cl)ccc2OC)C1=O)c1cncc(C(=O)O)c1,0.2875,0.3819
98,NCc1ccc(Cl)cc1CN=C(O)C1CCCN1C(=O)C1(O)CCc2cccnc21,0.2884,0.3612
99,CCC(=O)N1CCOc2c(cc(-c3cccc(Cl)c3)cc2OC)C1,0.2881,0.3074
100,CC(C)C(O)C(=O)N1CC(OCCCc2ccccc2)CC1C(=O)NC(CC(F)F)C(=O)NCCc1c(F)cc(C(=O)O)cc1F,0.2879,0.4238
101,CC(C)Oc1cc(C(=O)O)cc(NC(=O)c2nc3c(s2)CN(C(C)C)CC3)c1CCC(=O)Nc1ccc(Cl)cc1,0.2896,0.1468
102,Cc1cc(O)cc(C)c1CC(N)C(=O)N1Cc2ccccc2CC1CN=C(N)N,0.2881,0.3321
103,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1CCOc2ccc(OC3CCCC3)cc21,0.2883,0.4082
104,CCC(CC)COC(=O)C1(C(=O)O)Oc2ccc(CC(C)NCC(O)c3cccc(Cl)c3)cc2O1,0.2897,0.3882
105,CCc1cc(C(C)=O)c(O)cc1OCc1cccc(C(=O)O)c1,0.2901,0.3416
106,CCCCNC(=O)C1CCCN(C(=O)c2ccc(O)c(-c3ccc(Cl)c(Cl)c3)c2)C1,0.2883,0.4067
107,CCC(=O)CCCCCC(NC(=O)C1CN(C)C1)c1ncc(-c2cnc3ccccc3n2)[nH]1,0.2889,0.1327
108,Cc1cc2c(cc(C(=O)OC(C(=O)NCC3CCCO3)C(C)C)n2C)o1,0.2883,0.4264
109,O=C(Nc1cc(Cl)cc(Cl)c1)C(NCC1CCCO1)c1ccccc1,0.2891,0.3027
110,CCOc1cccc(-c2ccc(C3CCN(S(=O)(=O)C(C)(C)C(=O)NO)CC3)cc2C)c1,0.2883,0.4007
111,Cn1cc(-c2cccc(CNC(=O)N3CCCC3CO)c2)cn1,0.289,0.3506
112,Cc1cc(C#N)ccc1C1=CCN(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)OCC3CCCN3)CC2)CC1,0.2891,0.1417
113,Cc1cccc(OCCNC(=O)c2cc(C3CC3)nc3c2cnn3C(C)C)c1,0.2894,0.1358
114,COc1cc(C=NNC(=O)c2ccc(O)cc2)ccc1OCC(=O)N1CC(C)OC(C)C1,0.2885,0.3548
115,CCC(CC)C(=O)Nc1cc(NC(=O)C=Cc2ccc(O)c(O)c2)ccc1O,0.2889,0.3358
116,COC(=O)C=Cc1cccc(N(Cc2cc(OC)cc(OC)c2)C(=O)C2CCCCC2)c1,0.2887,0.4068
117,COc1ccc2oc(C(=O)OCC(=O)N3CCCC(C)C3)c(C)c2c1,0.2882,0.4066
118,COc1cccc(NS(=O)(=O)c2ccc3c(c2)CCCN3C(C)=O)c1,0.289,0.332
119,COc1cc(C(=O)O)ccc1Cn1ccc2ccc(NC(=O)OC3CCC3)cc21,0.2882,0.1427
120,CCOc1ccccc1NC(=O)C(CC(C)C)NC(=O)C1CCC(C)CC1,0.2878,0.1752
121,COC(=O)C1(CNC(=O)c2cc(OC)cc(OC)c2)CCN(Cc2ccc(OC)cc2)CC1,0.2875,0.3511
122,COc1ccc(CN(C)CC2CCCN(CCc3ccccc3C)C2)cc1O,0.2873,0.3443
123,Cc1ccc(S(=O)(=O)N2CCC(C(=O)OCC(=O)NC(C)c3ccc(F)cc3)CC2)cc1C,0.2871,0.417
124,CCOC(=O)C(=O)N(c1ccc(F)cc1)C1c2cc(C#N)ccc2OC(C)(C)C1O,0.2876,0.3651
125,CCN1CC(C(=O)N2CC(C)C(O)(c3ccc(F)cc3F)C(C)C2)C(c2ccc(F)cc2F)C1,0.2882,0.3401
126,CCOC(=O)C(C(=O)NCc1ccc(F)cc1)c1ncc(C(F)(F)F)cc1Cl,0.2879,0.3735
127,O=C(COC(=O)c1ccc(Br)o1)NC1CCCc2ccccc21,0.2869,0.3636
128,CC(=O)c1cccc(C2=CC3=CC(=O)OC34CC2N2CCCCC24)c1,0.2868,0.1351
129,Cc1cc(C(=O)N(CC(C)C)CC(O)c2ccc(F)cc2)[nH]n1,0.2865,0.3136
130,Cc1ccc(C(=O)N2CCCC(CCC(=O)NCc3ccccc3F)C2)cn1,0.2864,0.3794
131,CCOc1ccc(CCNC(=O)C2Cc3ccccc3N2C(=O)CC)cc1OCC,0.2865,0.3944
132,NC(CC(=O)N1N=CCC1C(=O)OCc1ccccc1)Cc1cc(F)c(F)cc1F,0.2872,0.3393
133,C=CCN1C=C(C(=O)OCC)C(c2ccc(O)cc2)C(C(=O)OCC)=C1,0.287,0.1483
134,Cc1ccc(F)cc1NC(=O)C1CCCN1C(=O)C(C)C,0.2865,0.163
135,CCC(CO)NCc1cccnc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2Cl)NC(=O)CCN)CC1,0.2869,0.3792
136,CCOC(=O)CCNC(=O)C1CC(NC(=O)c2cc(CC)nn2C)CN1C(=O)c1coc2ccccc12,0.2861,0.164
137,CCC(=O)c1ccc(OCC(=O)N2CCc3cc(OC)c(OC)cc3C2)cc1,0.2858,0.3575
138,COc1cccc(C#Cc2ccc3c(c2)OC(CN(C)C)C(C)CN(C(C)CO)S3(=O)=O)c1,0.2855,0.3194
139,COc1cc(C)c(CNCC(NC(=O)c2cc(C)on2)c2ccc(F)cc2)cc1C,0.2854,0.1017
140,CC(O)CCc1ccc2c(c1)CCn1c-2cc(OCC2COCCO2)nc1=O,0.286,0.3549
141,CC(=O)N1CCCC(COc2ccc(-c3nc4cc(C(N)=O)ccc4[nH]3)cc2)C1,0.2857,0.1296
142,COc1ccc2c3c1OC1C(O)C(C=CCCCCc4ccccc4)(CO)CC4C(C2)N(C)CCC341,0.2854,0.3172
143,CCS(=O)(=O)Nc1cccc2c1CCC1C2c2cc(O)c(Cl)cc2CCN1C,0.2854,0.3589
144,CCCc1cc(=O)oc2c(C)c(OCC(=O)N3CCC(C(=O)O)CC3)ccc12,0.2849,0.4598
145,O=C(O)C1CCC(OCC2CC(F)CN2C(=O)Cc2ccc(NC(=O)N3CCc4ccccc43)c(Cl)c2)CC1,0.2843,0.4264
146,CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCc1ncc(C)cc1F)CC2,0.2843,0.1372
147,CCC(=O)N1CCN(c2ccc(Cl)cc2NC(=O)c2ccc(Br)o2)CC1,0.2832,0.341
148,CCCNC(=O)C1(C)CCN(C(=O)c2ccc3c(c2)CCO3)C1,0.283,0.1482
149,CC(C)Cn1cc2c3c(cccc31)C1CC(C(=O)OC(C)C(C)O)CN(C)C1C2,0.2825,0.4019
150,CC(=O)OC1(C)CCC(C)=CCCC2(C)C(CCC2C(C)CCCC(C)C)c2ccc(cc2C(C)O)C1,0.2839,0.1481
151,COc1cccc(CNC(=O)c2cc(S(=O)(=O)N3CCCC3)cn2C)c1,0.2834,0.3659
152,CC(=O)N1CCC(C(=O)N2CCC(C(=O)N(C)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(c3ccccc3C)C2)CC1,0.2833,0.3825
153,CCN1CCN(C(=O)NC(C(=O)NC2CN3CC(C#N)=C(C(=O)O)N3C2=O)c2ccccc2)C(=O)C1=O,0.2838,0.1404
154,CC(C)N1CCC(Oc2ccc(OCc3ccccc3Cl)c(CN(C)C)c2)C1,0.2835,0.3208
155,O=C(OCCC1CCn2cc([N+](=O)[O-])nc2O1)OCc1cccc(OC(F)(F)F)c1,0.2828,0.3151
156,CCCOc1cc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)ccc1N,0.2823,0.3536
157,CC(C)(C)CCNc1cc(NC2CCN(Cc3cccc(F)c3O)C2)ncn1,0.2829,0.3208
158,CCC(CO)Oc1cc(NCc2cccc(F)c2)c2ncn(C(C)C)c2c1,0.283,0.1194
159,CC(=O)Nc1c(Cl)cc(CNC(N)=NC(=O)C2C3CCC(C3)N2c2ccccc2)cc1Cl,0.2825,0.3873
160,COc1cc(CN2CCCC(C(=O)c3ccc(SC)cc3)C2)cc(Cl)c1O,0.2826,0.3495
161,COC(=O)C1=CCCN(CC2CCCCN2C(=O)Cc2ccc(Cl)c(Cl)c2)C1,0.2823,0.1484
162,NC1CN(c2cccnc2)CCC1c1cc(F)c(F)cc1F,0.2822,0.2357
163,COc1cc(C=NOCC2CC2C2CC2(C)CCC(O)c2cccs2)cc(OC)c1OC,0.2817,0.331
164,O=C(CN1CCc2sccc2C1)NN=Cc1ccc(O)c(O)c1,0.2818,0.2806
165,CC(C)(C)Nc1cc(C(=O)NC(Cc2ccccc2)C(O)CNC2CCOCC2)cc(N2CCCCS2(=O)=O)c1,0.2815,0.3965
166,CC(C)(CC1Cc2ccccc2C1)NCC(O)COc1cccc(C2CC3CC2C2C(C(=O)O)C32)c1,0.2823,0.3903
167,Cc1cc(=O)n(C(=O)C2CCc3ccccc3C2)o1,0.2831,0.3106
168,CC(C)=CCCC(C)=CCON=C1C2CCn3c(=O)n(-c4ccccc4)c(=O)n3C2C(O)C2OC12,0.2831,0.3547
169,CCCCC1(CC)CS(=O)(=O)c2cc(CNC(CO)C(=O)O)c(OC)cc2C(c2ccccc2)N1,0.2828,0.3882
170,COc1cc(C(F)(F)F)cc(C(F)(F)F)c1C(=O)NC1(c2ccccc2)CCCN(S(C)(=O)=O)C1,0.2824,0.3162
171,C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)O)Cc2ccccc2C1,0.2823,0.315
172,CC(C)c1cccc(C(C)C)c1OC(=O)NS(=O)(=O)N1CCc2ccccc21,0.2818,0.3482
173,COc1cc(OC)c(C2CCN(C)CC2)c(O)c1C(=O)C=Cc1ccccc1,0.2818,0.3455
174,C=C(C)C12CC(C)C34OC(Cc5ccccc5)(OC1C3C=C(COC(C)=O)CC1(O)C(=O)C(C)=CC14)O2,0.2815,0.125
175,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N1CCC(NC(=O)OC(C)(C)C)C1)c1ccc(NS(C)(=O)=O)c(F)c1,0.2817,0.3623
176,Cc1cc(F)ccc1CCC1CCN(S(=O)(=O)CC(C)(CC(C)c2ncc(F)cn2)N(O)C=O)CC1,0.2823,0.3651
177,CCCCOc1ccc(CC(CC)C(=O)O)cc1CNC(=O)c1ccc(C(F)(F)F)cc1,0.2817,0.3684
178,O=C(CN1c2nc(N3CC4CC3CO4)cc(=O)n2CCC1C(F)(F)F)c1ccc(OC(F)F)cc1,0.2813,0.3453
179,CN1C(=O)Cc2ccc(-c3csc(CC(C#N)NC(=O)C4NC5CCC4C5)c3)cc21,0.2818,0.3821
180,O=S(=O)(NC1C2CCC1Cc1cc(OCCN3CCOCC3)ccc1C2)c1ccc(Cl)s1,0.2822,0.3511
181,CN(C)CCC1(C#N)CCN(c2c(Cl)cncc2-c2ccc3c(c2)CS(=O)(=O)N3C)CC1,0.2819,0.2974
182,Cc1onc(C2CCC(F)CN2)c1COc1ccc(C(=O)NC(C)(C)CO)cn1,0.2819,0.3665
183,Cc1ccccc1CNC(=O)c1cncc(N2CC3CNCC3C2)c1,0.2827,0.3282
184,CC(C)Cc1cc2oc(N3CCC(C(=O)NC4CCCC(CO)C4)CC3)nc2cc1Cl,0.2817,0.4216
185,O=C(NCc1nc2ccccc2[nH]1)C1=CC(C2CC2)CC(OCCCCO)O1,0.2824,0.378
186,COC(C)(C)C(O)C(=O)N1C(C(=O)NCc2cc(Cl)ccc2-n2cnnn2)CC2CC21,0.2826,0.4659
187,CC(=O)c1nn(CC(=O)N2C(C(O)=NCC3CC3(Cl)Cl)CC3CC32)c2ccc(OCc3nccs3)cc12,0.2822,0.1571
188,CC(C)(C)OC(=O)NCC1CCC(CNC(=O)c2cc(N3CCC(CN)CC3)nc3ccccc23)CC1,0.2801,0.4069
189,CN=C(O)C(NC(=O)c1ccc(Br)c(OCC2CCCO2)n1)C(C)(C)C,0.2808,0.1446
190,NC(Cc1ccccc1)C(=O)N1CCCC1CC(=O)NCc1cc(Cl)ccc1-n1cnnn1,0.2802,0.1323
191,O=C(NCC1CCOCC1)c1cnc(Nc2cccc(OC(F)(F)F)c2)cc1C1CC1,0.2815,0.3227
192,COc1cccc(N2CCN(c3nc(C)cc(O)n3)CC2)c1,0.2804,0.2683
193,CCc1ncc(-c2ccc(CC(C#N)NC(=O)C3NC4CC3C3CC43)c(F)c2)s1,0.2796,0.3285
194,CCCS(=O)(=O)N1C2CCC1CC(Oc1ncnc(Oc3cccnc3C)c1C)C2,0.2796,0.3944
195,CC(C)(C)OC(=O)N1C2CCC1CC(Nc1ncnc(Oc3ccccc3Cl)c1[N+](=O)[O-])C2,0.2818,0.3846
196,COc1ccc(-c2oc(C3(C)CC3)nc2C)cc1S(=O)(=O)NC1CCC(O)CC1,0.2813,0.3562
197,CCCS(=O)(=O)NCc1ccc2c(c1)C(C(C)(C)c1ccc(Cl)cc1)NCC2,0.2812,0.322
198,COc1ccc(CNC(=O)C2CCCN(S(=O)(=O)N3CC(C)CC(C)C3)C2)c(OC)c1,0.2809,0.1524
199,O=C(NC1CCCC(O)C1)c1noc(-c2ccc(C(F)(F)F)cc2)c1CNCC(O)C(F)(F)F,0.2812,0.3511
