BO Iteration,Selected SMILES,EI,Objective Value
35,COc1cccc(NC(=O)CSc2ccccn2)c1,0.2643,0.1508
36,CCCn1cnc2c(N)nc3ccccc3c21,0.262,0.4344
37,Cc1ccc(CNc2nc(N)nc3ccccc23)cc1,0.2637,0.417
38,Cn1c(S)nnc1-c1sc2ccccc2c1Cl,0.262,0.4234
39,CNc1nccc2c1nnn2Cc1ccccc1F,0.262,0.3845
40,OCC1OC(n2cnc3c(NCC4=CCc5ccccc54)ncnc32)C(O)C1O,0.2629,0.0067
41,Cc1cc(NC(=O)CCn2nc(C)c3ccccc32)n(C(C)C)n1,0.2614,0.4472
42,CN(CCc1cccc2ccccc12)Cc1nc(N)nc(N(C)C)n1,0.2615,0.429
43,CCCC(=O)c1cnc2c(OC)cccc2c1Nc1ccc(N(C)C)cc1C,0.2625,0.4385
44,COCc1nc(N(C)C)ncc1C(=O)Nc1ccc(Cl)cc1,0.2646,0.1645
45,CCN(CC)CCCC(C)Nc1c(-c2ccc(OC)cc2)cnc2ccccc12,0.2644,0.4405
46,Nc1ccc2ccc3ccccc3c2c1,0.264,0.3904
47,Nc1ccc(-c2nnc(O)c3ccccc23)cc1N,0.2637,0.3862
48,Cc1cc(C(C)(C)C)ccc1C(C)NC(=O)Nc1cccc2cnccc12,0.2634,0.3892
49,CC(C)n1c(=O)c2ccccc2n1Cc1cn(Cc2cccnc2)nn1,0.2642,0.1432
50,CC(=O)N(C(C)=O)c1ccc(-c2nc3ccccc3s2)cc1C,0.263,0.4755
51,CCCN(CCC)CCNC(=O)c1cc(-c2ccc(Br)s2)nc2ccccc12,0.2651,0.4455
52,CCCn1nc2cc(C(=O)N(CC)c3ccc(OC)cc3)ccc2c1OCC,0.2646,0.4575
53,CON(C)C(=O)c1cc2c(Sc3ccc(C)cc3)cncc2s1,0.2659,0.4166
54,CNC(=O)c1cc2c(Oc3ccc(CO)cc3)cncc2s1,0.2668,0.3841
55,Cc1cc(C)n(-c2ccc(C(=O)Nc3nc4ccccc4s3)cc2)n1,0.2665,0.1531
56,CCCN(CCC)Cc1cc(=O)oc2ccc3ccccc3c12,0.2666,0.4491
57,O=[N+]([O-])c1ccc2c(c1)oc1ccccc12,0.2673,0.3867
58,CCN(CC)CCCN=c1cc(O)c2ccc3ccccc3c2o1,0.2669,0.4324
59,CCn1c(=O)c2cc(C(=O)N(C)CC(OC)OC)sc2c2ccccc21,0.2672,0.4916
60,CCN(CCCl)CCCCNc1c2ccccc2nc2ccc(OC)cc12,0.2677,0.4489
61,CCCN(CCC)C(=O)C(=O)c1c(-c2ccc(Cl)cc2)[nH]c2ccccc12,0.2675,0.5143
62,CCCN(CCC)C(=O)Cc1c(-c2cccs2)[nH]c2ccc(Cl)cc12,0.2686,0.4616
63,CCCN(CCC)c1c(C)nc(-c2ccc(OC)cc2CC)c2ccccc12,0.2703,0.4575
64,CCCCN(CCCC)CC(O)c1cc2ccccc2c2cc(F)ccc12,0.2702,0.419
65,Nc1cc2cn[nH]c2c2c1[nH]c1ccccc12,0.2694,0.1495
66,CCN(CC)C(=O)Cn1cc(S(=O)(=O)CC(=O)Nc2ccc(F)cc2F)c2ccccc21,0.2692,0.4618
67,CCN(CC)C(=O)c1cc(-c2ccccc2I)c2ccccc2n1,0.2689,0.4454
68,CCN(C(=O)COc1cc(=O)n(C)c2ccccc12)c1cccc(Cl)c1,0.2699,0.4791
69,CC(C)c1c(S(=O)(=O)c2ccc(OCCCNC(C)(C)C)cc2)c2ccccc2n1C,0.2701,0.4372
70,CC(C)(C)NC(=O)C(c1ccsc1)N(C(=O)Cc1c[nH]c2ccccc12)c1ccc(F)cc1,0.2714,0.1599
71,CCN(CC)CCNC(=O)c1cc2c(-c3cccc(OC)c3)nn(C)c2s1,0.2702,0.4525
72,CCN(CC)CCCOc1ccc(-c2nn(C(C)C)c(=O)c3ccsc23)cc1,0.2721,0.4159
73,CCN(CC)C(=O)CCn1c(=O)c(-c2ccc(OC)cc2)cc2c(OC)cc(OC)cc21,0.2715,0.4504
74,CCCCNC(=O)N1N=C(c2ccc(N)cc2)c2cc(OC)ccc2C1C,0.272,0.4629
75,CCN(CC)C(=O)C1Sc2ccccc2-c2c1c1cc(OC(F)(F)F)ccc1n2CCF,0.2719,0.1657
76,Cc1ccc(-c2ccc3c(c2)c(CC(N)=O)cn3CC(C)C)cc1,0.2702,0.4247
77,CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1,0.2693,0.4557
78,CCOc1ccc(-c2cc(OC)c3ccccc3n2)cc1OCC,0.2711,0.4763
79,COc1ccc(Cc2nn(C(C)(C)C)c(=O)c3ccccc23)cc1OC,0.2728,0.4382
80,CCn1c(SCC(=NO)c2ccccc2)nnc1-c1ccc(OC)c(OC)c1,0.272,0.4455
81,CCOC(=O)c1cc2c3ccccc3n(C)c2c(-c2cc(OC)c(OC)c(OC)c2)n1,0.272,0.1846
82,COc1ccc(C(=O)OCCc2cc3ccccc3c(=O)o2)cc1,0.2707,0.4979
83,COc1ccc2nc3c(C(O)=NCCN(C)C)cccc3cc2c1,0.2705,0.4115
84,CCN(CC)c1ccc(NC(=O)c2cccc(OC)c2)c(C)c1,0.27,0.1666
85,CCCCC(=NOC)c1ccc(-n2cnc3ccccc32)s1,0.2702,0.4415
86,CCC(Cn1nnc2ccccc2c1=O)NC(=O)Nc1ccc(C)cc1,0.2695,0.4454
87,CCCCn1c(=O)c2ccccc2c2cc(C(C)=O)ccc21,0.2694,0.4797
88,COc1ccc(-c2nn(C)c(=O)c3ccccc23)cc1NS(C)(=O)=O,0.2708,0.4324
89,O=C(O)c1nn(CCOc2cccc(Br)c2)c(=O)c2ccccc12,0.2709,0.4454
90,CCCc1cc2c(c(NC(C)=O)n1)c(=O)oc1ccccc12,0.2708,0.4683
91,CCCn1c2ccccc2c2cnn(CC(=O)OC)c(=O)c21,0.2723,0.5022
92,CCCCc1c(C)c2ccc(OCC(C)=O)cc2oc1=O,0.2717,0.1754
93,COc1ccccc1CNC(=O)Cn1nc(-c2ccc(F)cc2)oc1=O,0.2703,0.4454
94,COc1ccccc1Cn1c(SCC(N)=O)nc2c(oc3ccccc32)c1=O,0.27,0.1639
95,CCOP(=O)(Cc1ccc(-c2nc3cccc(O)c3s2)cc1)OCC,0.2696,0.429
96,Cc1cc2c(-c3ccc(S(=O)(=O)NCCO)cc3)ccnc2[nH]1,0.2698,0.393
97,CCC(C(=O)O)N1Cc2sc(-c3ccc(-c4cnn(C)c4)cc3)cc2S1(=O)=O,0.2691,0.1416
98,COCCN(C(=NO)c1ccc(C)nc1Oc1cccc2cnccc12)C(C)C,0.2682,0.4216
99,CCCc1cc(-c2nc(-c3ccnc(OCCOC)c3)cs2)ccn1,0.2678,0.4256
100,CCOc1ccc(-c2nnc(NC(=O)CCCOc3cccc(C)c3)o2)cc1,0.2683,0.4641
101,CCC(=O)NC(=S)Nc1ccc(-c2nc3ccc(C)cc3s2)cc1,0.2679,0.4115
102,Cc1ccc(C(C)C)c(OCc2ccc(-c3nnco3)cc2)c1,0.2684,0.3914
103,CCCCN(C(=O)c1ccc(C(F)(F)F)cc1)c1nnc(-c2ccc(CN(C)C)cc2)s1,0.2684,0.401
104,CC(COc1ccc2sc3ccc(OCC(C)CN(C)C)cc3c2c1)CN(C)C,0.2683,0.3915
105,CCOc1ccc2nc3c(O)n(CCc4ccc(OC)cc4)cnc-3c2c1,0.2682,0.1496
106,C[N+](C)(C)CCC(=O)NCc1cccc2cc3cccc(CNC(=O)CC[N+](C)(C)C)c3nc12,0.2687,0.433
107,CCc1ccccc1Oc1cc(C)ncc1CN(C)C,0.269,0.1682
108,CCCCN(CCCC)c1cc(=O)c2ccc3ccccc3c2o1,0.2686,0.4435
109,CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1ccc(Cc2ccsc2)cc1,0.2687,0.4392
110,COC(=O)c1ccc(S(=O)(=O)N(CCC(F)(F)F)c2sc3ccccc3c2C)cc1,0.2684,0.4822
111,COC(=O)c1cc2ccccc2c(=O)s1,0.2693,0.1849
112,CCC(C)=NNC(=O)c1[nH]c2ccc(C)cc2c1-c1ccccc1,0.2673,0.4783
113,CCCCN(C(=O)Nc1cc(-c2ccc(Cl)c(Cl)c2)sc1C(=O)O)c1ccccc1,0.2678,0.4785
114,CCCN(CCC)C(=S)NC(=O)c1ccc(-c2ccccc2)cc1,0.2691,0.1638
115,O=c1c2ccccc2c(Cc2nnc(-c3ccc(Cl)nc3)o2)nn1Cc1cnc(Cl)s1,0.2677,0.006946
116,COc1ccc(C2OC(c3ccncc3)=NN2C(C)=O)cc1OC,0.2689,0.4115
117,COC(=O)COc1cccc2c(=O)n(CC(=O)NCCc3ccc(OC)c(OC)c3)ccc12,0.2696,0.4723
118,COc1ccc(NC(=O)COC(=O)CNS(=O)(=O)c2ccc(C)cc2)c(OC)c1,0.2699,0.1714
119,O=c1cc(-c2ccncc2)c2cccc([N+](=O)[O-])c2[nH]1,0.2707,0.3682
120,CCCCCCC(C)(C)c1ccc(-c2cccc(C(=O)O)c2)c(O)c1,0.2681,0.1591
121,COc1c2ccc(OCCC(C)=CC(=O)C=C(C)C)cc2nc2occc12,0.2666,0.4419
122,CN(C)CCCOc1ccc(-c2nc3cc(C(N)=O)ccc3[nH]2)cc1,0.2665,0.4399
123,COC(=O)CCC(=O)N(C)c1cccc(OCc2ccc3ccccc3n2)c1,0.2666,0.496
124,COc1ccc(C(O)Cc2ccc3ccccc3n2)cc1OC,0.2688,0.4264
125,CCN(CCOC)C(=O)c1cc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc3ccccc23)ccc1C,0.2669,0.1709
126,C=CCn1c2ccccc2c(=O)c2cc(C#CCC(C)O)ccc21,0.2662,0.4
127,CC(C)=CCn1c2cc(=O)ccc-2nc2c(C(N)=O)cccc21,0.2666,0.43
128,COn1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cc21,0.2661,0.3862
129,O=C(CCCCl)NCCc1c(Sc2ccc(F)cc2)sc2ccc(F)cc12,0.2653,0.3863
130,COC(=O)CCC1N=C(c2ccccc2F)c2cc(Cl)ccc2N=C1NCCO,0.2659,0.4822
131,COc1ccc(NC(=O)CN(C)C2=NS(=O)(=O)c3ccccc32)cc1Cl,0.2671,0.481
132,Cc1cc(OCCCC(=O)NCCc2nnc3ccccn23)ccc1Cl,0.2677,0.4752
133,O=C(CCc1ccccc1)Nc1ccc2c(Cl)c(OCCBr)oc(=O)c2c1,0.269,0.4714
134,Cc1ccc(NC(=O)NCCOCCn2c(=O)oc3ccccc32)cc1C,0.2692,0.4919
135,NC(=O)c1cc2ccccc2n1Cc1ccc(Cl)c(Cl)c1,0.2705,0.4629
136,CS(=O)(=O)Nc1ccc(CCC(=O)NCCNc2ccc(Cl)c(Cl)c2)cc1,0.2716,0.1553
137,COc1ccc(C=NNC(=O)Cn2c(=O)c(C)nc3ccccc32)c(OC)c1,0.2714,0.4677
138,COc1cc(Cl)ccc1OCCNC(C)Cc1cc(C(N)=O)c2c(ccn2CCCO)c1,0.271,0.4488
139,CCCCOc1cc(NC(=O)NC2CCc3ccccc32)ccc1OC,0.2707,0.5062
140,COc1ccc(NC(=O)NC(C)c2ccccc2)cc1OCCC(C)C,0.2739,0.1685
141,Cc1cc(OCCCC(=O)NC2(C(N)=O)Cc3ccccc3C2)ccc1Cl,0.2721,0.5143
142,CCCc1c(OCCCOc2ccc3c(ccn3CC(=O)O)c2)ccc2c(C(F)(F)F)noc12,0.2727,0.1476
143,COc1ccc(C(=O)NCCCNC(=O)c2cc3ccccc3[nH]2)cc1OC,0.2715,0.496
144,COc1ccc(-c2csc(N)c2C(=O)NCc2ccncc2)cc1OC,0.2714,0.413
145,CCCC(=O)NCCC1CCc2c(OC)ccc3ccc(OC)c1c23,0.2713,0.4724
146,CCOc1ccc(CCNC(=O)C2Cc3ccccc3N2C(=O)CC)cc1OCC,0.2714,0.5058
147,CCC1c2ccccc2CN1CNC(=O)c1cc(Cl)c(N)cc1OC,0.2731,0.538
148,COC=C(C(=O)OC)c1ccccc1COc1cc(-c2ccc(Cl)cc2Cl)nn1C,0.2726,0.5078
149,COc1ccc(Cl)cc1NC(=O)CN(C)C(=O)c1cc2ccccc2cc1O,0.2742,0.4797
150,COc1cc(C2NC(=O)NC(C)=C2C(C)=O)ccc1OCc1ccccc1Cl,0.2748,0.5798
151,COc1cc(C(O)=NC(C)c2ccccc2Cl)ccc1-c1cn[nH]c1,0.2609,0.4616
152,COc1cc(C=CC(=O)NO)ccc1OCC(N)Cc1c[nH]c2ccccc12,0.2605,0.4557
153,O=C(O)c1ccc2c(c1)NC(=O)C(CSCc1ccccc1Cl)N2,0.2603,0.5
154,CC1NC(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2NC1=O,0.2622,0.5089
155,COc1ccc(CC2c3cccc(Cl)c3CCN2C)cc1OC,0.2629,0.4845
156,COc1ccc(C(=O)NC(CC(=O)O)c2ccccc2Cl)nc1-c1ccncc1,0.2629,0.4822
157,C=CCOC(CC=C)C1=CC(C)(C)Nc2ccc(-c3ccccc3OC)cc21,0.2625,0.4369
158,COc1cc(C=O)cc(Cl)c1OCc1ccc(C)cc1,0.2618,0.1726
159,O=C(CNC(=O)c1ccc(Cl)cc1Cl)OCN1C(=O)c2ccccc2C1=O,0.2613,0.4856
160,CCOP(=O)(c1ccc(OC)cc1)N1Cc2[nH]c3ccccc3c2CC1C(=O)NO,0.2601,0.1754
161,COc1ccc(Cl)cc1C1=C(Br)C(=O)N(CC(C)C)C1(O)Cc1ccccc1Br,0.2596,0.4472
162,Cc1nn(CC(=O)NCc2ccccc2Cl)c(C)c1[N+](=O)[O-],0.2591,0.1865
163,CCc1c(CC(N)=O)c2c(OCC(=O)O)cccc2n1Cc1cccc(Cl)c1,0.2592,0.4899
164,COc1ccccc1C=C(NC(=O)c1ccc(Cl)cc1Cl)C(=O)O,0.2594,0.1775
165,CC(C)CC(=O)Nc1ccc2nc(SCC(=O)N3CCc4ccccc43)sc2c1,0.2579,0.162
166,CCCN(CCC)c1nc(N)nc(-c2cc(Cl)ccc2OC)n1,0.2578,0.1666
167,CN1CCC(n2nc(-c3ccc4ccccc4c3)c(C(N)=O)c2N)CC1,0.256,0.1519
168,COc1ccc(CCOC(=O)Cc2ccc(SCc3ccccc3C(=O)O)cc2)cc1OC,0.2551,0.4982
169,COc1ccc(OC)c(CN2C(=O)c3ccccc3C2c2nnnn2C(C)C)c1,0.2552,0.1664
170,O=C(CCn1c(=S)oc2ccccc21)Nc1cc([N+](=O)[O-])ccc1F,0.2553,0.4195
171,C#CCOc1ccc(CCNC(=O)C(OCC#C)c2ccc(Cl)cc2)cc1OC,0.255,0.1589
172,N=C(N)SCc1cccc2c1sc1c(CSC(=N)N)cccc12,0.2545,0.393
173,Cc1ccc2[nH]c([S+]([O-])Cc3ccccc3N)nc2c1,0.2539,0.4311
174,CCOC(=O)Cc1csc(NC(=O)c2ccc3ccccc3n2)n1,0.2538,0.4979
175,CCOC(=O)Cc1nc(-c2cccc(Cl)c2)oc1-c1ccsc1,0.255,0.4714
176,CCOC(=O)C(=CNc1ccc(N(C2=NCC(C)S2)c2ccc(F)c(Cl)c2)cc1)C(=O)OCC,0.255,0.4872
177,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1I,0.256,0.2669
178,CC(=O)c1ccc(OCCCC(=O)Nc2cc(Cl)ccc2-n2cncn2)cc1,0.2542,0.4352
179,CCOC(=O)C=CC(=O)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.2536,0.4557
180,O=C1COc2ccc(C(=O)COC(=O)Cc3ccc(F)cc3)cc2N1,0.2542,0.4399
181,CCOn1c(=O)c(-c2ccc(Br)cc2)[n+]([O-])c2ccccc21,0.2541,0.4336
182,CC(=O)OCc1ccc2oc(=O)c(C(=O)Sc3cccc(Br)c3)cc2c1,0.2545,0.4364
183,CC1(C)CC(NC(=S)Nc2ccccc2Cl)c2cc(Br)ccc2O1,0.254,0.4472
184,CCC(CC)COC(=O)C1(C(=O)O)Oc2ccc(CC(C)NCC(O)c3cccc(Cl)c3)cc2O1,0.2548,0.4564
185,COc1cccc(N2C(=O)Nc3ccc(Br)cc3C2(O)C(=O)NCCN(C)C)c1,0.2553,0.4455
186,Cc1ccc2c(c1)N(CC(=O)NCC1COc3ccccc3O1)C(=O)CO2,0.2548,0.1613
187,O=C(Cc1cc(Br)cc(Br)c1OCCCN=C=S)Nc1ccccc1[N+](=O)[O-],0.2543,0.1652
188,CCC(C)NC(=O)c1nc(-c2ccccc2Cl)c2ccccc2n1,0.2541,0.4783
189,CCC(=C(CC)c1cccc(C(C)=O)c1)c1cccc(C(C)=O)c1,0.254,0.1652
190,O=C(Nc1nnc(SCc2cccc(Cl)c2)s1)c1ccccc1Cl,0.2535,0.4435
191,O=C(CCn1c(=O)c2cccn2c2cccnc21)NCc1cccc(Cl)c1,0.2537,0.1536
192,O=C(COc1ccccc1Cl)c1ccc(O)cc1O,0.2537,0.175
193,COCCOC(=O)c1c(C)oc2ccc(OC(=O)c3cccs3)cc12,0.2543,0.5252
194,COCCN=C(S)N(CCc1c(C)[nH]c2ccc(F)cc12)Cc1ccco1,0.2545,0.4402
195,CC1(C)OC(S)=Nc2ccc(-c3cccc(F)c3)cc21,0.2551,0.3565
196,CCc1ccc(OCCCC(=O)Oc2ccc3c(C)cc(=O)oc3c2)cc1,0.2544,0.4611
197,CCC(=O)Oc1ccc(COC(=O)Nc2ccncc2N)cc1,0.2537,0.1701
198,Cc1ccc(C2=C(CC(=O)O)C(c3cccs3)NC(S)=N2)cc1,0.254,0.4166
199,CC1(C)C=Cc2c(ccc3oc4cccc(Cl)c4c23)O1,0.2539,0.1495
