BO Iteration,Selected SMILES by EI,f1,f2,R2 Indicator
107,CC(C)(C)NC(=O)C1Cc2ccccc2CN1C(=O)Nc1cccc(Cl)c1,0.20634920634920634,1.0,0.1937
108,NC(Cc1ccccc1)C(=O)NC1CCC(=O)N(CC(=O)Nc2cccc(Cl)c2)C1=O,0.19708029197080293,1.0,0.1937
109,CC(=O)c1cccc(NC(=O)C2COc3ccccc3O2)c1,0.1864406779661017,1.0,0.1937
110,NC(=O)C1CCCN1Cc1cccc(NC(=O)c2cccs2)c1,0.16260162601626016,1.0,0.1937
111,O=C(CNc1cccc(Br)c1)Nc1ccccc1C(=O)O,0.1826086956521739,0.1353352832366127,0.1937
112,Cc1cccc(OC(C)C(=O)NC2CCS(=O)(=O)C2)c1C,0.16521739130434782,0.1353352832366127,0.1937
113,Cc1cc(OCCCC(=O)NC2(C(N)=O)Cc3ccccc3C2)ccc1Cl,0.2644628099173554,1.0,0.1532
114,CCCN1CCc2cccc3c2C1Cc1ccccc1-3,0.1724137931034483,0.1353352832366127,0.1532
115,C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)CC(C(N)=O)N(C(=O)c2ccccc2)C3)c1,0.1597222222222222,0.1353352832366127,0.1532
116,O=C(CN(Cc1ccccc1)CC1CCOCC1)Nc1nccs1,0.14728682170542637,1.0,0.1532
117,CN(CCc1ccccn1)C(=O)C1Cc2ccccc2CN1C,0.1721311475409836,1.0,0.1532
118,Cc1ccc2c(c1)N(CC(=O)NCC1COc3ccccc3O1)C(=O)CO2,0.19230769230769232,0.1353352832366127,0.1532
119,Cc1cccnc1NC(=O)c1cccc(S(=O)(=O)N2CCCC2)c1,0.14173228346456693,1.0,0.1532
120,O=C(CCC1CCN(Cc2ccncc2)CC1)Nc1ccccc1Cl,0.19047619047619047,1.0,0.1532
121,O=C(c1cc(COc2cccc3cnccc23)on1)N1CCCC(CCCO)C1,0.15714285714285714,0.1353352832366127,0.1532
122,O=C(CSc1nccn1Cc1ccccc1)NC1CCCC1,0.14516129032258066,1.0,0.1532
123,O=C(NC(CC1=CCCCC1)c1ccc2ccccc2c1)C(F)(F)F,0.13846153846153847,1.0,0.1532
124,[H]c1ccc(N2CCN(CC(=O)Nc3c([H])cc([H])c(C)c3[H])CC2)c(C#N)c1,0.15503875968992248,1.0,0.1532
125,CN1CCC(Oc2ccccc2Cc2ccc(Cl)cc2)CC1,0.1652892561983471,1.0,0.1532
126,CC1CCCN1CCc1ccc2ccccc2c1,0.1504424778761062,1.0,0.1532
127,Cc1cncc(NC(=O)c2ccc(CN3CCC(O)C3)cc2)c1,0.1349206349206349,1.0,0.1532
128,NC(=O)COc1ccccc1NC(=O)NC1CCN(Cc2ccc3cc(F)ccc3c2)C1,0.19014084507042253,0.1353352832366127,0.1532
129,CC(=O)N1c2ccccc2CC1C(=O)N1CCN(c2cccc(Cl)c2)CC1,0.18461538461538463,0.1353352832366127,0.1532
130,COc1ccc(C2CCCN2C(=O)c2cccs2)cc1,0.1440677966101695,1.0,0.1532
131,Cc1ccccc1C1CC(c2cccs2)=NN1S(C)(=O)=O,0.19298245614035087,1.0,0.1532
132,O=C(CCC1CC(=O)Nc2ccccc21)NCc1cccnc1,0.22033898305084745,1.0,0.1532
133,O=C(CN1N=C(c2ccccc2)CCC1=O)NCc1cccs1,0.16129032258064516,1.0,0.1532
134,CCNC1CC(Oc2ccccc2C)c2ccccc21,0.20535714285714285,1.0,0.1532
135,Cc1ccccc1CNC(=O)c1cncc(N2CC3CNCC3C2)c1,0.171875,0.1353352832366127,0.1532
136,Cc1ccccc1Oc1ccc(OCCSC#N)cc1,0.18421052631578946,0.1353352832366127,0.1532
137,Cc1nccc(CNC(=O)N(CCCO)C2CCc3ccccc32)n1,0.21138211382113822,1.0,0.1532
138,CCCCOc1cc(NC(=O)NC2CCc3ccccc32)ccc1OC,0.256198347107438,1.0,0.1532
139,CN(CCC#N)C(=O)CN(C1CC1)C1CCc2ccccc21,0.18803418803418803,1.0,0.1532
140,CC(C)CC1NCCc2ccccc21,0.19387755102040816,0.1353352832366127,0.1532
141,COC(=O)C1CCN(C(=NO)c2cccnc2Oc2ccccc2OC)CC1,0.1984732824427481,1.0,0.1532
142,COC(C(=O)N1CCC(CCC(=O)Nc2ccccc2)CC1)c1ccccc1,0.1791044776119403,1.0,0.1532
143,COc1ccccc1NC(=O)N1CCC(c2nc3ccccc3o2)CC1,0.16793893129770993,0.1353352832366127,0.1532
144,CC1CCCCN1C(=O)C(CCCN=C(N)N)NS(=O)(=O)c1cccc2c(N(C)C)cccc12,0.17123287671232876,1.0,0.1532
145,COc1ccccc1N(C(=O)C(C)OC)C1CCN(CCc2ccccc2)CC1C,0.18248175182481752,1.0,0.1532
146,CC(=O)c1ccc(S(=O)(=O)N2CCCC(N(C)CCc3ccccc3)C2)cc1,0.16417910447761194,1.0,0.1532
147,CN(C(=O)CCCOc1ccc2c(c1)CN1C(=N2)NC(=O)C1Cc1ccccc1)C1CCCCC1,0.20134228187919462,0.00033546262790251185,0.1532
148,O=C(NC(=Cc1ccc(Br)cc1)C(=O)N1CCOCC1)c1cccs1,0.12030075187969924,1.0,0.1532
149,CS(=O)(=O)N1CCC(NC(c2cccnc2)c2ccc(Cl)cc2F)CC1,0.12781954887218044,1.0,0.1532
