BO Iteration,Selected SMILES,f1,f2,R2 Indicator
0,Cn1ccnc1COc1ccc(CO)cc1,0.12844036697247707,0.1353352832366127,0.1951
1,Cn1cc(Nc2nccc(-c3ccc(N4CCC(C(N)=O)CC4)c(C#N)c3)n2)cn1,0.12413793103448276,0.1353352832366127,0.1951
2,O=C(NCCCO)c1cc(-c2ccco2)nc2ccccc12,0.175,1.0,0.1532
3,CCOC(=O)N1CCC(c2ccccc2)(c2nccn2Cc2ccc(F)cc2)CC1,0.17985611510791366,0.1353352832366127,0.1593
4,CCn1ncc(CNC(=O)CCCSc2nc(-c3ccco3)cc(C(F)(F)F)n2)c1C,0.16312056737588654,1.0,0.1593
5,NC(=NO)c1ccc(-c2cc(-c3cccc(C(N)=NO)c3)on2)cc1,0.12121212121212122,1.0,0.1593
6,CCCCOc1ccc(-c2ccc(C(=O)O)c(C)c2)cc1CNC(=O)c1ccc(C(F)(F)F)cc1F,0.1891891891891892,1.0,0.1532
7,CCc1cc(C(=O)Nc2nn[nH]n2)nc(-c2ccc(C)cc2)c1,0.1721311475409836,1.0,0.1532
8,O=C(O)c1ccc(NCc2ccc(O)cc2)cc1,0.12280701754385964,0.1353352832366127,0.1532
9,COc1ccc2cc(S(=O)(=O)Nc3ccc(-c4cccc(C(F)(F)F)c4)cc3)ccc2c1,0.12080536912751678,0.1353352832366127,0.1532
10,O=C(O)CCNC(=O)c1ccc(-c2cc(Cl)ccc2CNc2ccc(-c3ccccc3C(F)(F)F)cc2)cn1,0.16875,0.1353352832366127,0.1532
11,O=C(c1ccco1)N1CCN(C(=O)c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)CC1,0.1267605633802817,0.1353352832366127,0.1532
12,Cc1c(CCC(=O)O)c(=O)oc2c(C)c(OCc3ccc(Br)cc3F)ccc12,0.18461538461538463,1.0,0.1532
13,CCCCc1nc(CCCC)n(Cc2ccc(-c3cnccc3-c3nn[nH]n3)cc2)n1,0.13513513513513514,0.1353352832366127,0.1532
14,N=C(N)c1ccc(CCc2ccc3c(c2)CCN(CC(=O)O)C3=O)cc1,0.16279069767441862,1.0,0.1532
15,Cc1ccc(-c2cc(-c3nnc(SCC(=O)NCC(C)C)n3N)c3ccccc3n2)cc1,0.18309859154929578,0.1353352832366127,0.1532
16,CCOc1ccc(OCC)c(NC(=O)CSc2nnc(-c3cccnc3)o2)c1,0.18796992481203006,1.0,0.1532
17,COc1cccc(-c2cc(C(F)(F)F)n3ncc(C(=O)O)c3n2)c1,0.1532258064516129,1.0,0.1532
18,CCCCOc1ccc(CC(CC)C(=O)O)cc1CNC(=O)c1ccc(C(F)(F)F)cc1,0.18705035971223022,0.1353352832366127,0.1532
19,COc1ccc(NC(=O)c2ccc3nc(C)sc3c2)cc1,0.17094017094017094,1.0,0.1532
20,COc1ccc(CC(=O)Nc2ccc3c(c2)C(=O)N(CCC(=O)O)C3=O)cc1,0.183206106870229,1.0,0.1532
21,COc1ccc(CC(=O)Nc2nc3c(s2)CC(C)CC3)cc1,0.16666666666666666,1.0,0.1532
22,COc1ccc(NC(=O)C2=CC(c3ccc4c(c3)OCO4)=NS(=O)(=O)N2C)cc1,0.14388489208633093,0.1353352832366127,0.1532
23,COc1ccc(C(=O)CSc2nnc(CNc3ccc(C)cc3C)o2)cc1,0.17557251908396945,1.0,0.1532
24,COc1ccc(NC(=O)COC(=O)C2CCC2)cc1Cl,0.2222222222222222,0.1353352832366127,0.196
25,CCN(Cc1ccc(OCCN2C(=O)CCC2=O)c(OC)c1)C(c1ccc(Cl)cc1)C(C)(C)C(=O)O,0.2054794520547945,1.0,0.1743
26,CC(=O)c1ccc(OCCCC(=O)Nc2cc(Cl)ccc2-n2cncn2)cc1,0.1893939393939394,1.0,0.1743
27,C=CC(CC(=O)c1ccc(OC)cc1)c1cccc(O)c1,0.15254237288135594,0.1353352832366127,0.1743
28,O=C(O)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,0.13385826771653545,0.1353352832366127,0.1743
29,Cc1cc(OCCCC(=O)NC2(C(N)=O)Cc3ccccc3C2)ccc1Cl,0.2644628099173554,1.0,0.1532
30,Cc1cc(OCCCc2c(C(=O)O)[nH]c3cccc(Cl)c23)cc(C)c1Cl,0.24166666666666667,1.0,0.1532
31,Cc1ccc(C)c(NC(=O)CSc2n[nH]c(-c3ccncc3)n2)c1,0.15873015873015872,1.0,0.1532
32,CCn1c(C(=O)NCCN(C)C)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.16326530612244897,0.1353352832366127,0.1532
33,CCC(C)(Oc1ccc(CC(=O)Nc2cc(C)cc(C)c2)cc1)C(=O)O,0.2032520325203252,0.1353352832366127,0.1532
34,COc1ccc(-c2csc(NC(=O)CSCc3c(C)noc3C)n2)c(OC)c1,0.18181818181818182,1.0,0.1532
