BO Iteration,Selected SMILES,f1,f2,R2 Indicator
0,COc1ccc(C)cc1NC(=O)Cn1c(=O)oc2cc(S(=O)(=O)N3CCCCC3)ccc21,0.15172413793103448,0.1353352832366127,0.1532
1,Cn1cc(Nc2nccc(-c3ccc(N4CCC(C(N)=O)CC4)c(C#N)c3)n2)cn1,0.12413793103448276,0.1353352832366127,0.1532
2,C=CCNC(=S)NN=C1CCS(=O)(=O)c2ccccc21,0.14655172413793102,0.1353352832366127,0.1532
3,O=c1c2cc([N+](=O)[O-])ccc2n2n1Cc1ccccc1C2,0.15126050420168066,0.1353352832366127,0.1532
4,O=C(CN(CCNc1ccnc2cc(Cl)ccc12)C(=O)c1cnccn1)NC1CCCCC1,0.15333333333333332,0.1353352832366127,0.1532
5,Nc1ccc(S(=O)(=O)NCCCCc2c[nH]cn2)cc1,0.1452991452991453,0.1353352832366127,0.1532
6,CCc1cc(C(C)=O)c(O)cc1OCc1cccc(C(=O)O)c1,0.22807017543859648,0.1353352832366127,0.1532
7,Nc1cnc(-c2ccc(-c3cccnc3N3CCCC3=O)cc2F)cn1,0.10948905109489052,0.1353352832366127,0.1532
8,Cc1cc(C(=O)NC2CCCCC2C)c2ccccc2n1,0.1810344827586207,1.0,0.1532
9,CCN(CCCCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccccc1OC,0.18543046357615894,0.1353352832366127,0.1532
10,CCOC(=O)c1cc(-c2ccccc2)sc1NC(=O)COC,0.3113207547169811,0.1353352832366127,0.2542
11,COc1cc2nc(Nc3ccc(F)cc3)nc(NCCCCCN3CCCC3)c2cc1OC,0.13815789473684212,0.1353352832366127,0.2542
12,O=c1c2cccc(-c3nc4ccccc4nc3O)c2sn1C1CCCC1,0.13333333333333333,0.00033546262790251185,0.2542
13,Cc1cccc(NC(=O)c2cc([N+](=O)[O-])ccc2N2CCN(C)CC2)c1,0.1450381679389313,1.0,0.2542
14,O=C(NC1CCCCC1)c1ccc(-c2ccccc2)cc1,0.13934426229508196,1.0,0.2542
15,CC1CCCCN1C(=O)c1cc(Cl)ccc1[N+](=O)[O-],0.1415929203539823,0.1353352832366127,0.2542
16,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1Cl,0.1388888888888889,0.1353352832366127,0.2542
17,O=C(O)C1CCCC(c2ccc3ccccc3c2)O1,0.14782608695652175,1.0,0.2542
18,COc1ccc(CNc2nnc(N3CCC(OC)CC3)c3ccc(C#N)cc23)cc1Cl,0.1527777777777778,0.1353352832366127,0.2542
19,Cc1[nH]c2ccc(CNC(=O)c3ccc(CN4CCCC4)o3)cc2c1C,0.16030534351145037,0.1353352832366127,0.2542
20,O=[N+]([O-])CCc1nc(-c2ccccc2)no1,0.14953271028037382,0.1353352832366127,0.2542
21,C=CC1=C(C(=O)Nc2cccc(C)c2)C(c2ccc(OC)cc2)OC1,0.184,1.0,0.2542
22,COc1cccc(C(C(=O)NC2CCCC2)N(C(=O)c2ccco2)C2CC2)c1OC,0.17391304347826086,0.1353352832366127,0.2542
23,CC1CCCC(NC(=O)c2ccccc2Nc2ccc3c(C=Cc4ccccn4)n[nH]c3c2)C1,0.14193548387096774,0.00033546262790251185,0.2542
24,O=C(O)Cc1cccc(CCC2C3CCC(O3)C2c2nc(C(=O)NCCCCC3CCCCC3)co2)c1,0.13496932515337423,0.00033546262790251185,0.2542
25,CN(C(=O)c1ccc2c(c1)nc(NC(=O)c1cccnc1)n2CCC(N)=O)C1CCCCC1,0.1554054054054054,0.1353352832366127,0.2542
26,Cc1ccccc1CC(=O)NCC1CCCCC1,0.1834862385321101,0.1353352832366127,0.2542
27,Nc1ccc(C(=O)Nc2ccccc2N2CCCCC2)o1,0.15,1.0,0.2542
28,Cc1ccc(S(=O)(=O)N(CC(=O)OC(C)(C)C)Cc2ccc([N+](=O)[O-])s2)cc1,0.16030534351145037,0.1353352832366127,0.2542
29,O=C1NC(c2ccc(N3CCCCCC3)cc2)Nc2ccccc21,0.13846153846153847,0.1353352832366127,0.2542
30,CCc1ccc(C=NNC(=O)c2ccc(OCCN(C)C)cc2)cc1,0.1746031746031746,0.1353352832366127,0.2542
31,CC(C)CC(CO)NC(=O)c1ccc(NC(=O)N2Cc3ccc(F)cc3C2)cc1,0.15328467153284672,1.0,0.2542
32,COc1cc(NC(=O)C(C)F)cc(C(=O)Nc2ccccc2)c1,0.20512820512820512,0.1353352832366127,0.2542
33,CCOc1cc(C(=S)N2CCCC2)ccc1OCc1ccccc1,0.18548387096774194,1.0,0.2542
34,CCN1CCN(C(=O)c2c(C)nn(-c3ccc(F)cc3)c2-n2cccc2)CC1,0.15441176470588236,0.1353352832366127,0.2542
