BO Iteration,Selected SMILES by EHVI,f1,f2,R2 Indicator
86,CC(=O)c1ccc(S(=O)(=O)N2CCCC(N(C)CCc3ccccc3)C2)cc1,0.12781954887218044,1.0,0.11199170003924104
87,C=C1CCN(c2ccc(C(=O)NCc3ccccc3)cc2[N+](=O)[O-])CC1,0.08208955223880597,1.0,0.11199170003924104
88,CCOC(=O)Nc1ccc(N2CCN(C(=O)c3ccccc3)CC2)cc1,0.14960629921259844,1.0,0.11199170003924104
89,CC(=O)c1cc(CNC(=O)c2ccc(OP(=O)(O)O)cc2)ccc1OCC1CCCCC1,0.18382352941176472,1.0,0.11199170003924104
90,COc1cccc(NCc2ccc([N+](=O)[O-])s2)c1,0.042735042735042736,1.0,0.11199170003924104
91,CCCN(Cc1cccs1)C(=O)Nc1ccc(Br)cc1F,0.08333333333333333,1.0,0.11199170003924104
92,CC(O)(COc1ccccc1)C(=O)N1CCc2c(C#N)cccc21,0.07751937984496124,1.0,0.11199170003924104
93,COc1ccc(CC(=O)OCC(=O)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2N2CCCC2)cc1,0.13725490196078433,1.0,0.11199170003924104
94,O=C(NC1CCCc2cc(CN3CCCCC3)ccc21)C(O)C(O)CS(=O)(=O)c1cccc(Cl)c1,0.14093959731543623,1.0,0.11199170003924104
95,CC(=O)c1ccc(N(C(=O)c2ccco2)C(C(=O)NC2CCCC2)c2cccs2)cc1,0.1678832116788321,0.1353352832366127,0.11199170003924104
96,O=C(c1cc(=O)c2ccccc2[nH]1)N1CCC(Cc2ccccc2)CC1,0.09701492537313433,0.1353352832366127,0.11199170003924104
97,Cc1ccc(C)c(NC(=O)COC(=O)c2ccc(S(=O)(=O)N3CCCC3)cc2)c1,0.15151515151515152,1.0,0.11199170003924104
98,COc1ccc(N2CCN(S(=O)(=O)CCNC(=O)COc3cccc(OC)c3)CC2)cc1,0.11724137931034483,1.0,0.11199170003924104
99,COc1ccc(CC(=O)NC2CCN(Cc3ccccc3)CC2)cc1,0.125,1.0,0.11199170003924104
100,O=C(CCCOc1ccccc1)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,0.10218978102189781,1.0,0.11199170003924104
101,Cc1ccc(C)c(N(CC(=O)NC(C)(C)C)C(=O)CNC(=O)c2cccs2)c1,0.11363636363636363,1.0,0.11199170003924104
102,CC(C(=O)Nc1ccc(C#N)cc1)N(C)Cc1cccs1,0.0743801652892562,1.0,0.11199170003924104
103,O=C(O)C(Cc1ccc(-c2ccccc2)cc1)NC(=O)C1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1,0.1390728476821192,0.1353352832366127,0.11199170003924104
104,COc1ccc(CNS(=O)(=O)CCNC(=O)c2ccccc2)cc1,0.0859375,1.0,0.11199170003924104
105,COc1ccc(C2CCCN2C(=O)c2cccs2)cc1,0.10256410256410256,1.0,0.11199170003924104
106,Cc1cc(C)cc(OCC(=O)NNC(=O)CCC(=O)NCc2ccccc2)c1,0.11940298507462686,1.0,0.11199170003924104
107,CN(Cc1ccco1)C(=O)C1CCC(=O)N(CCc2cccc(F)c2)C1,0.10687022900763359,1.0,0.11199170003924104
108,CN=C(S)C1(c2cccnc2)CCCCC1CCNS(=O)(=O)c1ccc(Cl)cc1,0.11678832116788321,1.0,0.11199170003924104
109,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(OC3CCCC3)n2)cc1,0.1171875,1.0,0.11199170003924104
110,O=C(COC(=O)C1CCCN1C(=O)c1cccs1)NCCc1ccccc1,0.18253968253968253,1.0,0.11199170003924104
111,COc1ccc(CNS(=O)(=O)c2ccc3oc(C(=O)O)c(C)c3c2)cc1,0.0916030534351145,0.1353352832366127,0.11199170003924104
112,O=C(CCNC(=O)N1CC(=O)Nc2ccccc21)NCCc1cccc(F)c1,0.09420289855072464,1.0,0.11199170003924104
113,Cc1cccnc1NC(=O)c1cccc(S(=O)(=O)N2CCCC2)c1,0.112,1.0,0.11199170003924104
114,COc1ccccc1N(C)S(=O)(=O)c1ccc(C(=O)OCC(=O)N2CCCCCC2)cc1,0.14184397163120568,1.0,0.11199170003924104
115,CC(C)C(NS(=O)(=O)c1cnccc1NC(CO)Cc1ccccc1)C(=O)N1CCC(CCF)CC1,0.16216216216216217,1.0,0.11199170003924104
116,CC(=O)N1CCCC1(Cc1ccc(F)cc1)C(=O)OCc1ccccc1,0.12403100775193798,1.0,0.11199170003924104
117,CC(C)C(NC(=O)C(S)Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,0.14705882352941177,1.0,0.11199170003924104
118,CC(C)(C)NC(=O)C1CC2SCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CS(=O)(=O)c1ccc(F)cc1)NS(C)(=O)=O,0.17647058823529413,1.0,0.11199170003924104
119,O=C(CSCc1ccccc1Cl)N1CCN(c2ccc(Cl)cc2)CC1,0.07518796992481203,1.0,0.11199170003924104
120,COc1ccc(S(=O)(=O)NCCCN2CCN(c3ccc(Cl)c(Cl)c3)CC2)cc1,0.09285714285714286,1.0,0.11199170003924104
121,NC(=O)COC(=O)c1ccccc1Nc1ccc(SC(F)F)cc1,0.08661417322834646,1.0,0.11199170003924104
122,O=C(O)CCC(=O)NC(CC(=O)O)Cc1ccc(-c2cccc(F)c2)cc1,0.12307692307692308,1.0,0.11199170003924104
123,O=C(COc1ccc(Br)cc1CNC1CCCCC1)NCCc1ccccc1,0.15037593984962405,1.0,0.11199170003924104
124,CC(=O)N1CCN(S(=O)(=O)c2cccc(C(=O)OCC(=O)NC(=O)c3cccn3C)c2)CC1,0.14084507042253522,1.0,0.11199170003924104
125,CCOc1cccc(-c2ccc(C3CCN(S(=O)(=O)C(C)(C)C(=O)NO)CC3)cc2C)c1,0.16058394160583941,1.0,0.11199170003924104
126,Cc1ccc(S(=O)(=O)N2CCCC2CNC(=O)C(=O)NCc2ccccn2)cc1,0.13333333333333333,1.0,0.11199170003924104
127,CC(=O)Nc1ccc(NC(=O)COC(=O)c2ccccc2SCC(=O)N2CCCC2)cc1,0.15714285714285714,1.0,0.11199170003924104
128,O=C(Cc1ccccc1)OCC(=O)c1ccc(F)cc1,0.0847457627118644,1.0,0.11199170003924104
129,CC1C(=O)Oc2ccc(C(=O)c3cccs3)cc21,0.05172413793103448,1.0,0.11199170003924104
130,COc1cccc(CNC(=O)CCC2CCCN(C(=O)CCC(F)(F)F)C2)c1,0.15503875968992248,0.1353352832366127,0.11199170003924104
131,CC(=O)NCc1cccc(-c2csc(NC(=N)NCCCc3ccccc3)n2)c1,0.06164383561643835,0.1353352832366127,0.11199170003924104
132,COc1ccc(CNCCc2cccs2)cc1-c1ccc(S(=O)(=O)NCCN2CCCC2)s1,0.09868421052631579,0.1353352832366127,0.11199170003924104
133,CN(CC(=O)Nc1ccccc1Cl)C(=O)C1CCN(C(=O)c2ccc(F)cc2)CC1,0.14814814814814814,1.0,0.11199170003924104
134,O=C(Nc1ccc(Br)nc1)c1cccc(F)c1,0.034782608695652174,1.0,0.11199170003924104
135,COc1cccc(NC(=O)C(=O)NCCc2ccc(F)cc2)c1,0.088,1.0,0.11199170003924104
136,O=C(Nc1ccc(CC(NC(=O)C2(CCNC(=O)C(F)(F)F)CCCC2)C(=O)O)cc1)c1c(Cl)cccc1Cl,0.14838709677419354,1.0,0.11199170003924104
137,CC(=O)c1cccc(-c2ccccc2C(=O)NCC2CCNCC2)c1,0.12598425196850394,1.0,0.11199170003924104
138,CCOC(=O)c1ccc(COc2ccc(C#N)cc2)cc1,0.09166666666666666,1.0,0.11199170003924104
139,COC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(NS(=O)(=O)O)cc1)c1csc(C)n1,0.1118421052631579,0.1353352832366127,0.11199170003924104
140,O=C(Nc1ccc2c(c1)OCCO2)C1CC(O)CN1C(=O)Nc1ccccc1,0.1259259259259259,1.0,0.11199170003924104
141,NC(=O)C1CCCN1Cc1cccc(NC(=O)c2cccs2)c1,0.1322314049586777,1.0,0.11199170003924104
142,NC(=O)c1ccc(-c2cccc(F)c2)nc1,0.02654867256637168,1.0,0.11199170003924104
143,CC(C)(C)NC(=O)c1cccc(NC(=O)Cc2ccc(Br)cc2)c1,0.0873015873015873,1.0,0.11199170003924104
144,CC(=O)Nc1ccc(C=NNC(=O)CCN2CCN(c3ccccc3)CC2)cc1,0.10714285714285714,1.0,0.11199170003924104
145,O=C(CC1C(=O)Nc2ccccc2N1CC(=O)N1CCCC1)Nc1ccc(Br)cc1,0.12949640287769784,1.0,0.11199170003924104
146,Nc1ccc(NC(=O)COc2ccccc2)c(O)c1,0.059322033898305086,1.0,0.11199170003924104
147,Cc1ccc(NCC(O)COc2ccccc2)cc1,0.058823529411764705,1.0,0.11199170003924104
148,O=C(c1ccc(OCc2cccnc2)cc1)C1CC1,0.08620689655172414,1.0,0.11199170003924104
149,O=C(CN1CCN(C(=O)c2ccccc2)CC1)Nc1ccc(Br)cn1,0.1,1.0,0.11199170003924104
150,COc1ccc(CCNC(=O)C2CCN(C(=O)c3ccc([N+](=O)[O-])cc3)CC2)cc1,0.14705882352941177,1.0,0.11199170003924104
151,O=C(Nc1ccc(CN2CCS(=O)(=O)CC2)cc1)c1ccccc1,0.09375,1.0,0.11199170003924104
152,Cc1ccccc1CCN1CCCC(CN(C)C(=O)C(=O)c2ccco2)C1,0.14728682170542637,1.0,0.11199170003924104
153,COC(=O)c1ccc(C=NNC(=O)CC(=O)NCCc2ccccc2)cc1,0.11278195488721804,1.0,0.11199170003924104
154,O=C(COc1cccc(F)c1C(=O)N1CCCCC1)NC(CO)Cc1ccccc1,0.15441176470588236,1.0,0.11199170003924104
155,O=C(CNC(=O)c1ccc2ccccc2c1)NC1CCCCC1,0.1694915254237288,1.0,0.11199170003924104
156,COC(=O)NCC(c1ccco1)N1CCN(c2ccc(F)cc2)CC1,0.1,1.0,0.11199170003924104
157,O=C(COC(=O)CNC(=O)c1ccco1)NCc1ccc(F)cc1,0.12096774193548387,1.0,0.11199170003924104
158,CCOCC(=O)Nc1ccc(S(=O)(=O)N2CCC(c3nc4ccccc4[nH]3)CC2)cc1,0.14285714285714285,0.1353352832366127,0.11199170003924104
159,CS(=O)(=O)N1CCC(C(=O)Nc2cccc(Br)c2)CC1,0.13513513513513514,0.1353352832366127,0.11199170003924104
160,COc1ccc(N2CCN(C(=O)COC(=O)c3cc(S(=O)(=O)N(C)C)ccc3N3CCCC3)CC2)cc1,0.13636363636363635,1.0,0.11199170003924104
161,O=C(Nc1ccccc1)C1CCCN(C(=O)c2ccc(F)cc2)C1,0.12,1.0,0.11199170003924104
162,O=C(COc1ccc(S(=O)(=O)NC2CCCCC2)cc1)NCCC1=CCCCC1,0.16541353383458646,0.1353352832366127,0.11199170003924104
163,O=C(Nc1ccc(Br)cc1F)c1cccnc1,0.034782608695652174,1.0,0.11199170003924104
164,CC(C)c1ccc(NC(S)=NNC(=O)c2cccs2)cc1,0.0743801652892562,1.0,0.11199170003924104
165,O=C(O)CCC(=NNc1ccc(S(=O)(=O)N2CCOCC2)cc1[N+](=O)[O-])c1cccs1,0.11267605633802817,1.0,0.11199170003924104
166,O=C(Cc1cccs1)N1CCN=C1SCc1cccc(F)c1,0.06299212598425197,1.0,0.11199170003924104
167,CC(=O)N1CCN(c2ccc(NC(=O)c3ccco3)cc2)CC1,0.10483870967741936,1.0,0.11199170003924104
168,CCC(CC)(CNC(=O)C1CCN(CCOc2ccccc2)CC1)c1ccc(F)cc1,0.14285714285714285,1.0,0.11199170003924104
169,Cc1ccccc1NC(=O)c1cc[n+]([O-])cc1,0.043859649122807015,1.0,0.11199170003924104
170,O=C(O)c1ccc(NC2CCCCC2)c(NCc2ccccc2)c1,0.1557377049180328,1.0,0.11199170003924104
171,O=C(C=Cc1ccccc1)NC(COC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)C(=O)NC1CCCCC1,0.18243243243243243,1.0,0.11199170003924104
172,O=C(CN(c1cccc([N+](=O)[O-])c1)S(=O)(=O)c1ccccc1)N1CCCCC1,0.10294117647058823,1.0,0.11199170003924104
173,O=C(COC(=O)c1ccc(Br)o1)NC1CCCc2ccccc21,0.1322314049586777,1.0,0.11199170003924104
174,O=C(CNC(=O)c1ccc(N2CCCCC2)cc1)NC1CCCc2ccccc21,0.13043478260869565,1.0,0.11199170003924104
175,CN(CCOc1ccccc1)c1ccc(S(=O)(=O)N2CCCCC2)cn1,0.10606060606060606,1.0,0.11199170003924104
176,COc1ccc(S(=O)(=O)NC(CC(C)C)C(=O)NC(C)c2cccs2)cc1,0.11538461538461539,1.0,0.11199170003924104
177,O=C(NN=Cc1ccc(N2CCOCC2)o1)c1cccc(F)c1,0.06976744186046512,1.0,0.11199170003924104
178,CC(=O)c1ccc(NC(=O)Nc2cccc(Cl)c2)cc1,0.06722689075630252,1.0,0.11199170003924104
179,CC(C)C(NC(=O)OCc1ccccc1)C(=O)OCC(=O)NC1(C#N)CCCC1,0.20634920634920634,0.1353352832366127,0.11199170003924104
180,CSc1ccc(C(=O)C(=O)c2ccccc2C(=O)N2CCCCC2)cc1,0.14173228346456693,1.0,0.11199170003924104
181,O=C(Nc1ccccc1[N+](=O)[O-])c1ccccc1NC(=O)C1CCCCC1,0.15625,1.0,0.11199170003924104
182,CN1CCN(C(CNC(=O)C(=O)Nc2ccc(Cl)c(F)c2)c2ccccc2Cl)CC1,0.10714285714285714,1.0,0.11199170003924104
183,O=C(COC(=O)C1CCC1)NC(=O)c1ccccc1,0.19230769230769232,0.1353352832366127,0.11199170003924104
184,CC(C(O)Cc1ccccc1)N(C)N=Nc1ccc([N+](=O)[O-])cc1,0.06153846153846154,1.0,0.11199170003924104
185,O=C(NCC(=O)N1CCN(C(=O)c2ccccc2)CC1)c1ccc(Cl)cc1Cl,0.11940298507462686,1.0,0.11199170003924104
186,Oc1cccc(-c2cccnc2)c1,0.009259259259259259,1.0,0.11199170003924104
187,O=C(Nc1ccccc1)N1CCCC2(CCN(C(=O)c3cccc(F)c3)CC2)C1,0.09929078014184398,1.0,0.11199170003924104
188,O=C(NCCN1CCc2ccccc2C1)Nc1ccc(F)cc1,0.078125,1.0,0.11199170003924104
189,Cc1ccccc1NC(=O)C(=O)CC(=O)c1ccc([N+](=O)[O-])cc1,0.096,1.0,0.11199170003924104
190,CC(=NNC(=O)c1ccc(Br)cc1)c1ccccc1,0.05042016806722689,1.0,0.11199170003924104
191,CCNC(=O)COC(=O)c1cc(C)n(-c2ccccc2)c1C,0.13793103448275862,1.0,0.11199170003924104
192,N=C(N)Nc1ccc(C(=O)Oc2cccc([N+](=O)[O-])c2)cc1,0.056,1.0,0.11199170003924104
193,COc1ccc(N2CCN(C3CCCN(Cc4cccc(C)c4)C3)CC2)cc1,0.09285714285714286,1.0,0.11199170003924104
194,CCC(C(=O)NCc1ccco1)N(C(=O)CNS(=O)(=O)c1ccccc1)C1CCCCC1,0.19117647058823528,1.0,0.11199170003924104
195,O=C(CCC1CCCN(C(=O)c2ccco2)C1)NCc1ccccc1F,0.140625,1.0,0.11199170003924104
196,Nc1ccc(C(=O)Nc2ccccc2N2CCCCC2)o1,0.1,1.0,0.11199170003924104
197,Cc1ccccc1S(=O)(=O)Cc1ccc(C(=O)O)o1,0.07894736842105263,1.0,0.11199170003924104
