BO Iteration,Selected SMILES by EHVI,f1,f2,f3,R2 Indicator
0,Cn1c2nc3ccccc3c-2c(NCCCNC(=O)Nc2ccccc2)c2cc(C(F)(F)F)ccc21,0.16385031194404087,0.228125,0.04689504684912373,0.6959543526850214
1,NCC(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,1.0,0.23125,1.0,0.6235807352420893
2,O=C1c2c(c3c4ccc(O)cc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4ccc(O)cc4c23)C(=O)N1NC(CO)CO,1.0,0.15928270042194093,1.0,0.6235807352420893
3,N#CCC(=N)NNc1nc2ccccc2nc1Cc1ccccc1,1.0,0.14615384615384616,1.0,0.6235807352420893
4,COc1cc(C(=O)c2ccc(-c3csc(NC(C)=O)n3)cc2-n2cncn2)cc(OC)c1OC,1.0,0.11614401858304298,1.0,0.6235807352420893
5,COc1ccc(C2CC(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1O,0.4555462639688054,0.17671130952380953,1.0,0.6235807352420893
6,CC(C)c1ccc(N(CC(=O)NCCSCc2ccco2)S(C)(=O)=O)cc1,0.5834934807400189,0.1921583850931677,1.0,0.6235807352420893
7,O=C(CCC(=O)c1ccccc1)Nc1nc2ccc(Cl)cc2s1,0.008342285995418391,0.15188834154351397,0.8590176199868893,0.6235807352420893
8,NC1CCN(C(=O)C2CCC3CN2C(=O)N3OS(=O)(=O)O)C1,1.0,0.11164274322169059,1.0,0.6235807352420893
9,CC(C)OC(=O)CCCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1.0,0.14423076923076925,1.0,0.6235807352420893
10,COc1ccc(-c2nc(O)n(C)n2)cc1,0.01168856225931385,0.0884321223709369,1.0,0.6235807352420893
11,CCc1c(C)c(C#N)c2nc3ccccc3n2c1NCC1CCCO1,0.021870589279636858,0.1820940819423369,1.0,0.6235807352420893
12,COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1C(Cc1ccc(OC(=O)c5cccc(C(F)(F)F)c5)c(c1)Oc1ccc(cc1)CC3N(C)CC2)N(C)CC4,0.541872524421177,0.2148997134670487,4.866339593430304e-07,0.6235807352420893
13,Cn1cc(C=Cc2ccc3ccccc3n2)c2ccccc21,4.861072613505203e-12,0.17857142857142855,0.6688370607139444,0.6235807352420893
