BO Iteration,Selected SMILES by EHVI,f1,f2,f3,R2 Indicator
0,CCN(CC)CCCC(C)Nc1cc(OC)c(OC)c2ccccc12,1.3317996540835547e-07,0.26578073089701,0.738058506812681,0.35601966237835814
1,CC(N)=C(C#N)C(=O)COC(=O)C(NC(=O)c1ccccc1Cl)C(C)C,1.0,0.09477825464949928,1.0,0.35601966237835814
2,O=C(CNC(=O)c1cc2ccccc2s1)NC1COCC1=O,0.8596327636025421,0.1552013422818792,1.0,0.35601966237835814
3,O=C(Nc1ccc(Cl)c(-c2nc3ncccc3o2)c1)c1ccco1,0.676564156464656,0.1242354740061162,0.9273111426669098,0.35601966237835814
4,c1ccc2c(CNCCCCCCNCCSSCCNCCCCCCNCc3cccc4ccccc34)cccc2c1,0.00015537453513942199,0.3311965811965812,3.140488135395252e-05,0.35601966237835814
5,CNC(=O)C1OC(n2cnc3c(NOC)nc(I)nc32)C(O)C1O,1.0,0.05755395683453238,1.0,0.35601966237835814
6,CC(C)=CCCC(C)=CCCC(C)=CCSc1ccccc1C(=O)NCCCCCCN,0.002281158160168831,0.2911490683229814,0.002631463509690939,0.35601966237835814
7,O=C(Cn1nc(C(=O)O)c2ccccc2c1=O)Nc1ccc(F)cc1F,1.0,0.1401018922852984,1.0,0.35601966237835814
8,CCOc1cccc(N2C(=O)CC(N3CCC(C(N)=O)(N4CCCCC4)CC3)C2=O)c1,1.0,0.25843881856540085,1.0,0.35601966237835814
9,Cc1ccc(-n2c3c(cc(C(=O)N4CCN(C)CC4)c2=O)C(=O)CC(C)(C)C3)cc1,0.023557241761352776,0.23947010869565216,1.0,0.35601966237835814
10,COC1C=C2c3cc4c(cc3C(=O)N(C)C2C(OC)C1OC)OCO4,0.06262078670525423,0.11577424023154848,1.0,0.35601966237835814
11,O=C(CN1CCN(S(=O)(=O)N2CCOCC2)CC1)Nc1ccc(Cl)c(Cl)c1,0.7371377484375755,0.17993874425727413,1.0,0.35601966237835814
12,O=C(O)c1ccc2nc(-c3ccccc3)c(N3CCc4ccccc4C3)nc2c1,0.06058475410407768,0.254957507082153,0.85597454108998,0.35601966237835814
