BO Iteration,Selected SMILES by EHVI,f1,f2,f3,R2 Indicator
0,Cc1sc(C)c2c1CCCc1cnn(C)c1-2,4.861072613505203e-12,0.06639194139194139,1.0,0.6959543526850214
1,O=C(c1ccc2cc(Oc3ccc(C(F)(F)F)nc3)ccc2n1)N1CCC(N2CCOCC2)CC1,0.08488817303679658,0.311614730878187,0.9311558221309941,0.6447966574166399
2,COC(=O)C(C(C)=O)C(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1,1.0,0.1541327913279133,1.0,0.6398263419001593
3,O=C(CS(=O)(=O)c1ccccc1)Nc1nnc(-c2cccs2)o1,1.0,0.10172143974960876,1.0,0.6398263419001593
4,CC1CCN(C(=O)CNS(=O)(=O)c2ccc3ccccc3c2)C(C(=O)NCCCCN=C(N)N)C1,1.0,0.25735294117647056,1.0,0.5333361099611694
5,COc1ccc(OC(C)C)cc1C(=O)C=Cc1ccc(O)c(O)c1,0.37478584355333405,0.19854132901134522,1.0,0.5333361099611694
6,O=c1c(-c2nn[nH]n2)c[nH]c2c(Cl)ccc(Cl)c12,0.9647251855641461,0.067157712305026,1.0,0.5333361099611694
7,COc1cccc(-n2c(C)cn(C(=O)c3ccccc3OC)c2=S)c1,4.7715202507425345e-05,0.13558692421991086,0.9997489274739833,0.5333361099611694
8,CN(C)CCOC1CCC2C1OCCN2C(=O)c1ccnnc1,0.08488817303679658,0.1744663382594417,1.0,0.5333361099611694
9,C=C(c1cc(OC)c(OC)c(OC)c1)c1cc2ccccc2o1,5.624128810511139e-06,0.12461059190031153,0.873495758650706,0.5333361099611694
10,Cc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)CSc1nnnn1C,1.0,0.14941690962099125,1.0,0.5333361099611694
11,COc1cccc(-c2nc(C)c(C(=O)N(CC(=O)O)Cc3nc4ccccc4s3)s2)c1,1.0,0.1668848167539267,0.8980186017956449,0.5333361099611694
12,Cc1ccc(C(=O)NC(=N)Nc2ccc(OCc3ccccc3)cc2)cc1,0.2874746777543347,0.17745709828393136,0.9403607149205423,0.5333361099611694
13,N#CCC1(n2cc(-c3c(F)cnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3ccc(O)c(F)c3)CC2)C1,1.0,0.30006418485237485,1.0,0.44254437205780345
14,COP1(=S)NCC2(Cc3ccccc3C2)O1,2.0410823766767764e-08,0.07366482504604052,1.0,0.44254437205780345
