BO Iteration,Selected SMILES,f1
0,CCOc1ccc(N2CC(Oc3ccc(C(C)NC(=O)CO)cc3)C2)cc1,0.4098035276784595
1,Cc1ccc(N)nc1,0.0061394161042729305
2,CCOC(=O)C1=C(CN(C)Cc2ccccc2)NC(=O)NC1c1ccc(OC(C)C)cc1,0.5612135332663137
3,COc1ccc(-c2nc(N)ncc2-c2ccc(OC)c(OC)c2)c(O)c1,0.3922322702763681
4,COC(=O)C(CCSC)NC(=O)c1ccc(NCc2cncn2Cc2ccc(-c3ccccc3)cc2)cc1-c1ccccc1,0.007730868661314422
5,CCOC(=O)N1CCC(c2ccccc2OC)(S(=O)(=O)c2ccc(OC)cc2)CC1,0.47854742041702225
6,Cc1cccc(-c2c(C3CCCC3)c3ccc(C(=O)NC(C)(C)C(=O)Nc4ccc5c(c4)cc(C(=O)O)n5C)cc3n2C)n1,4.557209035949023e-05
7,CN1CCC(c2ccc(Cl)cc2)C(C(=O)OC(C)(C)C)C1,0.14491481142795073
8,O=C1c2ccccc2NC2CCCCC12,0.39036002917941326
9,COc1ccc(C2CCN(Cc3ccc([N+](=O)[O-])cc3)CC2)cc1NC(=O)c1cnccn1,0.13719133803408248
10,Cc1csc2nc(-c3ccc(Cl)c([N+](=O)[O-])c3)c(C=NNC(=N)N)n12,0.3984095364447979
11,ON=C(c1cccnc1Oc1ccc(F)cc1)N1CC=CCC1,0.3150184775872267
12,CCN(CC)C(=O)C1(c2ccccc2)CC1(C)CN,0.17136278174222908
13,CC(=O)OCC1OC(n2c(-c3ccc(Cl)cc3)ccc(C#N)c2=S)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,0.4250237185032414
14,CCCCN(C)C(c1cccc(O)c1)C(C)(C)C(=O)NCCc1ccccc1,0.15746190130936302
15,NCc1ncc(C23CCC(N(CCN4CCC(O)C4)C(=O)Nc4ccc(F)c(C(F)(F)F)c4)C2C3)s1,0.006516411879641133
16,O=[N+]([O-])c1ccc(NN=Cc2cccc(O)c2O)c(S(=O)(=O)N2CCOCC2)c1,0.32387513781564786
17,CCOC(=O)C1(CC2CC2)CCN(C(=O)c2ocnc2C)CC1,0.4065578140908709
18,CCc1c(C(=O)OCCCn2ccnc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,5.205409011921211e-05
19,O=C(NC1OC(CO)C(O)C(O)C1O)c1cn(-c2ccccc2)nn1,0.36162028533978946
20,NS(=O)(=O)c1ccc(NCC2COc3ccccc3O2)c([N+](=O)[O-])c1,0.3968378950662725
21,NC(=O)c1nn(-c2ccc(S(N)(=O)=O)cc2)c2c1CCc1ccc(NS(=O)(=O)c3ccccc3)cc1-2,0.006698566814084664
22,CC1CN(CCc2ccccc2)C(CCNC(=O)c2ccccc2)CC1(C)c1cccc(O)c1,0.14666370953046445
23,CCc1cnc(N2CC(NC(=O)c3cscn3)C3COCC32)nc1,0.11935585150324428
24,CC1(C(=O)O)CCC2(C)CCC3(C)C(CC(=O)C4C5(C)C=C(O)C(=O)C(C)(C)C5CCC43C)C2C1,0.0050475909373756565
25,COC(=O)CCC1(C)C2CCC1(C)C(=NO)C2,0.12646805856442261
26,Cc1cc(Nc2nc(Sc3ccc(NC(=O)CN4CC(O)C(F)C4)cc3)nn3cccc23)n[nH]1,0.006763497897160015
27,CC(Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(O)=NCC(F)C(C)(C)O)C(F)(F)F,0.31209389196617965
28,c1cnc(C2CCCN2c2cnccn2)cn1,0.24052284646041733
29,COc1cc(C(=O)NC(CCC(=O)O)C(=O)Nc2ccc(S(N)(=O)=O)cc2)cc(OC)c1OC,0.16393624280970145
30,O=C1Nc2ccccc2N=C(c2ccccc2)C1N(C(=O)c1ccnc2ccccc12)c1ccccc1,4.635747563014987e-05
31,COc1ccc(-c2ccc(-c3ccc(-c4nc5cc(C)ccc5[nH]4)cc3)cc2)cc1,0.006409138512925006
32,CCN1CCN(CCCC(=O)Nc2n[nH]c3nnc(-c4cccc(F)c4F)cc23)CC1,0.14753715934538977
33,C=C(C)CN(CC)C(=O)CCc1nnc(CCc2c[nH]c3ccccc23)o1,0.461083967620704
34,CC=CC(O)(C(=O)OC1CCN(C)CC1)C1CCCCC1,0.08569582871616957
35,C=C(C)C(C1C=C(CCC(C(=O)N=CN(C)C)=C(C)C)C(=O)O1)C1(OC)C=C(C)C(=O)O1,0.13806269408538452
36,COc1ccc(COc2cc(C=Cc3cc(OC)c(OC)c(OC)c3)ccc2OC)cc1,0.3779644730092272
37,CCc1ccc(Oc2ccnc3cc(OC)c(OC)cc23)c(C(C)=O)c1,0.4364357804719847
38,COc1ccc(NC(=O)C(C)(C)c2ccc(C(=O)NCCN(C)C)cc2NO)cc1,0.15511159179355727
39,CCN(Cc1cccc(C)c1)Cc1ccc(-c2cc(S(=O)(=O)CC)ccc2OC)[nH]1,0.44887920124843483
40,O=Cc1ccc(CO)o1,0.005343221021567435
41,CC(C)CN(Cc1cc(Cl)c2c(c1)OCCCO2)C(=O)C(C)CNCc1ccccn1,0.432493190365155
42,COc1ccc(NCC(=O)Nc2cccc(C(F)(F)F)c2)cc1S(=O)(=O)N1CCOCC1,0.3701166050988026
43,CC(C)NC(=Nc1cccnc1)c1ccccc1,0.13344389873681226
44,Brc1ccc(NN=Cc2ccncc2)cc1,0.10291480432353886
45,CCCCS(=O)(=O)CC(NC(=O)C1CC1)C(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNCc1cccc(CC)c1,0.39816652969059774
46,CCOC(=O)c1[nH]c(C(=O)O)c(C)c1C,0.009108450785826614
47,CN1CCCC1COc1cnc(Cl)c(-c2ccc(Cl)cc2)c1,0.3717679143145911
48,O=C1CN(Cc2ccc3ccccc3n2)CCN1C1CCCC1,0.13406795778582825
49,O=C1OC(COc2ccccn2)CN1c1ccc(N2Cc3cccnc3C2)c(F)c1,0.006607275944893683
50,CCCCc1nc(C)n(Cc2ccccc2C(=O)O)c(=O)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0.007725511958802487
51,Cc1cccc(N=C(S)NC2CCCC2)c1C,0.13064958860561332
52,CC(C)C(N)c1csc(Nc2ccccn2)n1,0.13064958860561332
53,N#Cc1c(-c2ccccc2)nc(-c2cccc3ccccc23)n(CC(=O)O)c1=O,0.14299069114866078
54,O=C(Cc1cccnc1)c1cccs1,0.1349748539726146
55,O=C(O)c1ccc(NC2=CC(=NS(=O)(=O)c3ccccc3)c3ccccc3C2=O)cc1,0.13662699447343168
56,Cc1ccc(CC2CCCc3c(C=O)nn(-c4ccc(F)cc4)c32)cc1,0.13054585727635287
57,CS(=O)(=O)Nc1ccc(-c2cnc3cccc(Nc4ccc(C(F)(F)F)cn4)c3c2)cc1,0.11975041737780136
58,COC(=O)CSc1nc2[nH]c(SC)c(C(N)=O)c2c(=O)n1-c1ccccc1,0.49588470368046467
59,Cc1cc2c(cc1C)[n+]([O-])c(C#N)c[n+]2[O-],0.11686611627828698
60,Cc1cc(O)cc(C)c1CC(N)C(=O)NC1CCN(C(=O)C2CC2)c2ccc(Cc3ccccc3)cc21,0.008163835141588914
61,CCc1ccc(N(C(=O)c2csnn2)C(C(=O)NC2CCCC2)c2cccnc2)cc1,0.1395207292490894
62,CSC(=N)Nc1ccc(Cl)cc1,0.006409138512925006
63,COC(C)COC(CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.15433408518419978
64,CCC1(c2ccccc2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,0.4763305116224668
65,N#Cc1nc(Nc2cc(F)cc(F)c2)c2ncn(C3CCCC3)c2n1,0.10386334791734551
