BO Iteration, Selected SMILES,f1
0,C=CC(=O)NCc1coc(-c2c(N)ncnc2Nc2ccc(Oc3ccccn3)c(Cl)c2)n1,0.49853210541205706
1,NC1CC(N2CCn3c(nnc3C(F)(F)F)C2)CCC1c1cc(F)c(F)cc1F,0.129564461726305
2,COC(=O)c1cc2ccccc2n1CCCCCCCCOC(=O)Cc1ccc([N+](C)(C)C)cc1,0.0740182103380377
3,COc1ccccc1CCNC(=O)CCc1c(C)c2cc3c(C)c(C)oc3cc2oc1=O,0.4767290115057037
4,Cc1ccccc1CC(=O)N1CC2COCC2(CN(C)C)C1,0.0025820453939945018
5,CCCCNC(=O)N1Cc2c(NC(=O)c3ccc(OC)cc3)nn(C(=O)c3ccccc3)c2C1,0.6014118356924573
6,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccs4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,0.1815676764139652
7,C#Cc1ccc(C(=O)N2CC3CNCC3C2)o1,0.017369300867676036
8,CC1CN(Cc2c[nH]nc2-c2cc3ccccc3[nH]2)CCN1c1ccc(C(F)(F)F)cn1,0.19176892362933948
9,Cc1ccccc1-c1ccc2nc(N)c(CC(C)C(=O)NCc3ccccc3)cc2c1,0.20944995740801134
10,COc1ccc(S(=O)(=O)C(CCCC(=O)N(C)c2ccccc2)CC(=O)NO)cc1OC1CCCC1,0.6513706356652478
11,COc1ccc(N2C(=O)NC(=Cc3ccc(O)cc3)C2=O)cc1,0.448393241081364
12,Cn1cnc(NCc2ccncc2)c1C(=O)Nc1ccc(-c2ccccc2)cc1,0.3208568076423511
13,CC(=O)Nc1cccc(-c2cncc(NCc3ccccn3)n2)c1,0.466773060439274
14,Oc1ccccc1CNCCCc1c[nH]c2ccc(F)cc12,0.03185426439006226
15,CCOCCc1nnc(NC(=O)CCS(=O)(=O)c2ccccc2)s1,0.48789844405820004
16,CC(C)C1=CCC(C(=O)NC(C)C23CC4CC(CC(C4)C2)C3)C12C=CC(=O)CC2,0.01886677134161096
17,C=C(c1cccc(Cl)c1)C(c1ccccc1)c1ccccn1,1.919085476941464e-05
18,NC1CCN(CCc2ccc(NS(=O)(=O)c3ccc(-c4ccccc4)cc3)cc2)CC1,0.4680580981186516
19,COc1cc(C)ccc1Sc1ccccc1N1CCNCC1,0.0005042289406636967
20,Cc1cc(C(=O)NC(C(=O)N2CCOCC2)c2ccccc2)ccc1NC(=O)c1ccccc1-c1ccc(C(F)(F)F)cc1,0.27258722418430475
21,N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(O)=NCC2CC2)cc1,0.43553350408651503
22,COc1ccccc1NC(=O)Nc1cccc(-c2cccc(-c3nc4cc(C(F)(F)F)ccc4[nH]3)c2)c1,0.05303814238167705
23,NC(=O)c1ccc(Oc2ccc(CNCCC3CCCC3)cc2)nc1,0.49389463140159107
24,Oc1nccn1CC1(c2ccc(OC(F)F)c(OC3CCCC3)c2)CC1,0.09314970234566838
25,Cn1c(COc2ccccc2C(F)(F)F)nc(N2CCNCC2)cc1=O,0.11925238230927702
26,CCC(=O)NCCc1c(OC)ccc2cc(C)ccc12,0.006594338458582719
27,CCOCCCNC(=O)c1cc(-c2ccc(Br)s2)nc2ccccc12,0.04400693372643974
28,Cc1ccccc1-n1nc(-c2c(-c3ccc(F)cc3Cl)nc3ccccn23)ccc1=O,0.035312421563873535
29,O=C(CSC(c1ccc(Br)cc1)c1ccc(Br)cc1)NCCCc1ccccc1,0.0003889169177783547
30,Cc1ccc(NC(=O)c2cccs2)cc1,0.0010707702724819293
31,CCC(C)NC(=O)Cn1c(=O)n(-c2ccc(C)c(C)c2)c(=O)c2c3c(sc21)CCCCC3,0.3526759516527609
32,CN(C)C(=N)c1ccc(C(=O)NC(CC(=O)Nc2ccc(Br)cn2)C(=O)N2CCCCC2)cc1,0.6460434041267984
33,CC(O)C1C(=O)N2C(C(=O)O)=C(c3ccc4c(c3)c3cnccc3n4C)CC12,0.5877485033297609
34,CCOC(=O)c1cccc(NC(=O)c2cc(-c3ccc(Cl)s3)nc3ccccc23)c1,0.12120360575989694
35,Oc1[nH]c2ccccc2c1C=NN1CCCCC1,0.05444291105476692
36,O=C(NCCN1CCOCC1)Nc1cc(F)ccc1-n1cccn1,0.342506038137266
37,Cc1ccc(-n2c(C)nnc2SCC(=O)Nc2ccccc2Br)cc1,0.10895263769277688
38,CCC(C)C=C(C)C1C(C)=CC2(C)CC(C)CCC2C1C(=O)C1=CC(O)(Cc2ccc(O)cc2)NC1=O,0.3380092156407123
39,CC(C)(F)CC1(O)CCN(C(=O)c2ccc(NS(=O)(=O)c3cccc4scnc34)cc2)CC1,0.6040201718149077
40,Cc1ccc(CNC(=O)c2c[nH]nc2NC(=O)COCC2CC2)cc1,0.5444818157302845
41,CCOc1ccc(NC(=O)CCNC(=O)N2CC3CC(C2)c2cccc(=O)n2C3)cc1,0.6488271733793328
42,CCOC(=O)C1C(c2cc(Cl)ccc2Cl)NC(C(=O)O)C1C1OC2OC(C)(C)OC2C1OCc1ccccc1,0.4895229909612865
43,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(CCC(Cn2ncc3ccccc32)c2ccccc2)CC1,0.28449393284618374
44,Cn1ccnc1SCC(=O)Nc1ccc([N+](=O)[O-])cn1,0.47531955029866985
45,Fc1ccccc1Cc1noc(CN2CCC3CCCCC3C2)n1,0.013651088211196967
