BO Iteration,Selected SMILES,f1
0,CCCCCCCCCCCCCCCC(=O)NC(Cc1ccc(OP(=O)(O)O)cc1)C(=O)O,0.13225851776115788
1,Cc1cccc(OCCCOc2ccc(-c3ccccc3CCC(=O)NS(=O)(=O)c3cccs3)cc2)c1,0.004700674500541992
2,CCc1ccc(NC(=O)CC2C(=O)N(c3cccc(OC)c3)C(=O)N2Cc2ccc(F)cc2)cc1,0.11444196299376269
3,Nc1sc2cnccc2c1C(=O)c1ccccc1Cl,0.05768809930046502
4,O=C1c2[nH]c3ccccc3c2-c2ccccc2C2CCCN12,0.09196986029286057
5,CC(=O)OCN1C(=O)Cc2c([nH]c3ccc(Br)cc23)-c2ccccc21,0.10125548366617314
6,CN(C)C(=O)c1cccc(-c2cnc3[nH]cc(-c4cccc(NC(=O)Nc5ccccc5Oc5ccccc5)c4)c3c2)c1,2.6093468829243447e-08
7,C=C1CCCC2(C)CC3OC(=O)C(CN(C)C(C)C(O)c4ccccc4)C3CC12,0.1390453591132932
8,CCOCC(=O)N1CCc2c(F)ccc(-c3cc(CC(=O)O)ccc3OC)c2C1,0.3892494720807615
9,Cc1cc(OC(=O)Nc2ccccc2)ccc1Cl,0.22742941307367104
10,CCC(NC(=O)c1cc(C(O)=NCc2c(C)noc2C)c2n1CCOC2)c1ccccc1,0.1300650237557222
11,CC(C)C1CN2C(=N1)N(C)C(=O)c1c2nn(Cc2ccc(-c3ccccc3)cc2)c1Nc1ccccc1,0.004700674500541992
12,Cc1[nH]c2ccccc2c1C(Nc1ccccn1)c1cccc(Cl)c1,0.002671610510783717
13,O=C1Nc2ccc(F)cc2C1=Cc1cc(F)c2cccccc1-2,0.03154540183195958
14,O=c1cc(Cc2c(F)cccc2F)nc(N2CCC3(CC2)OCCO3)[nH]1,0.2407717061715384
15,c1nc2n(n1)CC(NCc1csc(-c3ccsc3)n1)CC2,0.09269690607552877
16,Cc1nn(C)cc1C=CC(=O)c1cccs1,0.2335496832484569
17,O=C(O)c1ccccc1-c1ccc(CS)cc1C(=O)O,0.2773500981126146
