BO Iteration,Selected SMILES,f1,f2,f3
17,CCC(=O)N1CCc2cc(Br)cc(S(=O)(=O)CCC(=O)Nc3ccc(CC)cc3)c21,0.8121968841874341,0.19985974754558206,0.9936246046256222
18,Cc1cc(NC(=O)COn2nnc3ccc(S(C)(=O)=O)cc32)ccc1Br,1.0,0.11430678466076696,1.0
19,CCc1ccc(NC(=O)C2CCN(S(=O)(=O)c3c(C)nc(O)nc3O)CC2)cc1,1.0,0.21418020679468242,1.0
20,O=C(Cn1c(=O)ccc2cc(S(=O)(=O)N3CCCC3)ccc21)Nc1ccc(Cl)cc1,0.9885144681590741,0.22970085470085472,1.0
21,O=C(Nc1ccc(Cl)cc1)C1CCCN(S(=O)(=O)c2c[nH]cn2)C1,1.0,0.19588045234248788,1.0
22,COCc1nc(N(C)C)ncc1C(=O)Nc1ccc(Cl)cc1,0.07691052852065812,0.12763371150729336,1.0
23,Cc1ccc(CNC(=O)c2oc3ccc(S(=O)(=O)N4CCCC(C)C4)cc3c2C)cc1,0.5834934807400182,0.22202797202797203,0.9230277048877666
24,CC(=O)Nc1ccc(S(=O)(=O)N2CCOC(Cn3ccnc3)C2)cc1,1.0,0.19611727416798733,1.0
25,CC(=O)Nc1ccc(S(=O)(=O)N2CCC(C(=O)NC3CCCC3)CC2)cc1,1.0,0.21511627906976746,1.0
26,Cc1ccc(C)c(NC(=O)COC(=O)c2ccc(S(=O)(=O)N3CCCC3)cc2)c1,1.0,0.19473293768545993,1.0
27,CCOCC(=O)Nc1ccc(S(=O)(=O)N2CCC(c3nc4ccccc4[nH]3)CC2)cc1,1.0,0.25439238653001467,1.0
28,COC1CCN(S(=O)(=O)c2ccc(CNC(=O)c3cnc4[nH]ncc4c3)cc2)CC1,1.0,0.1925872093023256,1.0
29,NC(=O)c1ccc(NC(=O)CN2CCN(S(=O)(=O)c3ccc4c(c3)OCCO4)CC2)cc1,1.0,0.26277372262773724,1.0
30,Nc1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)cc1[N+](=O)[O-],1.0,0.2272727272727273,1.0
31,CCOC(=O)c1c(NC(=O)c2ccc(S(=O)(=O)N3CCC(C)CC3)cc2)sc2c1CCN(CC)C2,1.0,0.22087067861715748,1.0
32,Cc1ccc(S(=O)(=O)N2CCC(C(=O)OCC(=O)NC(C)c3ccc(F)cc3)CC2)cc1C,1.0,0.24964336661911554,1.0
33,CSCCC(NC(=O)c1cccc(S(=O)(=O)N2CCN(C(C)=O)CC2)c1)c1nc2ccccc2[nH]1,1.0,0.22040302267002518,1.0
34,CCN1CCN(S(=O)(=O)c2ccc(Cl)c(C(=O)N(C)Cc3cccc(Cl)c3Cl)c2)CC1,0.014620589558423406,0.21687158469945356,0.9703858335756735
35,NC(=O)c1c(NC(=O)c2ccc([N+](=O)[O-])s2)sc2c1CCN(S(=O)(=O)c1ccc(Br)cc1)C2,1.0,0.13837638376383765,1.0
36,CC(=O)c1ccc(NC(=O)NC(C)c2ccc3c(c2)CC(=O)N3)cc1,0.9642063030062368,0.17036450079239304,1.0
37,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)c3ccc([N+](=O)[O-])cc3)cc2)nc(C)n1,1.0,0.1412133891213389,1.0
38,Cc1ccc(C=Cc2onc(C)c2S(=O)(=O)N2CCC(C(=O)Nc3ccc(OC(F)(F)F)cc3)CC2)cc1,1.0,0.254746835443038,0.3753951731489895
39,COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2ccc(C(=O)Nc3ccc(C(=O)O)cc3)cc21,1.0,0.20833333333333331,1.0
40,Cc1cc(N2CCC(N3CCCC3C)C2)ccc1NC(=O)c1ccc(C)c(S(C)(=O)=O)c1,0.12791465439328356,0.28039073806078146,0.9997527217783004
41,CCOC(=O)c1ccc(NC(=O)CN2C(=O)CNC2=O)cc1,1.0,0.13311148086522462,1.0
42,CC(=O)Nc1ccc(S(=O)(=O)NC(C)C(=O)OCc2ccc(Cl)cc2)cc1,1.0,0.1327433628318584,1.0
43,COc1ccc(NC(=O)CCNS(=O)(=O)c2ccc(C(=N)N)cc2)cc1OC,1.0,0.15416047548291234,1.0
44,CCOc1ccc(NC(=O)CSc2nnc3c(n2)[nH]c2ccc(S(=O)(=O)N4CCOCC4)cc23)cc1,1.0,0.18401015228426396,1.0
45,Cc1cccc(NC(=O)COC(=O)CCc2ccc(S(=O)(=O)N3CCOCC3)cc2)c1C,1.0,0.24002954209748892,1.0
46,COc1ccc(CCNC(=O)CN2C(=O)CSc3ccc(S(=O)(=O)N4CCOCC4)cc32)cc1OC,1.0,0.2162247474747475,1.0
47,CC(C)C(=O)Nc1nc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)cs1,0.9902478635182346,0.19427001569858712,1.0
48,COc1cccc(OC)c1-c1ccc(CC(Nc2ccc(S(=O)(=O)N3CCCC3)cc2)C(=O)O)cc1,1.0,0.2820427236315087,0.9659812981984875
49,COc1ccc(C)cc1NC(=O)Cn1c(=O)oc2cc(S(=O)(=O)N3CCCCC3)ccc21,1.0,0.2030201342281879,1.0
50,COc1cc(N2CCN(C)CC2)ccc1Nc1nc(N)n(C(=O)NCc2ccc(S(C)(=O)=O)cc2)n1,1.0,0.1609375,1.0
51,O=C(NCc1ccc(S(=O)(=O)N2CCCCC2)cc1)c1cc2ccncc2s1,0.5683689564080902,0.21538461538461537,1.0
52,COc1ccc(CC(=O)OCC(=O)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2N2CCCC2)cc1,1.0,0.21616541353383456,1.0
53,O=C(Nc1cccc(S(=O)(=O)N2CCOCC2)c1)c1ccc2c(=O)n3c(nc2c1)CCCCC3,1.0,0.2723274695534506,1.0
54,CCN(CC)S(=O)(=O)c1ccc(N2CCOCC2)c(NC(=O)c2ccc(O)nc2)c1,1.0,0.238013698630137,1.0
55,Cc1c(NS(C)(=O)=O)cccc1-c1nc(Nc2ccc(C(=O)N3CCOCC3)cc2)c2nc[nH]c2n1,1.0,0.17256902761104442,1.0
56,CCOC(=O)c1ccc(NC(=O)C2CCC(CNc3c(N4CCOCC4)c(=O)c3=O)CC2)cc1,1.0,0.22506925207756234,1.0
57,CCc1nc(N)nc(N2CCOCC2)c1-c1ccc(NCc2ccc(S(C)(=O)=O)cc2)cc1,1.0,0.23858921161825725,1.0
58,CCCC(=O)NC(C(=O)NCCS(N)(=O)=O)c1nc2ccc(-c3ccc(C(=O)N4CCOCC4)cc3)cc2s1,1.0,0.24637243047158405,1.0
59,CC1CCCCC12NC(=O)N(CC(=O)Nc1ccc(N3CCOCC3)cc1)C2=O,1.0,0.24096385542168675,1.0
60,COc1ccc(OCC(=O)Nc2ccc(N3CCOCC3)cc2)c([N+](=O)[O-])c1,1.0,0.20705521472392635,1.0
61,CC(C)C(C)NC(=O)COc1ccc(S(=O)(=O)N2CCOCC2)cc1[N+](=O)[O-],1.0,0.16140602582496413,1.0
62,COc1ccc(NC(=O)CNc2cc(S(=O)(=O)N3CCOCC3)ccc2N2CCOCC2)c(OC)c1,1.0,0.2272727272727273,1.0
63,CC1CCN(C(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)CC1,0.06970857092366624,0.22180762852404642,1.0
64,CC(C)Oc1cc(C(=O)O)cc(NC(=O)c2nc3c(s2)CN(C(C)C)CC3)c1CCC(=O)Nc1ccc(Cl)cc1,1.0,0.19664466446644663,0.17339344814161087
65,CCOC(=O)C(Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)NC(=O)C1CC(NC2CCC2)CN1S(=O)(=O)c1cccc(C#N)c1,1.0,0.23838932806324112,0.9970644061070623
66,CC(=O)Nc1ccc(COc2cc(C(=O)NCC3CCN(c4ccncc4)CC3)ccc2F)cc1,0.8127205138008091,0.2854609929078014,0.9214469018176416
67,CC(=O)N1CCN(C(=O)c2cc(CSc3cnc(NC(=O)c4ccc(N(C)C)cc4)s3)ccc2[N+](=O)[O-])CC1,1.0,0.22937192118226601,1.0
68,COc1cc(OC)cc(C(=O)Nc2ccc(N3CCN(C(=O)c4cccs4)CC3)cc2)c1,0.16793798577779484,0.27921597633136097,1.0
69,CCCNS(=O)(=O)c1ccc(NC(=O)Nc2ncnc3c2ncn3C2OC(C(=O)NCC)C(O)C2O)cc1,1.0,0.15276145710928318,1.0
70,CCCCNC(=O)NS(=O)(=O)c1ccc(NC(=O)CSc2ncnc3scc(-c4ccc(C)cc4)c23)cc1,1.0,0.17726161369193152,0.4952320515755131
71,O=C(CNc1ccc(C(F)(F)F)cc1)Nc1cccc(S(=O)(=O)N2CCCC2)c1,0.5167993935426595,0.212406015037594,1.0
72,CC(=O)Nc1ccc(CC(NC(=O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc1,1.0,0.3068438914027149,1.0
73,CCCc1nc(SC)c(C(=O)O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)NC2CCCCC2)cc1,1.0,0.25664251207729466,0.4342585087174623
74,O=C(CC1C(=O)Nc2ccccc2N1CC(=O)N1CCCC1)Nc1ccc(Br)cc1,0.7115479292875367,0.2922077922077922,1.0
75,CCc1ccc(NC(=O)C(=O)c2cn(CC(=O)N3CCCCC3)c3ccccc23)cc1,0.17764990344993378,0.29667149059334297,0.9992933697808086
76,CC(C)(C)c1ccc(-c2ccc(S(=O)(=O)N3CCCC3C(=O)NC(C#N)CC(N)=O)cc2)cc1,1.0,0.25235531628532976,1.0
77,Cc1ccc(S(=O)(=O)N2CCCC2CNC(=O)C(=O)NCc2ccccn2)cc1,1.0,0.22201492537313433,1.0
78,CC(C(=O)NCCN)N1CCC(NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,1.0,0.20622286541244572,1.0
79,CC(=O)N1c2ccc(S(=O)(=O)NCC3CCC(C(=O)NCc4ccc(C)o4)CC3)cc2CC1C,1.0,0.23308011049723756,1.0
80,Cc1ccc(CCNS(=O)(=O)c2ccc3c(c2)CCN3C(=O)CCC(=O)O)cc1,1.0,0.21860986547085204,1.0
81,Cc1ccc(S(=O)(=O)N2C(=O)CCC2C(=O)NCc2ccco2)cc1,1.0,0.16819571865443422,1.0
82,O=C(NCCCN1CCOCC1)C(=O)C(Cc1ccccc1)NC(=O)C1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,1.0,0.32286729857819907,1.0
83,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(N2CCOCC2)nc1OCCNS(=O)(=O)c1ccc(C)cc1,1.0,0.1871597096188748,0.995109517342144
84,CCCC1C(=O)N(C(Cc2ccc3ccccc3c2)C(=O)NC)CCN1C(=O)C(Cc1ccc(F)cc1)NC(=O)C1CCCCN1,1.0,0.29020100502512564,1.0
85,N=C(N)N1CCCC(CNC(=O)CNS(=O)(=O)c2ccc3ccccc3c2)C1,1.0,0.23559190031152646,1.0
86,CC(C)(C)NC(=O)C1CCCN1CC(O)C1Cc2ccc(cc2)OCCCOc2cc3ccccc3cc2C(=O)NC(CC(N)=O)C(=O)N1,1.0,0.27070063694267515,1.0
87,Cn1cncc1CN1C(=O)C(N(CC(=O)NC(C)(C)C)S(=O)(=O)c2ccc3c(c2)OCCCO3)Cc2cc(C#N)ccc21,1.0,0.1941860465116279,1.0
88,O=C(Nc1ccc(CC(NC(=O)C2CCC(=O)N2Cc2ccccc2)C(=O)O)cc1)c1cc(F)c(F)cc1F,1.0,0.2662907268170426,1.0
89,CS(=O)(=O)NC(C(=O)N1CCCC1C(=O)NCc1ccc(CN)cc1)C(c1ccccc1)c1ccccc1,1.0,0.32548899755501226,1.0
90,CC(C)CC(NC(=O)C1CCCN1C(=O)C(N)Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(N)=O,1.0,0.22383720930232556,1.0
91,Cc1ccc(S(=O)(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)O)cc1,1.0,0.26137980085348506,1.0
92,O=C(O)C(Cc1ccc(-c2ccccc2)cc1)NC(=O)C1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1,1.0,0.2821011673151751,0.8222690056345846
93,N=C(N)CC1CCC(NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NS(=O)(=O)Cc2ccccc2)CC1,1.0,0.25584795321637427,1.0
94,CCc1ccc(S(=O)(=O)NC2c3cc(NC(=O)C4CCCN4Cc4ccc(C(F)(F)F)cc4)ccc3CCC2O)cc1,1.0,0.28002309468822173,0.4881547171677882
95,CN1CCN(C(=O)NC(Cc2cccnc2)C(=O)NC(C=CS(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,1.0,0.2953767123287671,1.0
96,COC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(NS(=O)(=O)O)cc1)c1csc(C)n1,1.0,0.17514970059880242,1.0
97,O=C(NCC(c1cccs1)N1CCOCC1)c1ccccc1NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,1.0,0.2540523690773067,1.0
98,CCOc1ccccc1NC(=O)C(NS(=O)(=O)c1ccc2c(c1)CCC(=O)N2)c1ccccc1,1.0,0.2037377450980392,1.0
99,CCNC(=N)c1ccc(C2=NOC(CC(=O)NCC(NS(=O)(=O)c3cccc(C)c3)C(=O)O)C2)cc1,1.0,0.21981627296587927,1.0
100,N=C(N)c1cccc(CC(NS(=O)(=O)c2ccc3ccccc3c2)C(=O)C(=O)O)c1,1.0,0.1804812834224599,1.0
101,O=C(CCNC(=O)C1CCN(S(=O)(=O)c2ccccc2)CC1)NCc1cccc(C(F)(F)F)c1,1.0,0.2553956834532374,1.0
102,Cc1cccc(-c2ncc(N)c(=O)n2CC(=O)NC(Cc2ccccc2)C(=O)C(F)(F)C(=O)NCc2ccccc2)c1,1.0,0.18982438016528924,1.0
103,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC4(CC3)CC(c3ccccc3)=NO4)cc2)cc1[N+](=O)[O-],1.0,0.29846938775510207,0.05591954710891706
104,NS(=O)(=O)c1ccc(NC(=O)NC(Cc2ccccc2)C(=O)O)cc1,1.0,0.15163297045101087,1.0
105,CC(=O)NC(Cc1ccc(OP(=O)(O)O)cc1)C(=O)NC1CSCCN(Cc2cccc(-c3ccccc3C#N)c2)C1=O,1.0,0.30028735632183906,1.0
106,COc1ccc(Cn2ccc(C)c(NC(=O)C(Cc3ccc(CC(=O)O)cc3)NC(C)=O)c2=O)cc1,1.0,0.203955500618047,1.0
107,CCOc1ccc(NC(=O)N2CCC(NC(=O)C(Cc3ccccc3OC)NC(C)=O)CC2)cc1,1.0,0.2751031636863824,1.0
108,Cc1cc(COc2ccc(S(=O)(=O)NCC(C(=O)NO)N3CCN(C(=O)C(C)C)CC3)cc2)c2ccccc2n1,1.0,0.24453219927095993,1.0
109,COC(=O)C(Cc1ccc(OP(=O)(Oc2ccc(CC(NC(C)=O)C(=O)OC)cc2)C2CCCN2C(=O)C2CCCN2)cc1)NC(C)=O,1.0,0.22807459677419356,1.0
110,CC(=O)NC(CCC(N)=O)C(=O)NC(CC(=O)Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2)C(=O)O,1.0,0.20097442143727162,1.0
111,NC(=O)NCCNC(=O)C1CNC(=O)NCCCCC(NC(=O)C(N)Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)N1,1.0,0.19693396226415094,1.0
112,CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC1CSSCC(C(=O)O)NC(=O)C2(CCCC2)CCNC1=O,1.0,0.1896942242355606,1.0
113,CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(C2CC(=O)NS2(=O)=O)cc1)c1nc2ccccc2[nH]1,1.0,0.19672131147540986,1.0
114,NC(Cc1ccccc1)C(=O)NC1CCC(=O)N(CC(=O)Nc2cccc(Cl)c2)C1=O,1.0,0.22951977401129944,1.0
115,CC(C)(C)NC(=O)C1CC2SCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CS(=O)(=O)c1ccc(F)cc1)NS(C)(=O)=O,1.0,0.22237827715355804,1.0
116,CC(C)(C)NC(=O)C1CCCN1C(=O)C(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1,1.0,0.2275561097256858,1.0
117,Cc1ccc2c(c1)c(-c1ccc[nH]c1=O)c(C(=O)NS(=O)(=O)C1CC1)n2Cc1cc(C(N)=O)ccc1F,1.0,0.17133956386292834,1.0
118,N=C(N)c1ccc(CNC(=O)C(CCC2CCNCC2)NC(=O)C(CCCC2CCNCC2)NS(=O)(=O)Cc2ccccc2)cc1,1.0,0.20939086294416243,1.0
119,CC(C)C(NC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)NC1CCc2ccccc21,1.0,0.19504748982360925,1.0
120,CC(=O)c1ccc(N(C(=O)CNC(=O)c2ccco2)C(C(=O)NC2CCCC2)c2ccncc2)cc1,1.0,0.2918170878459687,1.0
121,NC(=O)C(=O)C(Cc1ccccc1)NC(=O)C1CCN(C(=O)C=Cc2ccncc2)CC1,1.0,0.27213352685050796,1.0
122,CC(C)(C)C(=O)CN1C(=O)N(CC(=O)Nc2cccc(C(=O)O)c2)N=C(C2CCCCCC2)c2ccccc21,1.0,0.31755196304849886,0.29839907217215567
123,CCC(NC(=O)C1CC(S(=O)(=O)c2ccc(F)cc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1)C(=O)C(=O)NC1CC1,1.0,0.20959595959595959,1.0
124,CCOC(=O)C(Cc1ccc(O)cc1)NC(=O)C1(NC(=O)C(SC(=O)c2ccccn2)C(C)C)CCCC1,1.0,0.24912075029308323,1.0
125,N=C(N)c1ccc(C2(Cc3ccccc3)NC(=O)N(CC(=O)NC(CC(=O)O)C(=O)NC(C(=O)O)c3ccccc3)C2=O)cc1,1.0,0.2616580310880829,1.0
126,CSCC(NC(=O)Cc1ccc(C)cc1)C(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC1c2ccccc2CC1O,1.0,0.26550751879699247,1.0
127,C=CC1CC1(NC(=O)C1CC(Oc2ccnc3ccccc23)CN1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NCCc1ccc(C(=O)O)cc1,1.0,0.2097750865051903,0.8145494627799805
128,COc1ccc(CC(NC(=O)C(C)NC(=O)CN2CCOCC2)C(=O)NC(CC2CCCCC2)C(=O)C2(C)CO2)cc1,1.0,0.2001590668080594,1.0
129,N=C(N)N1CCCC(NC(=O)CNC(=O)C(CCNC(=O)c2cncc(Br)c2)NC(=O)OCc2ccccc2)C1O,1.0,0.19813519813519812,1.0
130,Cc1cnc(C(=O)NC(Cc2nc(I)n(Cc3ccccc3)c2I)C(=O)N2CCCC2C(N)=O)cn1,1.0,0.17795637198622274,1.0
131,CSCCC(NC(=O)C1CCCN1C(=O)C(NC(=O)C(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)NC(C)=O)C(C)C)C(N)=O,1.0,0.17311608961303462,1.0
132,CC(C)(C)OC(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)N1CCCCC1,1.0,0.24260628465804066,1.0
133,CCCC(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)O,1.0,0.2359437751004016,1.0
134,CCC(C)C(NC(=O)CC(O)C(CC1CCCCC1)NC(=O)CCNC(=O)C(Cc1ccccc1)NC(=O)N1CCC(N)CC1)C(=O)NCc1cnc(C)nc1N,1.0,0.2111260053619303,1.0
135,COc1ccc(CC(=O)NC(=N)NC(CC2CCCCC2)C(=O)NCc2ccc(-c3nnn[nH]3)cc2)cc1OC,1.0,0.22740963855421686,1.0
136,CC(=O)N1CCN(C(=O)C(Cc2cccc(C(=N)N)c2)NS(=O)(=O)NCCc2cc3c(cc2[N+](=O)[O-])OCO3)CC1,1.0,0.220917225950783,1.0
137,CCN1CCN(C(=O)NC(C(=O)NC2CN3CC(C#N)=C(C(=O)O)N3C2=O)c2ccccc2)C(=O)C1=O,1.0,0.1820250284414107,1.0
138,CN1C(=O)CC(C(=O)NC(Cc2c[nH]cn2)C(=O)N2CSC=C2C(N)=O)NC1=O,1.0,0.1107188703465982,1.0
139,O=C(NCc1ccccc1)C(=O)NCC1OCCN1S(=O)(=O)c1ccc2c(c1)OCCO2,1.0,0.19243869209809264,1.0
140,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N1CCC(NC(=O)OC(C)(C)C)C1)c1ccc(NS(C)(=O)=O)c(F)c1,1.0,0.20011273957158962,0.9910222974061202
141,CCCCC(NC(=O)CCCCCNC(=O)C1CCC2c3[nH]c4ccccc4c3CCN2C1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)N1CC(N)CC1C(N)=O,1.0,0.22607550482879718,1.0
142,CCNC(=O)C(c1ccccc1)N1CCN(c2ccc(NC(=O)C(CC)CC)cc2C#N)CC1,0.9883637311966652,0.28061224489795916,1.0
143,CCC(O)(CC)c1ccccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2Cl)NC(=O)N2CCCC2=O)CC1,1.0,0.28811524609843936,0.8388149097642353
144,CCC(C)C(NC(=O)N1CC(=O)Nc2ccccc21)C(=O)Nc1ccccc1C,1.0,0.18347050754458163,1.0
145,CC(C)NC(=O)CSc1ccccc1C(=O)N1CCN(S(=O)(=O)C=Cc2ccccc2)CC1,0.9497841791869512,0.27404526166902404,1.0
146,CCN1C(=O)N(CC(=O)NC(CC(=O)O)c2ccccc2)C(=O)C1(C)c1ccc(C(=N)N)cc1,1.0,0.25418275418275416,1.0
147,COc1ccc(C(=O)C=CC(=O)N2CCN(c3ccc(N4CC(CNC(C)=O)OC4=O)cc3F)CC2)cc1,1.0,0.2720976253298153,1.0
148,CC(NC(=O)OCc1ccccc1)C(=O)NC(C)C(=O)NN(CC(N)=O)C(=O)C=CC(=O)N1CCCc2ccccc21,1.0,0.1983447488584475,1.0
149,CCOC(=O)C=CC(CC1CCNC1=O)NC(=O)C(Cc1ccc(F)cc1)OC(=O)C(NC(=O)c1cc(C)on1)C(C)C,1.0,0.16591816367265472,1.0
150,CCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NC1C=CCCNC(=O)C=CC(C(C)C)NC1=O,1.0,0.2639563106796116,1.0
151,CCC1OCC(=O)C1NC(=O)C(CC1(C)CCCC1)NC(=O)c1cccc(S(=O)(=O)NC)c1,1.0,0.22123893805309736,1.0
152,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CC(NC(=O)c1ccc(C#N)cc1)c1ccccc1)C(=O)C1(C)CO1,1.0,0.2411825726141079,0.9993565199221627
153,C#CC1CN(C(=O)C(CC(C)C)NC(=O)c2ccc(-c3csc(N4CCN(C)CC4)n3)cc2)C2C(=O)COC12,1.0,0.24067388688327318,1.0
154,Cc1c(N(C(=O)CNC(=O)c2ccccc2)C2(C(=O)NC3CCCCC3)CCCCC2)c(=O)n(-c2ccccc2)n1C,1.0,0.25724275724275725,0.9234041227217219
155,CCN(CC)C(=O)Nc1ccc(C(F)(F)F)cc1C(=O)NCC(=O)NC1CCCCC1CS(=O)(=O)c1ccc(SC)cc1,1.0,0.24663677130044842,0.49865238711021015
156,CC1CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2OC1CN(C)S(=O)(=O)c1cccs1,1.0,0.23687214611872145,1.0
157,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCOC1=O,1.0,0.26614530776992934,0.7519253641187298
158,CC(C)C(N)C(=O)OC(CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O)CN1CCN(Cc2cccnc2)CC1C(=O)NC(C)(C)C,1.0,0.28399122807017546,1.0
159,CC(C)(C)Nc1cc(C(=O)NC(Cc2ccccc2)C(O)CNC2CCOCC2)cc(N2CCCCS2(=O)=O)c1,1.0,0.30960648148148145,1.0
160,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(O)CNCC(O)C(Cc1ccc(CCC(=O)N2CCOCC2)cc1)NC(=O)OC(C)(C)C,1.0,0.2738990332975295,1.0
161,CC(C)C(=O)N1CCC(C(=O)NC(C(=O)NC(CCCCN)C(=O)OC(C)(C)C)C(C)c2c[nH]c3ccccc23)CC1,1.0,0.2150677789363921,1.0
162,CCOc1ccc(CC(NC(=O)c2cccc(N)c2Cl)C(O)C(=O)N2CCC(C)(C)C2C(=O)NCc2c(C)cccc2C)cc1,1.0,0.24949596774193547,0.843593573123273
163,CC(C)C(NS(=O)(=O)c1cnccc1NC(CO)Cc1ccccc1)C(=O)N1CCC(CCF)CC1,1.0,0.2631578947368421,1.0
164,CCOC(=O)CCSCC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)N1CCOCC1,1.0,0.21139705882352944,1.0
165,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cn1cc(CCC(=O)N2CCC(C)(C)CC2)c2ccc(C(=O)NCC3CCCC3)cc21,1.0,0.282258064516129,0.03176774998533604
