BO Iteration,Selected SMILES,f1,f2
0,Cc1c(C(=O)OCC(=O)N2CCCC2=O)oc2ccccc12,0.24107142857142858,1.0
1,O=C(OCC(=O)N1CCc2ccccc21)c1ccc(Br)o1,0.21238938053097345,1.0
2,CCOC(=O)c1oc2ccccc2c1NC(=O)c1ccco1,0.2727272727272727,1.0
3,CCNC(=O)C1(C)CCCN(C(=O)c2oc3ccccc3c2C)C1,0.22033898305084745,1.0
4,CCOCC(=O)Nc1c(C(=O)N2CCN(c3ncccn3)CC2)oc2ccccc12,0.20588235294117646,0.1353352832366127
5,COC(=O)c1cn(C(=O)c2ccc(Cl)cc2)c2ccccc12,0.2636363636363636,1.0
6,COC(=O)c1cc2ccccc2c(=O)s1,0.25263157894736843,0.1353352832366127
7,CCOC(=O)Cn1cc(C(=O)C(C)(C)C)c2ccccc21,0.2761904761904762,0.1353352832366127
8,O=C(Oc1cccc2oc(=O)[nH]c12)c1ccc(Cl)cc1,0.19642857142857142,1.0
9,O=C(Cc1noc2ccccc12)Nc1ccc(Cl)cc1,0.18421052631578946,1.0
10,CSc1ccccc1OCC(=O)c1ccc(Cl)cc1,0.2018348623853211,0.1353352832366127
11,O=C(Nc1c(O)c2ccccc2oc1=O)c1ccccc1Cl,0.20869565217391303,1.0
12,COC(=O)c1ccccc1NS(=O)(=O)Cc1noc2ccccc12,0.2184873949579832,1.0
13,O=c1[nH]c(=O)c2ccccc2o1,0.18085106382978725,0.1353352832366127
14,CCOC(=O)c1oc2ccc(S(=O)(=O)Nc3ccc(F)cc3)cc2c1C,0.22131147540983606,1.0
15,N#Cc1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)c(Cl)c1,0.15126050420168066,0.1353352832366127
16,COc1ccc2oc(C(=O)OCC(=O)N3CCCC(C)C3)c(C)c2c1,0.225,1.0
17,Cc1ccc(CNC(=O)c2oc3ccc(S(=O)(=O)N4CCCC(C)C4)cc3c2C)cc1,0.15492957746478872,0.1353352832366127
18,NC(=O)COC(=O)c1ccccc1Nc1ccc(SC(F)F)cc1,0.21008403361344538,0.1353352832366127
19,COc1ccc2oc(C(=O)OCc3nnc(-c4ccccc4)o3)c(C)c2c1,0.23015873015873015,0.1353352832366127
20,CCOC(=O)c1ccc(N2C(=O)CC(N3CCN(C(=O)c4ccco4)CC3)C2=O)cc1,0.20437956204379562,0.1353352832366127
21,O=C(COc1cc(=O)oc2ccccc12)N1CCC(O)(c2ccc(Br)cc2)CC1,0.15942028985507245,0.1353352832366127
22,COC(=O)C1CC(NC(=O)c2ccc(Cl)cc2)CN1C(C)=O,0.19130434782608696,0.1353352832366127
23,O=C(COC(=O)c1ccc(Br)o1)NC1CCCc2ccccc21,0.23275862068965517,1.0
24,CC(OC(=O)c1ccc(Br)o1)C(=O)NCC1CCCCC1,0.14285714285714285,0.1353352832366127
25,CCOC(=O)c1sc(NS(=O)(=O)c2ccccc2Cl)nc1C,0.3300970873786408,0.1353352832366127
26,COc1cc2c(cc1NC(=O)COC(=O)C=Cc1ccccc1)oc1ccccc12,0.20588235294117646,0.1353352832366127
27,N#CCC(=O)Nc1ccc(C(=O)OCC(=O)c2c[nH]c3ccccc23)cc1,0.2125984251968504,1.0
28,S=C(NN=Cc1c[nH]c2ccccc12)N1CCCc2ccccc21,0.1297709923664122,0.1353352832366127
29,N#CCCN(C(=O)COC(=O)c1cc2ccccc2oc1=O)c1ccccc1,0.2076923076923077,1.0
