BO Iteration,Selected SMILES,f1,f2
0,Nc1nc(Nc2ccccc2)nc2c1ncn2C1OC(CO)C(O)C1O,0.050724637681159424,0.1353352832366127
1,CCOC(=O)CCn1c(=O)c(C)cn(C2CC(N=[N+]=[N-])C(CO)O2)c1=O,0.18333333333333332,0.1353352832366127
2,Cc1cn(C2CC(O)C(CCl)O2)c(=O)nc1-n1cncn1,0.08333333333333333,1.0
3,Nc1ccn(C2COC(CO)C(O)C2)c(=O)n1,0.09259259259259259,0.1353352832366127
4,C[n+]1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c2nc(N)[nH]c(=O)c21,0.09090909090909091,1.0
5,COC1CC(n2cc(C)c(=O)[nH]c2=O)OC1COCP(=O)(O)O,0.1271186440677966,0.1353352832366127
6,COC(=O)C(C)NP(=O)(OCC1OC(n2cccnc2=O)CC1O)Oc1ccccc1,0.15328467153284672,1.0
7,CC(NP(=O)(OCC1OC(n2cc(F)c(=O)[nH]c2=O)CC1O)Oc1cccc2ccccc12)C(=O)OC1CCCC1,0.1910828025477707,0.1353352832366127
8,NS(=O)(=O)OCC1CC(Oc2cc(Cc3ccccc3)ncn2)CC1O,0.09022556390977443,1.0
9,CCOC(=O)C(C)NP(=O)(Oc1ccccc1)OC(C)C1OC(n2ccc3c(N)ncnc32)C(C)(F)C1O,0.16556291390728478,0.1353352832366127
10,COC(=O)C1C(c2ccccc2)CC2C(O)CC1N2C,0.13392857142857142,0.1353352832366127
11,O=P(O)(O)C(O)(CCc1ccccc1)P(=O)(O)O,0.04424778761061947,0.1353352832366127
12,N=C(N)Nc1cccnc1C1CC(O)C(NC(=N)N)CC1NC(=N)N,0.0859375,0.1353352832366127
13,CCCCCCCCCCC#Cc1cn(C2CC(O)C(CO)O2)c(=O)nc1N,0.10294117647058823,0.1353352832366127
14,CC(=O)Nc1ccc(S(=O)(=O)N2CCOC(Cn3ccnc3)C2)cc1,0.10077519379844961,1.0
15,CC(=O)NCC1CN(c2ccc(N=O)cc2)C(=O)O1,0.09734513274336283,0.1353352832366127
16,O=[N+]([O-])c1ccc(OC2CCCCC2Cn2ccnc2)cc1,0.13445378151260504,1.0
17,NC(=O)C1CCN(C(=O)NCc2ccccc2Cn2ccnc2)CC1,0.1349206349206349,1.0
18,O=S(=O)(NCc1ccccc1Cn1cncn1)N1CCCCC1,0.104,1.0
19,CC1CCN(C(=O)C(CCn2ccnc2)NS(=O)(=O)c2cc(Cl)c(N)c(Cl)c2)CC1,0.15789473684210525,1.0
20,Cc1ccc(S(=O)(=O)NCCCn2ccnc2)cc1C(=O)NC(C)C,0.12,1.0
