BO Iteration,Selected SMILES,f1,f2
0,Cc1nc2cc(NS(=O)(=O)c3ccccc3)ccc2n1C,0.1724137931034483,1.0
1,COc1c(C)cc(NS(=O)(=O)c2ccc(SC)cc2)cc1C,0.17094017094017094,0.1353352832366127
2,Cc1ccccc1-c1nc(CS(=O)(=O)CC(=O)NC(C)c2ccccc2)c(C)o1,0.19696969696969696,1.0
3,Cc1ccc(S(=O)(=O)c2ccccc2Cc2c(-c3ccccc3)nn(CC(=O)O)c2C)cc1C,0.1780821917808219,0.1353352832366127
4,COc1ccccc1NC(=O)C(C)NS(=O)(=O)c1ccccc1,0.175,0.1353352832366127
5,Cc1ccccc1-c1cc(NCc2cncn2C)ccc1C#N,0.16260162601626016,1.0
6,Cc1ccccc1-c1nc(CNCCCN(C)c2ccccc2)co1,0.171875,1.0
7,Cc1cccc2c1C(c1ccccc1)CN(C)C2,0.16216216216216217,1.0
8,CC1=NC(C)(c2ccccc2)c2ccccc2CN1C,0.15517241379310345,1.0
9,Cc1ccccc1-c1nnc(N=C2N(C)CCN2C)s1,0.16521739130434782,1.0
10,Cc1ccccc1C1CC(c2cccs2)=NN1S(C)(=O)=O,0.19298245614035087,1.0
11,Cc1cc(-c2nnco2)c(C)n1-c1ccccc1,0.16216216216216217,1.0
12,Cc1nn(-c2ccccc2)c(C)c1CC(=O)NC1CC(=O)N(C)C1,0.21008403361344538,1.0
13,CCN1C(=O)N(C)C(c2ccccc2)C(C(C)=O)=C1C,0.24761904761904763,0.1353352832366127
14,Cn1nc(-c2ccc(Cl)cc2)sc1=Nc1ccccc1,0.15384615384615385,1.0
15,CN1C(=O)CN=C(c2ccccc2Cl)c2ccccc21,0.19642857142857142,1.0
16,Cc1nnc2n1-c1ccccc1N(Cc1ccccc1)CC2,0.14516129032258066,0.1353352832366127
17,Cc1c(NS(=O)(=O)c2ccc(Br)s2)c(=O)n(-c2ccccc2)n1C,0.1721311475409836,1.0
18,CP(C)(=O)CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,0.19008264462809918,1.0
19,CC(=O)OCC[n+]1c(C)n(-c2ccccc2)c2ccc(Cl)cc21,0.24561403508771928,1.0
20,Cc1cc(C(=O)NN=Cc2c(C)nn(-c3ccccc3)c2Cl)[nH]n1,0.20833333333333334,1.0
