BO Iteration,Selected SMILES by EI,f1,f2,Hypervolume
0,COc1ccccc1C(=O)NCCC(=O)N1CCCCC1,0.16964285714285715,0.1353352832366127,0.11014732975323145
1,O=C(C(O)CCc1ccccc1)N(CCN1C2CCC1CC(c1cccc(O)c1)C2)CC1CCCCC1,0.16233766233766234,1.0,0.1252876747713454
2,O=C(OCC1CCCN(CCCc2ccccc2)C1)c1ccccc1N1C(=O)CC(C2CCCC2)C1=O,0.17763157894736842,1.0,0.13851178484487978
3,O=C1NCC(Cc2ccccc2)N(CC2CCN(CCC3CCCC3)CC2)C1=O,0.14705882352941177,0.1353352832366127,0.13851178484487978
4,CC1CN(CCCc2ccccc2)C2CC(N(C)CC3CC3)CC1(c1cccc(O)c1)C2,0.12413793103448276,1.0,0.13851178484487978
5,O=C(OCC1CCCCO1)c1cccc(-c2ccccc2)c1,0.12396694214876033,1.0,0.13851178484487978
6,ON=C(NC1CCCCC1)c1ccccc1Cc1ccccc1,0.13008130081300814,1.0,0.13851178484487978
7,O=C(COc1ccc(Br)cc1CNC1CCCCC1)NCCc1ccccc1,0.15037593984962405,1.0,0.13851178484487978
8,O=C(NCCCc1cccc2oc(CCCCc3ccccc3)cc12)C1CC1,0.0851063829787234,0.1353352832366127,0.13851178484487978
9,CN(CC#CCCC1(C(O)(c2ccccc2)C2CCCCC2)SCCCS1)CCc1ccccc1,0.10828025477707007,1.0,0.13851178484487978
10,O=C(NC1CN(Cc2ccccc2)CC1c1ccccc1)C1CCCCC1,0.15267175572519084,1.0,0.13851178484487978
11,N=C(N)CC1CCC(NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NS(=O)(=O)Cc2ccccc2)CC1,0.18181818181818182,1.0,0.14213179263037243
12,NC(=O)CCC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CCc1ccccc1)C(=O)NC1CCCCC1,0.18238993710691823,1.0,0.14262616925516566
13,O=C(CN(c1nc(Cl)nc2c1ncn2C1CCCCO1)C1CC1)NC(CCC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,0.1896551724137931,0.00033546262790251185,0.16588875093350203
14,NCc1cccc(-c2cccc(OC(=O)NC3CCCCC3)c2)c1,0.14634146341463414,1.0,0.16588875093350203
15,O=C(CN(Cc1cccs1)C(=O)CNS(=O)(=O)c1ccccc1)NC1CCCC1,0.16666666666666666,1.0,0.16588875093350203
16,O=C(CNC(=O)NC1CCCCC1)NC(Cc1ccccc1)C(=O)O,0.24561403508771928,0.1353352832366127,0.18521510724986096
17,CCOc1ccccc1NC(=O)C1CCCCN1S(=O)(=O)c1ccccc1,0.1746031746031746,1.0,0.18521510724986096
18,O=S(=O)(c1ccccc1)C1CCN(CCc2ccccc2)CC1,0.09523809523809523,1.0,0.18521510724986096
19,O=C1C2CCCCC2C(=O)N1c1cccc(OS(=O)(=O)c2ccccc2)c1,0.1297709923664122,1.0,0.18521510724986096
20,O=C(COc1ccc(S(=O)(=O)NC2CCCCC2)cc1Cl)N1CCN(c2ccccc2)CC1,0.14482758620689656,1.0,0.18521510724986096
21,O=C(Nc1ccccc1[N+](=O)[O-])c1ccccc1NC(=O)C1CCCCC1,0.15625,1.0,0.18521510724986096
22,CCC(C(=O)NCc1ccco1)N(C(=O)CNS(=O)(=O)c1ccccc1)C1CCCCC1,0.19117647058823528,1.0,0.192812512733816
23,O=C(c1ccccc1NS(=O)(=O)c1ccccc1)N1CCCCCC1,0.10852713178294573,1.0,0.192812512733816
24,Cc1c(N(C(=O)CNC(=O)c2ccccc2)C2(C(=O)NC3CCCCC3)CCCCC2)c(=O)n(-c2ccccc2)n1C,0.15757575757575756,0.1353352832366127,0.192812512733816
25,N=C(N)N1CCCC(CNC(=O)CNS(=O)(=O)c2ccc3ccccc3c2)C1,0.12781954887218044,1.0,0.192812512733816
26,NC1CCC(CNC(=O)C2CCCN2C(=O)CC2c3ccccc3-c3ccccc32)CC1,0.15492957746478872,1.0,0.192812512733816
27,O=C(NCc1cccs1)C1CCCN1S(=O)(=O)c1ccccc1F,0.12096774193548387,1.0,0.192812512733816
28,COc1ccc(-c2ccncc2)cc1S(=O)(=O)NC1CCCC1,0.1322314049586777,1.0,0.192812512733816
29,O=S(=O)(CCC1CCNCC1)c1ccccc1-c1cccc(Cl)c1,0.08527131782945736,1.0,0.192812512733816
30,O=C(NC1CCCC1)C1c2ccccc2OCC(=O)N1Cc1ccccn1,0.15384615384615385,1.0,0.192812512733816
31,CC(C)c1ccc(OCC(=O)N(c2ccccn2)C2CCCCC2)cc1,0.168,1.0,0.192812512733816
32,O=c1c(C=CC(O)c2ccccc2)coc2cccc(OCC3CCCCC3)c12,0.1223021582733813,0.1353352832366127,0.192812512733816
33,O=C(OCCCc1cccnc1)C1CCCN1S(=O)(=O)Cc1ccccc1,0.13740458015267176,1.0,0.192812512733816
34,O=C(NCC1C(c2ccccc2)C(CO)N1Cc1ccccn1)C1CCC1,0.13740458015267176,1.0,0.192812512733816
35,Cc1ccc(S(=O)(=O)N2CCCC2CNC(=O)C(=O)NCc2ccccn2)cc1,0.13333333333333333,1.0,0.192812512733816
36,O=C(O)C1CCCN(CCOCCN2c3ccccc3Sc3ccccc32)C1,0.13333333333333333,1.0,0.192812512733816
37,CC1CCCCN1C(=O)C(CCCN=C(N)N)NS(=O)(=O)c1cccc2c(N(C)C)cccc12,0.1956521739130435,1.0,0.1966824954814782
38,CC(C)C(NS(=O)(=O)c1cnccc1NC(CO)Cc1ccccc1)C(=O)N1CCC(CCF)CC1,0.16216216216216217,1.0,0.1966824954814782
39,O=C(C(Cc1ccccc1)NS(=O)(=O)c1ccc(Cl)cc1)N1CCC2(O)CCCCC2C1,0.15714285714285714,1.0,0.1966824954814782
40,N#Cc1cccn1CCC(NS(=O)(=O)c1cccc2[nH]ccc12)C(=O)N1CCC(C(F)(F)F)CC1,0.1342281879194631,0.1353352832366127,0.1966824954814782
41,CC(=O)c1ccc(S(=O)(=O)N2CCCC(N(C)CCc3ccccc3)C2)cc1,0.12781954887218044,1.0,0.1966824954814782
42,O=C(CN1CCCCC1c1cccnc1)c1ccccc1,0.11764705882352941,1.0,0.1966824954814782
